landscape_code,basin_id,class_id,watersystem_code,watersystem_name,unit_basin_code,basin_unit_id,gsi_landform_class,landform_unit_id,landscape_unit_id,available_cell_count,available_area_m2,available_area_km2,basin_cell_count,basin_grid_area_m2,landform_known_cell_count,landform_known_area_m2,landform_coverage_ratio,available_share_known,available_share_basin,resolution_m
199002,199,2,830305,,38,B_830305_38,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_38_LF_CLASS::崖・段丘崖,281,28100.0,0.0281,40075,4007500.0,39889,3988900.0,0.9953587024329382,0.007044548622427236,0.007011852776044916,10.0
199004,199,4,830305,,38,B_830305_38,台地・段丘,LF_CLASS::台地・段丘,B_830305_38_LF_CLASS::台地・段丘,12252,1225200.0,1.2252,40075,4007500.0,39889,3988900.0,0.9953587024329382,0.307152347765048,0.30572676232064877,10.0
199005,199,5,830305,,38,B_830305_38,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_38_LF_CLASS::山麓堆積地形,156,15600.0,0.0156,40075,4007500.0,39889,3988900.0,0.9953587024329382,0.003910852616009426,0.0038927011852776046,10.0
199010,199,10,830305,,38,B_830305_38,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_38_LF_CLASS::凹地・浅い谷,1362,136200.0,0.1362,40075,4007500.0,39889,3988900.0,0.9953587024329382,0.034144751685928454,0.03398627573300062,10.0
199011,199,11,830305,,38,B_830305_38,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_38_LF_CLASS::氾濫平野・海岸平野,12634,1263400.0,1.2634,40075,4007500.0,39889,3988900.0,0.9953587024329382,0.31672892276066084,0.3152588895820337,10.0
199013,199,13,830305,,38,B_830305_38,旧河道,LF_CLASS::旧河道,B_830305_38_LF_CLASS::旧河道,838,83800.0,0.0838,40075,4007500.0,39889,3988900.0,0.9953587024329382,0.021008298027024995,0.020910792264504055,10.0
199016,199,16,830305,,38,B_830305_38,水部,LF_CLASS::水部,B_830305_38_LF_CLASS::水部,370,37000.0,0.037,40075,4007500.0,39889,3988900.0,0.9953587024329382,0.009275740178996716,0.00923268870867124,10.0
200002,200,2,830305,,39,B_830305_39,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_39_LF_CLASS::崖・段丘崖,1067,106700.0,0.1067,29142,2914200.0,23201,2320100.0,0.7961361608674765,0.04598939700874962,0.036613821975156134,10.0
200004,200,4,830305,,39,B_830305_39,台地・段丘,LF_CLASS::台地・段丘,B_830305_39_LF_CLASS::台地・段丘,15337,1533700.0,1.5337,29142,2914200.0,23201,2320100.0,0.7961361608674765,0.661049092711521,0.526285086816279,10.0
200007,200,7,830305,,39,B_830305_39,自然堤防,LF_CLASS::自然堤防,B_830305_39_LF_CLASS::自然堤防,56,5600.0,0.0056,29142,2914200.0,23201,2320100.0,0.7961361608674765,0.0024136890651265033,0.0019216251458376227,10.0
200010,200,10,830305,,39,B_830305_39,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_39_LF_CLASS::凹地・浅い谷,213,21300.0,0.0213,29142,2914200.0,23201,2320100.0,0.7961361608674765,0.009180638765570449,0.007309038501132386,10.0
200011,200,11,830305,,39,B_830305_39,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_39_LF_CLASS::氾濫平野・海岸平野,4598,459800.0,0.4598,29142,2914200.0,23201,2320100.0,0.7961361608674765,0.1981811128830654,0.15777915036716766,10.0
200013,200,13,830305,,39,B_830305_39,旧河道,LF_CLASS::旧河道,B_830305_39_LF_CLASS::旧河道,836,83600.0,0.0836,29142,2914200.0,23201,2320100.0,0.7961361608674765,0.0360329296151028,0.02868711824857594,10.0
200016,200,16,830305,,39,B_830305_39,水部,LF_CLASS::水部,B_830305_39_LF_CLASS::水部,1094,109400.0,0.1094,29142,2914200.0,23201,2320100.0,0.7961361608674765,0.04715313995086419,0.037540319813327845,10.0
201011,201,11,830305,,4,B_830305_4,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_4_LF_CLASS::氾濫平野・海岸平野,1007,100700.0,0.1007,7586,758600.0,2565,256500.0,0.33812285789612445,0.3925925925925926,0.13274452939625625,10.0
201013,201,13,830305,,4,B_830305_4,旧河道,LF_CLASS::旧河道,B_830305_4_LF_CLASS::旧河道,250,25000.0,0.025,7586,758600.0,2565,256500.0,0.33812285789612445,0.09746588693957114,0.03295544423938835,10.0
201016,201,16,830305,,4,B_830305_4,水部,LF_CLASS::水部,B_830305_4_LF_CLASS::水部,1308,130800.0,0.1308,7586,758600.0,2565,256500.0,0.33812285789612445,0.5099415204678363,0.17242288426047983,10.0
202001,202,1,830305,,40,B_830305_40,山地斜面等,LF_CLASS::山地斜面等,B_830305_40_LF_CLASS::山地斜面等,63058,6305800.0,6.3058,111140,11114000.0,107269,10726900.0,0.9651700557854958,0.5878492388294847,0.5673744826345151,10.0
202002,202,2,830305,,40,B_830305_40,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_40_LF_CLASS::崖・段丘崖,825,82500.0,0.0825,111140,11114000.0,107269,10726900.0,0.9651700557854958,0.00769094519385843,0.007423070001799532,10.0
202004,202,4,830305,,40,B_830305_40,台地・段丘,LF_CLASS::台地・段丘,B_830305_40_LF_CLASS::台地・段丘,21933,2193300.0,2.1933,111140,11114000.0,107269,10726900.0,0.9651700557854958,0.20446727386290542,0.19734569012056866,10.0
202005,202,5,830305,,40,B_830305_40,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_40_LF_CLASS::山麓堆積地形,1816,181600.0,0.1816,111140,11114000.0,107269,10726900.0,0.9651700557854958,0.016929401784299285,0.016339751664567213,10.0
202010,202,10,830305,,40,B_830305_40,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_40_LF_CLASS::凹地・浅い谷,913,91300.0,0.0913,111140,11114000.0,107269,10726900.0,0.9651700557854958,0.00851131268120333,0.008214864135324816,10.0
202011,202,11,830305,,40,B_830305_40,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_40_LF_CLASS::氾濫平野・海岸平野,17151,1715100.0,1.7151,111140,11114000.0,107269,10726900.0,0.9651700557854958,0.1598877588119587,0.1543188770919561,10.0
202013,202,13,830305,,40,B_830305_40,旧河道,LF_CLASS::旧河道,B_830305_40_LF_CLASS::旧河道,590,59000.0,0.059,111140,11114000.0,107269,10726900.0,0.9651700557854958,0.00550019110833512,0.0053086197588626954,10.0
202016,202,16,830305,,40,B_830305_40,水部,LF_CLASS::水部,B_830305_40_LF_CLASS::水部,983,98300.0,0.0983,111140,11114000.0,107269,10726900.0,0.9651700557854958,0.009163877727954954,0.008844700377901745,10.0
203001,203,1,830305,,41,B_830305_41,山地斜面等,LF_CLASS::山地斜面等,B_830305_41_LF_CLASS::山地斜面等,14807,1480700.0,1.4807,56474,5647400.0,55258,5525800.0,0.9784679675602932,0.267961200188208,0.2621914509331728,10.0
203002,203,2,830305,,41,B_830305_41,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_41_LF_CLASS::崖・段丘崖,751,75100.0,0.0751,56474,5647400.0,55258,5525800.0,0.9784679675602932,0.013590792283470267,0.013298154903141268,10.0
203004,203,4,830305,,41,B_830305_41,台地・段丘,LF_CLASS::台地・段丘,B_830305_41_LF_CLASS::台地・段丘,19760,1976000.0,1.976,56474,5647400.0,55258,5525800.0,0.9784679675602932,0.3575952803214014,0.349895527145235,10.0
203005,203,5,830305,,41,B_830305_41,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_41_LF_CLASS::山麓堆積地形,2460,246000.0,0.246,56474,5647400.0,55258,5525800.0,0.9784679675602932,0.04451844076875747,0.04355986825795941,10.0
203010,203,10,830305,,41,B_830305_41,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_41_LF_CLASS::凹地・浅い谷,193,19300.0,0.0193,56474,5647400.0,55258,5525800.0,0.9784679675602932,0.003492706938361866,0.0034175018592626696,10.0
203011,203,11,830305,,41,B_830305_41,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_41_LF_CLASS::氾濫平野・海岸平野,15256,1525600.0,1.5256,56474,5647400.0,55258,5525800.0,0.9784679675602932,0.2760867204748634,0.2701420122534264,10.0
203013,203,13,830305,,41,B_830305_41,旧河道,LF_CLASS::旧河道,B_830305_41_LF_CLASS::旧河道,1505,150500.0,0.1505,56474,5647400.0,55258,5525800.0,0.9784679675602932,0.027235875348365846,0.026649431596841026,10.0
203016,203,16,830305,,41,B_830305_41,水部,LF_CLASS::水部,B_830305_41_LF_CLASS::水部,526,52600.0,0.0526,56474,5647400.0,55258,5525800.0,0.9784679675602932,0.009518983676571719,0.009314020611254737,10.0
204001,204,1,830305,,42,B_830305_42,山地斜面等,LF_CLASS::山地斜面等,B_830305_42_LF_CLASS::山地斜面等,7814,781400.0,0.7814,109347,10934700.0,98519,9851900.0,0.9009757926600638,0.07931464996599641,0.07146057962266912,10.0
204002,204,2,830305,,42,B_830305_42,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_42_LF_CLASS::崖・段丘崖,5120,512000.0,0.512,109347,10934700.0,98519,9851900.0,0.9009757926600638,0.05196967082491702,0.046823415365762205,10.0
204004,204,4,830305,,42,B_830305_42,台地・段丘,LF_CLASS::台地・段丘,B_830305_42_LF_CLASS::台地・段丘,65130,6513000.0,6.513,109347,10934700.0,98519,9851900.0,0.9009757926600638,0.6610907540677433,0.5956267661664243,10.0
204005,204,5,830305,,42,B_830305_42,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_42_LF_CLASS::山麓堆積地形,572,57200.0,0.0572,109347,10934700.0,98519,9851900.0,0.9009757926600638,0.0058059866624711985,0.0052310534353937465,10.0
204006,204,6,830305,,42,B_830305_42,扇状地,LF_CLASS::扇状地,B_830305_42_LF_CLASS::扇状地,51,5100.0,0.0051,109347,10934700.0,98519,9851900.0,0.9009757926600638,0.0005176666429825719,0.000466405113994897,10.0
204010,204,10,830305,,42,B_830305_42,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_42_LF_CLASS::凹地・浅い谷,4181,418100.0,0.4181,109347,10934700.0,98519,9851900.0,0.9009757926600638,0.042438514398237905,0.038236074149267926,10.0
204011,204,11,830305,,42,B_830305_42,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_42_LF_CLASS::氾濫平野・海岸平野,10218,1021800.0,1.0218,109347,10934700.0,98519,9851900.0,0.9009757926600638,0.10371603447050823,0.09344563636862466,10.0
204013,204,13,830305,,42,B_830305_42,旧河道,LF_CLASS::旧河道,B_830305_42_LF_CLASS::旧河道,1495,149500.0,0.1495,109347,10934700.0,98519,9851900.0,0.9009757926600638,0.01517473786782245,0.01367207147887002,10.0
204016,204,16,830305,,42,B_830305_42,水部,LF_CLASS::水部,B_830305_42_LF_CLASS::水部,3938,393800.0,0.3938,109347,10934700.0,98519,9851900.0,0.9009757926600638,0.03997198509932094,0.03601379095905695,10.0
205001,205,1,830305,,43,B_830305_43,山地斜面等,LF_CLASS::山地斜面等,B_830305_43_LF_CLASS::山地斜面等,39088,3908800.0,3.9088,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.24487699141101218,0.21264395954716325,10.0
205002,205,2,830305,,43,B_830305_43,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_43_LF_CLASS::崖・段丘崖,3273,327300.0,0.3273,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.020504563878639043,0.01780555872896708,10.0
205003,205,3,830305,,43,B_830305_43,地すべり地形,LF_CLASS::地すべり地形,B_830305_43_LF_CLASS::地すべり地形,316,31600.0,0.0316,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.001979664584677647,0.0017190823581893057,10.0
205004,205,4,830305,,43,B_830305_43,台地・段丘,LF_CLASS::台地・段丘,B_830305_43_LF_CLASS::台地・段丘,79023,7902300.0,7.9023,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.49506023568032176,0.4298957126303592,10.0
205005,205,5,830305,,43,B_830305_43,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_43_LF_CLASS::山麓堆積地形,4815,481500.0,0.4815,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.030164825870958447,0.0261942454262073,10.0
205006,205,6,830305,,43,B_830305_43,扇状地,LF_CLASS::扇状地,B_830305_43_LF_CLASS::扇状地,571,57100.0,0.0571,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.003577178727376381,0.0031063165396395366,10.0
205007,205,7,830305,,43,B_830305_43,自然堤防,LF_CLASS::自然堤防,B_830305_43_LF_CLASS::自然堤防,1231,123100.0,0.1231,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.007711921214361339,0.006696805009275429,10.0
205010,205,10,830305,,43,B_830305_43,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_43_LF_CLASS::凹地・浅い谷,8459,845900.0,0.8459,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.05299361620819055,0.04601809388583335,10.0
205011,205,11,830305,,43,B_830305_43,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_43_LF_CLASS::氾濫平野・海岸平野,13664,1366400.0,1.3664,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.08560169900327647,0.07433399158955277,10.0
205013,205,13,830305,,43,B_830305_43,旧河道,LF_CLASS::旧河道,B_830305_43_LF_CLASS::旧河道,2646,264600.0,0.2646,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.016576558516003332,0.014394594682812985,10.0
205015,205,15,830305,,43,B_830305_43,河川敷・浜,LF_CLASS::河川敷・浜,B_830305_43_LF_CLASS::河川敷・浜,2792,279200.0,0.2792,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.017491213672215157,0.015188854253368803,10.0
205016,205,16,830305,,43,B_830305_43,水部,LF_CLASS::水部,B_830305_43_LF_CLASS::水部,3745,374500.0,0.3745,183819,18381900.0,159623,15962300.0,0.8683705166495302,0.02346153123296768,0.020373301998161234,10.0
206001,206,1,830305,,44,B_830305_44,山地斜面等,LF_CLASS::山地斜面等,B_830305_44_LF_CLASS::山地斜面等,48339,4833900.0,4.8339,101825,10182500.0,71548,7154800.0,0.7026565185367051,0.6756163694303126,0.4747262460103118,10.0
206002,206,2,830305,,44,B_830305_44,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_44_LF_CLASS::崖・段丘崖,41,4100.0,0.0041,101825,10182500.0,71548,7154800.0,0.7026565185367051,0.0005730418739866943,0.0004026516081512399,10.0
206004,206,4,830305,,44,B_830305_44,台地・段丘,LF_CLASS::台地・段丘,B_830305_44_LF_CLASS::台地・段丘,8697,869700.0,0.8697,101825,10182500.0,71548,7154800.0,0.7026565185367051,0.1215547604405434,0.08541124478271545,10.0
206005,206,5,830305,,44,B_830305_44,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_44_LF_CLASS::山麓堆積地形,811,81100.0,0.0811,101825,10182500.0,71548,7154800.0,0.7026565185367051,0.011335047800078268,0.007964645224650135,10.0
206011,206,11,830305,,44,B_830305_44,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_44_LF_CLASS::氾濫平野・海岸平野,13062,1306200.0,1.3062,101825,10182500.0,71548,7154800.0,0.7026565185367051,0.18256275507351707,0.12827890989442672,10.0
206013,206,13,830305,,44,B_830305_44,旧河道,LF_CLASS::旧河道,B_830305_44_LF_CLASS::旧河道,90,9000.0,0.009,101825,10182500.0,71548,7154800.0,0.7026565185367051,0.0012578967965561582,0.0008838693837466241,10.0
206016,206,16,830305,,44,B_830305_44,水部,LF_CLASS::水部,B_830305_44_LF_CLASS::水部,508,50800.0,0.0508,101825,10182500.0,71548,7154800.0,0.7026565185367051,0.00710012858500587,0.004988951632703167,10.0
207001,207,1,830305,,45,B_830305_45,山地斜面等,LF_CLASS::山地斜面等,B_830305_45_LF_CLASS::山地斜面等,5050,505000.0,0.505,36370,3637000.0,33064,3306400.0,0.9091009073412153,0.15273409145898864,0.13885070112730272,10.0
207002,207,2,830305,,45,B_830305_45,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_45_LF_CLASS::崖・段丘崖,1961,196100.0,0.1961,36370,3637000.0,33064,3306400.0,0.9091009073412153,0.05930921848536172,0.05391806433874072,10.0
207004,207,4,830305,,45,B_830305_45,台地・段丘,LF_CLASS::台地・段丘,B_830305_45_LF_CLASS::台地・段丘,22063,2206300.0,2.2063,36370,3637000.0,33064,3306400.0,0.9091009073412153,0.6672816356157755,0.6066263403904317,10.0
207006,207,6,830305,,45,B_830305_45,扇状地,LF_CLASS::扇状地,B_830305_45_LF_CLASS::扇状地,355,35500.0,0.0355,36370,3637000.0,33064,3306400.0,0.9091009073412153,0.010736752963948706,0.009760791861424251,10.0
207010,207,10,830305,,45,B_830305_45,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_45_LF_CLASS::凹地・浅い谷,794,79400.0,0.0794,36370,3637000.0,33064,3306400.0,0.9091009073412153,0.0240140333897895,0.021831179543579875,10.0
207011,207,11,830305,,45,B_830305_45,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_45_LF_CLASS::氾濫平野・海岸平野,667,66700.0,0.0667,36370,3637000.0,33064,3306400.0,0.9091009073412153,0.02017299782240503,0.018339290624140775,10.0
207013,207,13,830305,,45,B_830305_45,旧河道,LF_CLASS::旧河道,B_830305_45_LF_CLASS::旧河道,778,77800.0,0.0778,36370,3637000.0,33064,3306400.0,0.9091009073412153,0.023530123397048148,0.02139125653010723,10.0
207016,207,16,830305,,45,B_830305_45,水部,LF_CLASS::水部,B_830305_45_LF_CLASS::水部,1396,139600.0,0.1396,36370,3637000.0,33064,3306400.0,0.9091009073412153,0.042221146866682796,0.03838328292548804,10.0
208001,208,1,830305,,46,B_830305_46,山地斜面等,LF_CLASS::山地斜面等,B_830305_46_LF_CLASS::山地斜面等,18677,1867700.0,1.8677,405246,40524600.0,56810,5681000.0,0.14018645464730065,0.32876254180602005,0.04608805515662091,10.0
208002,208,2,830305,,46,B_830305_46,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_46_LF_CLASS::崖・段丘崖,4687,468700.0,0.4687,405246,40524600.0,56810,5681000.0,0.14018645464730065,0.08250308044358387,0.011565814344867068,10.0
208004,208,4,830305,,46,B_830305_46,台地・段丘,LF_CLASS::台地・段丘,B_830305_46_LF_CLASS::台地・段丘,26632,2663200.0,2.6632,405246,40524600.0,56810,5681000.0,0.14018645464730065,0.46879070586164406,0.06571810702634942,10.0
208005,208,5,830305,,46,B_830305_46,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_46_LF_CLASS::山麓堆積地形,1461,146100.0,0.1461,405246,40524600.0,56810,5681000.0,0.14018645464730065,0.025717303291674,0.003605217571549133,10.0
208007,208,7,830305,,46,B_830305_46,自然堤防,LF_CLASS::自然堤防,B_830305_46_LF_CLASS::自然堤防,56,5600.0,0.0056,405246,40524600.0,56810,5681000.0,0.14018645464730065,0.0009857419468403451,0.00013818766872467588,10.0
208010,208,10,830305,,46,B_830305_46,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_46_LF_CLASS::凹地・浅い谷,826,82600.0,0.0826,405246,40524600.0,56810,5681000.0,0.14018645464730065,0.014539693715895089,0.002038268113688969,10.0
208011,208,11,830305,,46,B_830305_46,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_46_LF_CLASS::氾濫平野・海岸平野,2396,239600.0,0.2396,405246,40524600.0,56810,5681000.0,0.14018645464730065,0.04217567329695476,0.005912458111862918,10.0
208013,208,13,830305,,46,B_830305_46,旧河道,LF_CLASS::旧河道,B_830305_46_LF_CLASS::旧河道,26,2600.0,0.0026,405246,40524600.0,56810,5681000.0,0.14018645464730065,0.0004576659038901602,6.41585604793138e-05,10.0
208016,208,16,830305,,46,B_830305_46,水部,LF_CLASS::水部,B_830305_46_LF_CLASS::水部,2049,204900.0,0.2049,405246,40524600.0,56810,5681000.0,0.14018645464730065,0.036067593733497626,0.00505618809315823,10.0
209002,209,2,830305,,47,B_830305_47,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_47_LF_CLASS::崖・段丘崖,104,10400.0,0.0104,17317,1731700.0,15357,1535700.0,0.8868164231679853,0.006772156020056001,0.0060056591788416,10.0
209004,209,4,830305,,47,B_830305_47,台地・段丘,LF_CLASS::台地・段丘,B_830305_47_LF_CLASS::台地・段丘,8009,800900.0,0.8009,17317,1731700.0,15357,1535700.0,0.8868164231679853,0.5215211304291203,0.46249350349367674,10.0
209010,209,10,830305,,47,B_830305_47,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_47_LF_CLASS::凹地・浅い谷,1452,145200.0,0.1452,17317,1731700.0,15357,1535700.0,0.8868164231679853,0.09454971674155109,0.0838482416122885,10.0
209011,209,11,830305,,47,B_830305_47,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_47_LF_CLASS::氾濫平野・海岸平野,4361,436100.0,0.4361,17317,1731700.0,15357,1535700.0,0.8868164231679853,0.2839747346486944,0.2518334584512329,10.0
209013,209,13,830305,,47,B_830305_47,旧河道,LF_CLASS::旧河道,B_830305_47_LF_CLASS::旧河道,1008,100800.0,0.1008,17317,1731700.0,15357,1535700.0,0.8868164231679853,0.06563781988669662,0.05820869665646475,10.0
209016,209,16,830305,,47,B_830305_47,水部,LF_CLASS::水部,B_830305_47_LF_CLASS::水部,423,42300.0,0.0423,17317,1731700.0,15357,1535700.0,0.8868164231679853,0.027544442273881618,0.024426863775480742,10.0
210001,210,1,830305,,48,B_830305_48,山地斜面等,LF_CLASS::山地斜面等,B_830305_48_LF_CLASS::山地斜面等,38314,3831400.0,3.8314,96024,9602400.0,93229,9322900.0,0.9708926934932933,0.410966544744661,0.399004415562776,10.0
210002,210,2,830305,,48,B_830305_48,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_48_LF_CLASS::崖・段丘崖,1221,122100.0,0.1221,96024,9602400.0,93229,9322900.0,0.9708926934932933,0.013096783189780005,0.012715571107223194,10.0
210004,210,4,830305,,48,B_830305_48,台地・段丘,LF_CLASS::台地・段丘,B_830305_48_LF_CLASS::台地・段丘,33499,3349900.0,3.3499,96024,9602400.0,93229,9322900.0,0.9708926934932933,0.3593195250404917,0.34886070149129383,10.0
210005,210,5,830305,,48,B_830305_48,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_48_LF_CLASS::山麓堆積地形,2037,203700.0,0.2037,96024,9602400.0,93229,9322900.0,0.9708926934932933,0.021849424535284087,0.021213446638340416,10.0
210006,210,6,830305,,48,B_830305_48,扇状地,LF_CLASS::扇状地,B_830305_48_LF_CLASS::扇状地,339,33900.0,0.0339,96024,9602400.0,93229,9322900.0,0.9708926934932933,0.0036362076178013277,0.003530367408147963,10.0
210007,210,7,830305,,48,B_830305_48,自然堤防,LF_CLASS::自然堤防,B_830305_48_LF_CLASS::自然堤防,171,17100.0,0.0171,96024,9602400.0,93229,9322900.0,0.9708926934932933,0.001834193223138723,0.0017808047988003,10.0
210011,210,11,830305,,48,B_830305_48,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_48_LF_CLASS::氾濫平野・海岸平野,15223,1522300.0,1.5223,96024,9602400.0,93229,9322900.0,0.9708926934932933,0.16328610196398116,0.15853328334583022,10.0
210013,210,13,830305,,48,B_830305_48,旧河道,LF_CLASS::旧河道,B_830305_48_LF_CLASS::旧河道,1538,153800.0,0.1538,96024,9602400.0,93229,9322900.0,0.9708926934932933,0.0164970127320898,0.01601682912605182,10.0
210016,210,16,830305,,48,B_830305_48,水部,LF_CLASS::水部,B_830305_48_LF_CLASS::水部,887,88700.0,0.0887,96024,9602400.0,93229,9322900.0,0.9708926934932933,0.009514206952772206,0.009237274014829626,10.0
211001,211,1,830305,,49,B_830305_49,山地斜面等,LF_CLASS::山地斜面等,B_830305_49_LF_CLASS::山地斜面等,5820,582000.0,0.582,49028,4902800.0,44442,4444200.0,0.9064616137717223,0.13095720264614555,0.11870767724565555,10.0
211002,211,2,830305,,49,B_830305_49,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_49_LF_CLASS::崖・段丘崖,576,57600.0,0.0576,49028,4902800.0,44442,4444200.0,0.9064616137717223,0.012960712839206157,0.011748388675858692,10.0
211004,211,4,830305,,49,B_830305_49,台地・段丘,LF_CLASS::台地・段丘,B_830305_49_LF_CLASS::台地・段丘,17772,1777200.0,1.7772,49028,4902800.0,44442,4444200.0,0.9064616137717223,0.3998919940596733,0.36248674226972344,10.0
211005,211,5,830305,,49,B_830305_49,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_49_LF_CLASS::山麓堆積地形,210,21000.0,0.021,49028,4902800.0,44442,4444200.0,0.9064616137717223,0.004725259889293911,0.004283266704740148,10.0
211010,211,10,830305,,49,B_830305_49,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_49_LF_CLASS::凹地・浅い谷,183,18300.0,0.0183,49028,4902800.0,44442,4444200.0,0.9064616137717223,0.0041177264749561225,0.0037325609855592724,10.0
211011,211,11,830305,,49,B_830305_49,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_49_LF_CLASS::氾濫平野・海岸平野,15217,1521700.0,1.5217,49028,4902800.0,44442,4444200.0,0.9064616137717223,0.342401332073264,0.3103736640287183,10.0
211013,211,13,830305,,49,B_830305_49,旧河道,LF_CLASS::旧河道,B_830305_49_LF_CLASS::旧河道,2136,213600.0,0.2136,49028,4902800.0,44442,4444200.0,0.9064616137717223,0.0480626434453895,0.04356694133964265,10.0
211015,211,15,830305,,49,B_830305_49,河川敷・浜,LF_CLASS::河川敷・浜,B_830305_49_LF_CLASS::河川敷・浜,1755,175500.0,0.1755,49028,4902800.0,44442,4444200.0,0.9064616137717223,0.03948967193195626,0.035795871746756955,10.0
211016,211,16,830305,,49,B_830305_49,水部,LF_CLASS::水部,B_830305_49_LF_CLASS::水部,773,77300.0,0.0773,49028,4902800.0,44442,4444200.0,0.9064616137717223,0.017393456640115205,0.015766500775067308,10.0
212001,212,1,830305,,5,B_830305_5,山地斜面等,LF_CLASS::山地斜面等,B_830305_5_LF_CLASS::山地斜面等,7651,765100.0,0.7651,49136,4913600.0,49135,4913500.0,0.9999796483230218,0.1557138495980462,0.15571068056007814,10.0
212004,212,4,830305,,5,B_830305_5,台地・段丘,LF_CLASS::台地・段丘,B_830305_5_LF_CLASS::台地・段丘,33250,3325000.0,3.325,49136,4913600.0,49135,4913500.0,0.9999796483230218,0.6767070316475018,0.6766932595245848,10.0
212010,212,10,830305,,5,B_830305_5,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_5_LF_CLASS::凹地・浅い谷,6995,699500.0,0.6995,49136,4913600.0,49135,4913500.0,0.9999796483230218,0.14236287778569248,0.1423599804623901,10.0
212011,212,11,830305,,5,B_830305_5,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_5_LF_CLASS::氾濫平野・海岸平野,1045,104500.0,0.1045,49136,4913600.0,49135,4913500.0,0.9999796483230218,0.021267935280350057,0.021267502442201238,10.0
212016,212,16,830305,,5,B_830305_5,水部,LF_CLASS::水部,B_830305_5_LF_CLASS::水部,194,19400.0,0.0194,49136,4913600.0,49135,4913500.0,0.9999796483230218,0.003948305688409484,0.003948225333767503,10.0
213001,213,1,830305,,50,B_830305_50,山地斜面等,LF_CLASS::山地斜面等,B_830305_50_LF_CLASS::山地斜面等,52,5200.0,0.0052,18139,1813900.0,16881,1688100.0,0.9306466729147141,0.0030803862330430662,0.002866751199073819,10.0
