landscape_unit_id,watersystem_code,watersystem_name,unit_basin_code,gsi_landform_class,available_area_m2,available_area_km2,available_share_known,available_share_basin,landform_coverage_ratio,resolution_m,source,selection_inference_ready
B_830304_77_LF_CLASS::水部,830304,,77,水部,2300.0,0.0023,0.0026091888825865,0.0026091888825865,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_79_LF_CLASS::山地斜面等,830304,,79,山地斜面等,163700.0,0.1637,0.09430266720433204,0.09430266720433204,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_79_LF_CLASS::台地・段丘,830304,,79,台地・段丘,1042900.0,1.0429,0.6007834552681606,0.6007834552681606,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_79_LF_CLASS::凹地・浅い谷,830304,,79,凹地・浅い谷,399000.0,0.399,0.22985194999711964,0.22985194999711964,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_79_LF_CLASS::氾濫平野・海岸平野,830304,,79,氾濫平野・海岸平野,114900.0,0.1149,0.06619044875856904,0.06619044875856904,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_79_LF_CLASS::水部,830304,,79,水部,15400.0,0.0154,0.008871478771818653,0.008871478771818653,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_8_LF_CLASS::水部,830304,,8,水部,368600.0,0.3686,0.3835188846113828,0.3835188846113828,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_8_LF_CLASS::旧水部,830304,,8,旧水部,592500.0,0.5925,0.6164811153886172,0.6164811153886172,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_80_LF_CLASS::山地斜面等,830304,,80,山地斜面等,786800.0,0.7868,0.14237116386797916,0.14237116386797916,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_80_LF_CLASS::崖・段丘崖,830304,,80,崖・段丘崖,27600.0,0.0276,0.004994209612044007,0.004994209612044007,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_80_LF_CLASS::台地・段丘,830304,,80,台地・段丘,3854600.0,3.8546,0.697488419224088,0.697488419224088,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_80_LF_CLASS::凹地・浅い谷,830304,,80,凹地・浅い谷,523800.0,0.5238,0.09478141285466127,0.09478141285466127,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_80_LF_CLASS::氾濫平野・海岸平野,830304,,80,氾濫平野・海岸平野,297600.0,0.2976,0.05385060799073538,0.05385060799073538,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_80_LF_CLASS::旧河道,830304,,80,旧河道,1600.0,0.0016,0.00028951939779965256,0.00028951939779965256,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_80_LF_CLASS::水部,830304,,80,水部,34400.0,0.0344,0.006224667052692531,0.006224667052692531,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_82_LF_CLASS::山地斜面等,830304,,82,山地斜面等,585700.0,0.5857,0.09127602543323775,0.0912746030014493,0.999984416151101,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_82_LF_CLASS::崖・段丘崖,830304,,82,崖・段丘崖,5800.0,0.0058,0.0009038773220296721,0.0009038632361420624,0.999984416151101,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_82_LF_CLASS::台地・段丘,830304,,82,台地・段丘,4197400.0,4.1974,0.6541266674978182,0.6541164736866711,0.999984416151101,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_82_LF_CLASS::凹地・浅い谷,830304,,82,凹地・浅い谷,1129600.0,1.1296,0.1760379005111582,0.17603515716311616,0.999984416151101,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_82_LF_CLASS::氾濫平野・海岸平野,830304,,82,氾濫平野・海岸平野,400900.0,0.4009,0.0624766238623613,0.06247565023609531,0.999984416151101,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_82_LF_CLASS::旧河道,830304,,82,旧河道,48100.0,0.0481,0.0074959481361426255,0.007495831320419517,0.999984416151101,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_82_LF_CLASS::水部,830304,,82,水部,49300.0,0.0493,0.007682957237252213,0.00768283750720753,0.999984416151101,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_83_LF_CLASS::山地斜面等,830304,,83,山地斜面等,237900.0,0.2379,0.10130301481859989,0.10130301481859989,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_83_LF_CLASS::崖・段丘崖,830304,,83,崖・段丘崖,19900.0,0.0199,0.008473854539260773,0.008473854539260773,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_83_LF_CLASS::台地・段丘,830304,,83,台地・段丘,1460400.0,1.4604,0.6218702095043434,0.6218702095043434,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_83_LF_CLASS::山麓堆積地形,830304,,83,山麓堆積地形,46200.0,0.0462,0.019672968829841594,0.019672968829841594,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_83_LF_CLASS::凹地・浅い谷,830304,,83,凹地・浅い谷,47700.0,0.0477,0.02031170158405723,0.02031170158405723,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_83_LF_CLASS::氾濫平野・海岸平野,830304,,83,氾濫平野・海岸平野,521000.0,0.521,0.22185317663089762,0.22185317663089762,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_83_LF_CLASS::旧河道,830304,,83,旧河道,2000.0,0.002,0.000851643672287515,0.000851643672287515,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_83_LF_CLASS::水部,830304,,83,水部,13300.0,0.0133,0.0056634304207119745,0.0056634304207119745,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_86_LF_CLASS::山地斜面等,830304,,86,山地斜面等,4467800.0,4.4678,0.5355597377222109,0.5355533179900268,0.9999880130418105,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_86_LF_CLASS::台地・段丘,830304,,86,台地・段丘,1252000.0,1.252,0.1500785155173034,0.15007671653241272,0.9999880130418105,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_86_LF_CLASS::山麓堆積地形,830304,,86,山麓堆積地形,309500.0,0.3095,0.037100080313582584,0.03709963559647104,0.9999880130418105,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_86_LF_CLASS::氾濫平野・海岸平野,830304,,86,氾濫平野・海岸平野,1086800.0,1.0868,0.1302758232142215,0.13027426160337552,0.9999880130418105,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_86_LF_CLASS::水部,830304,,86,水部,1226200.0,1.2262,0.14698584323268163,0.14698408131952437,0.9999880130418105,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_87_LF_CLASS::山地斜面等,830304,,87,山地斜面等,1323000.0,1.323,0.5093555093555093,0.5093555093555093,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_87_LF_CLASS::台地・段丘,830304,,87,台地・段丘,230800.0,0.2308,0.08885808885808885,0.08885808885808885,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_87_LF_CLASS::山麓堆積地形,830304,,87,山麓堆積地形,407600.0,0.4076,0.15692615692615694,0.15692615692615694,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_87_LF_CLASS::氾濫平野・海岸平野,830304,,87,氾濫平野・海岸平野,612100.0,0.6121,0.23565873565873566,0.23565873565873566,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_87_LF_CLASS::水部,830304,,87,水部,23900.0,0.0239,0.009201509201509202,0.009201509201509202,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_88_LF_CLASS::山地斜面等,830304,,88,山地斜面等,1276700.0,1.2767,0.10355847927127017,0.10355763927192499,0.9999918886473508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_88_LF_CLASS::台地・段丘,830304,,88,台地・段丘,8775900.0,8.7759,0.7118499712044645,0.7118441971383148,0.9999918886473508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_88_LF_CLASS::山麓堆積地形,830304,,88,山麓堆積地形,226000.0,0.226,0.01833180568285976,0.018331656987119173,0.9999918886473508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_88_LF_CLASS::凹地・浅い谷,830304,,88,凹地・浅い谷,1260800.0,1.2608,0.10226876373871499,0.10226793420070732,0.9999918886473508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_88_LF_CLASS::氾濫平野・海岸平野,830304,,88,氾濫平野・海岸平野,727300.0,0.7273,0.05899434634134471,0.05899386781739723,0.9999918886473508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_88_LF_CLASS::水部,830304,,88,水部,61600.0,0.0616,0.004996633761345847,0.004996593231887349,0.9999918886473508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_9_LF_CLASS::水部,830304,,9,水部,805300.0,0.8053,0.5864831403393781,0.5861843063036832,0.9994904644052992,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_9_LF_CLASS::旧水部,830304,,9,旧水部,567800.0,0.5678,0.41351685966062196,0.413306158101616,0.9994904644052992,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_96_LF_CLASS::氾濫平野・海岸平野,830304,,96,氾濫平野・海岸平野,100.0,0.0001,0.5,0.5,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_96_LF_CLASS::水部,830304,,96,水部,100.0,0.0001,0.5,0.5,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_98_LF_CLASS::山地斜面等,830304,,98,山地斜面等,1338400.0,1.3384,0.9437980396304915,0.9437980396304915,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_98_LF_CLASS::山麓堆積地形,830304,,98,山麓堆積地形,78000.0,0.078,0.05500317325999577,0.05500317325999577,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_98_LF_CLASS::氾濫平野・海岸平野,830304,,98,氾濫平野・海岸平野,1700.0,0.0017,0.0011987871095127283,0.0011987871095127283,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_1_LF_CLASS::自然堤防,830305,,1,自然堤防,443200.0,0.4432,0.06785473697103313,0.0587206529227834,0.8653876729026445,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_1_LF_CLASS::砂州・砂丘,830305,,1,砂州・砂丘,75900.0,0.0759,0.011620429909976117,0.010056176797922518,0.8653876729026445,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_1_LF_CLASS::氾濫平野・海岸平野,830305,,1,氾濫平野・海岸平野,3445200.0,3.4452,0.5274664706963071,0.4564629816100482,0.8653876729026445,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_1_LF_CLASS::旧河道,830305,,1,旧河道,34200.0,0.0342,0.005236083042439831,0.004531241719222004,0.8653876729026445,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_1_LF_CLASS::水部,830305,,1,水部,1267400.0,1.2674,0.19404127625696613,0.1679209285070751,0.8653876729026445,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_1_LF_CLASS::旧水部,830305,,1,旧水部,1265700.0,1.2657,0.19378100312327762,0.1676956913455933,0.8653876729026445,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_10_LF_CLASS::山地斜面等,830305,,10,山地斜面等,57200.0,0.0572,0.012883173044437937,0.012608561477758674,0.978684477361901,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_10_LF_CLASS::崖・段丘崖,830305,,10,崖・段丘崖,132500.0,0.1325,0.02984301448230816,0.029206895031521404,0.978684477361901,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_10_LF_CLASS::台地・段丘,830305,,10,台地・段丘,2998500.0,2.9985,0.6753530484920831,0.660957545298241,0.978684477361901,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_10_LF_CLASS::山麓堆積地形,830305,,10,山麓堆積地形,6600.0,0.0066,0.0014865199666659159,0.0014548340166644625,0.978684477361901,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_10_LF_CLASS::自然堤防,830305,,10,自然堤防,2600.0,0.0026,0.000585598774747179,0.0005731164308072124,0.978684477361901,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_10_LF_CLASS::凹地・浅い谷,830305,,10,凹地・浅い谷,134600.0,0.1346,0.030315998108065498,0.02966979676409646,0.978684477361901,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_10_LF_CLASS::氾濫平野・海岸平野,830305,,10,氾濫平野・海岸平野,808000.0,0.808,0.18198608076758485,0.17810695234316448,0.978684477361901,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_10_LF_CLASS::旧河道,830305,,10,旧河道,248400.0,0.2484,0.05594720601815356,0.05475466208173522,0.978684477361901,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_10_LF_CLASS::水部,830305,,10,水部,48200.0,0.0482,0.01085610036262078,0.010624696909579862,0.978684477361901,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_10_LF_CLASS::旧水部,830305,,10,旧水部,3300.0,0.0033,0.0007432599833329579,0.0007274170083322312,0.978684477361901,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_11_LF_CLASS::山地斜面等,830305,,11,山地斜面等,23800.0,0.0238,0.8880597014925373,0.8880597014925373,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_11_LF_CLASS::山麓堆積地形,830305,,11,山麓堆積地形,300.0,0.0003,0.011194029850746268,0.011194029850746268,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_11_LF_CLASS::氾濫平野・海岸平野,830305,,11,氾濫平野・海岸平野,2700.0,0.0027,0.10074626865671642,0.10074626865671642,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_12_LF_CLASS::台地・段丘,830305,,12,台地・段丘,4229100.0,4.2291,0.764686737184703,0.7628797171513096,0.9976369146403059,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_12_LF_CLASS::自然堤防,830305,,12,自然堤防,59300.0,0.0593,0.010722357833830576,0.01069701998701205,0.9976369146403059,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_12_LF_CLASS::凹地・浅い谷,830305,,12,凹地・浅い谷,152200.0,0.1522,0.027520115721905797,0.02745508333934627,0.9976369146403059,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_12_LF_CLASS::氾濫平野・海岸平野,830305,,12,氾濫平野・海岸平野,365300.0,0.3653,0.06605189404213001,0.06589580777833899,0.9976369146403059,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_12_LF_CLASS::旧河道,830305,,12,旧河道,722600.0,0.7226,0.1306572642618208,0.13034850999350603,0.9976369146403059,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_12_LF_CLASS::水部,830305,,12,水部,2000.0,0.002,0.0003616309556098002,0.0003607763907929865,0.9976369146403059,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_13_LF_CLASS::崖・段丘崖,830305,,13,崖・段丘崖,45800.0,0.0458,0.01132766125840918,0.00891848736223079,0.7873193908945749,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_13_LF_CLASS::台地・段丘,830305,,13,台地・段丘,1106100.0,1.1061,0.2735704392560348,0.21538731160182265,0.7873193908945749,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_13_LF_CLASS::自然堤防,830305,,13,自然堤防,152700.0,0.1527,0.037767115156311835,0.0297347821007127,0.7873193908945749,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_13_LF_CLASS::凹地・浅い谷,830305,,13,凹地・浅い谷,5400.0,0.0054,0.001335575781559161,0.0010515247108307045,0.7873193908945749,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_13_LF_CLASS::氾濫平野・海岸平野,830305,,13,氾濫平野・海岸平野,1683500.0,1.6835,0.4163781163434903,0.32782256494138723,0.7873193908945749,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_13_LF_CLASS::旧河道,830305,,13,旧河道,628700.0,0.6287,0.1554956470122675,0.12242473809245628,0.7873193908945749,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_13_LF_CLASS::水部,830305,,13,水部,421000.0,0.421,0.10412544519192718,0.08197998208513456,0.7873193908945749,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_14_LF_CLASS::山地斜面等,830305,,14,山地斜面等,1602900.0,1.6029,0.06989491126324511,0.06989308263857397,0.9999738375135173,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_14_LF_CLASS::崖・段丘崖,830305,,14,崖・段丘崖,106300.0,0.1063,0.0046352417913051065,0.004635120521854397,0.9999738375135173,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_14_LF_CLASS::台地・段丘,830305,,14,台地・段丘,15989500.0,15.9895,0.6972267038765099,0.6972084626922943,0.9999738375135173,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_14_LF_CLASS::凹地・浅い谷,830305,,14,凹地・浅い谷,1544900.0,1.5449,0.06736580473553394,0.06736404227857816,0.9999738375135173,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_14_LF_CLASS::氾濫平野・海岸平野,830305,,14,氾濫平野・海岸平野,3494900.0,3.4949,0.15239611040858153,0.15239212334740293,0.9999738375135173,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_14_LF_CLASS::水部,830305,,14,水部,194500.0,0.1945,0.008481227924824489,0.008481006034813549,0.9999738375135173,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_16_LF_CLASS::山地斜面等,830305,,16,山地斜面等,244900.0,0.2449,0.0296690250048459,0.029668306156567247,0.9999757710852131,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_16_LF_CLASS::崖・段丘崖,830305,,16,崖・段丘崖,115700.0,0.1157,0.014016766815274279,0.014016427204225523,0.9999757710852131,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_16_LF_CLASS::台地・段丘,830305,,16,台地・段丘,4802400.0,4.8024,0.5817987982167087,0.5817847018632035,0.9999757710852131,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_16_LF_CLASS::凹地・浅い谷,830305,,16,凹地・浅い谷,2404200.0,2.4042,0.291262841635976,0.29125578465340535,0.9999757710852131,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_16_LF_CLASS::氾濫平野・海岸平野,830305,,16,氾濫平野・海岸平野,676500.0,0.6765,0.08195628997867804,0.0819543042667119,0.9999757710852131,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_16_LF_CLASS::水部,830305,,16,水部,10700.0,0.0107,0.0012962783485171545,0.0012962469410995082,0.9999757710852131,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_17_LF_CLASS::山地斜面等,830305,,17,山地斜面等,7298200.0,7.2982,0.5679533073929961,0.5651342331250339,0.9950364330460505,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_17_LF_CLASS::台地・段丘,830305,,17,台地・段丘,441800.0,0.4418,0.034381322957198444,0.03421066895873503,0.9950364330460505,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_17_LF_CLASS::山麓堆積地形,830305,,17,山麓堆積地形,275900.0,0.2759,0.021470817120622567,0.021364245282288353,0.9950364330460505,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_17_LF_CLASS::扇状地,830305,,17,扇状地,188500.0,0.1885,0.014669260700389104,0.014596448842737782,0.9950364330460505,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_17_LF_CLASS::自然堤防,830305,,17,自然堤防,193000.0,0.193,0.015019455252918288,0.014944905181158579,0.9950364330460505,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_17_LF_CLASS::氾濫平野・海岸平野,830305,,17,氾濫平野・海岸平野,3915500.0,3.9155,0.3047081712062257,0.3031957317970281,0.9950364330460505,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_17_LF_CLASS::旧河道,830305,,17,旧河道,466200.0,0.4662,0.036280155642023346,0.03610007666039445,0.9950364330460505,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_17_LF_CLASS::水部,830305,,17,水部,70900.0,0.0709,0.005517509727626459,0.005490123198674317,0.9950364330460505,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_18_LF_CLASS::山地斜面等,830305,,18,山地斜面等,995500.0,0.9955,0.03317293914573434,0.033038843457943924,0.9959576784197112,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_18_LF_CLASS::崖・段丘崖,830305,,18,崖・段丘崖,923400.0,0.9234,0.03077035862096543,0.030645974936278676,0.9959576784197112,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_18_LF_CLASS::台地・段丘,830305,,18,台地・段丘,22617300.0,22.6173,0.7536738488606903,0.7506272567969414,0.9959576784197112,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_18_LF_CLASS::凹地・浅い谷,830305,,18,凹地・浅い谷,3755200.0,3.7552,0.12513412464094584,0.12462829226847918,0.9959576784197112,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_18_LF_CLASS::氾濫平野・海岸平野,830305,,18,氾濫平野・海岸平野,1593200.0,1.5932,0.05309003179003912,0.05287542480883602,0.9959576784197112,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_18_LF_CLASS::旧河道,830305,,18,旧河道,8700.0,0.0087,0.0002899091617959706,0.0002887372557349193,0.9959576784197112,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_18_LF_CLASS::水部,830305,,18,水部,116100.0,0.1161,0.003868787779828987,0.003853148895497026,0.9959576784197112,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_19_LF_CLASS::山地斜面等,830305,,19,山地斜面等,2143100.0,2.1431,0.07877682900381185,0.07394130514287292,0.938617434566896,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_19_LF_CLASS::崖・段丘崖,830305,,19,崖・段丘崖,271300.0,0.2713,0.009972541509371543,0.009360401327638199,0.938617434566896,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_19_LF_CLASS::台地・段丘,830305,,19,台地・段丘,13596900.0,13.5969,0.49979966696931044,0.46912068120812317,0.938617434566896,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_19_LF_CLASS::山麓堆積地形,830305,,19,山麓堆積地形,4900.0,0.0049,0.00018011593584932016,0.0001690599576315045,0.938617434566896,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_19_LF_CLASS::自然堤防,830305,,19,自然堤防,832600.0,0.8326,0.030605005752682442,0.028726391984487887,0.938617434566896,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_19_LF_CLASS::凹地・浅い谷,830305,,19,凹地・浅い谷,1372200.0,1.3722,0.05043981370866064,0.0473436885432552,0.938617434566896,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_19_LF_CLASS::氾濫平野・海岸平野,830305,,19,氾濫平野・海岸平野,6034100.0,6.0341,0.22180358540987402,0.20818871231515537,0.938617434566896,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_19_LF_CLASS::旧河道,830305,,19,旧河道,2297000.0,2.297,0.0844339397236507,0.07925116789378894,0.938617434566896,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_19_LF_CLASS::水部,830305,,19,水部,652600.0,0.6526,0.02398850198678905,0.02251602619394282,0.938617434566896,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_2_LF_CLASS::山地斜面等,830305,,2,山地斜面等,452600.0,0.4526,0.05631945049338626,0.052120039613993877,0.9254358690895691,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_2_LF_CLASS::崖・段丘崖,830305,,2,崖・段丘崖,115400.0,0.1154,0.014359842215945148,0.013289113061102283,0.9254358690895691,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_2_LF_CLASS::台地・段丘,830305,,2,台地・段丘,2021000.0,2.021,0.2514838918407725,0.23273221400769248,0.9254358690895691,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_2_LF_CLASS::自然堤防,830305,,2,自然堤防,813900.0,0.8139,0.10127795129599443,0.09372624887721966,0.9254358690895691,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_2_LF_CLASS::砂州・砂丘,830305,,2,砂州・砂丘,49800.0,0.0498,0.006196881649515324,0.005734816554964417,0.9254358690895691,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_2_LF_CLASS::凹地・浅い谷,830305,,2,凹地・浅い谷,37900.0,0.0379,0.004716100693105036,0.004364448743637578,0.9254358690895691,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_2_LF_CLASS::氾濫平野・海岸平野,830305,,2,氾濫平野・海岸平野,3835800.0,3.8358,0.4773092094620659,0.4417190630829821,0.9254358690895691,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_2_LF_CLASS::旧河道,830305,,2,旧河道,280800.0,0.2808,0.03494145315630327,0.032336074068955986,0.9254358690895691,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_2_LF_CLASS::落堀,830305,,2,落堀,1500.0,0.0015,0.00018665306173238928,0.00017273543840254265,0.9254358690895691,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_2_LF_CLASS::水部,830305,,2,水部,427600.0,0.4276,0.053208566131179774,0.049241115640618165,0.9254358690895691,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_20_LF_CLASS::山地斜面等,830305,,20,山地斜面等,442000.0,0.442,0.02817799311487951,0.026359261225049647,0.9354555918011963,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_20_LF_CLASS::崖・段丘崖,830305,,20,崖・段丘崖,51600.0,0.0516,0.003289557567257427,0.0030772350208429,0.9354555918011963,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_20_LF_CLASS::台地・段丘,830305,,20,台地・段丘,8068200.0,8.0682,0.5143567512431467,0.4811578991310986,0.9354555918011963,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_20_LF_CLASS::山麓堆積地形,830305,,20,山麓堆積地形,100.0,0.0001,6.375111564452378e-06,5.96363376132345e-06,0.9354555918011963,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_20_LF_CLASS::扇状地,830305,,20,扇状地,35700.0,0.0357,0.002275914828509499,0.0021290172527924714,0.9354555918011963,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_20_LF_CLASS::自然堤防,830305,,20,自然堤防,346200.0,0.3462,0.02207063623613413,0.02064610008170178,0.9354555918011963,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_20_LF_CLASS::凹地・浅い谷,830305,,20,凹地・浅い谷,1630500.0,1.6305,0.10394619405839602,0.09723704847837884,0.9354555918011963,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830305_20_LF_CLASS::氾濫平野・海岸平野,830305,,20,氾濫平野・海岸平野,2951500.0,2.9515,0.18816141782481194,0.1760166504654616,0.9354555918011963,10.0,GSI_natural_landform_GeoJSON_rasterized,True
