activity_domain,phase_code,phase_order,scheme,group_id,group_label,presence_count,phase_domain_total,phase_domain_share
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_52_LF_CLASS::台地・段丘,荒川 / basin 52 / 台地・段丘,7,782,0.008951406649616368
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_52_LF_CLASS::山地斜面等,荒川 / basin 52 / 山地斜面等,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_52_LF_CLASS::後背低地・湿地,荒川 / basin 52 / 後背低地・湿地,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_53_LF_CLASS::台地・段丘,荒川 / basin 53 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_54_LF_CLASS::台地・段丘,荒川 / basin 54 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_55_LF_CLASS::台地・段丘,荒川 / basin 55 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_55_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 55 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_56_LF_CLASS::台地・段丘,荒川 / basin 56 / 台地・段丘,7,782,0.008951406649616368
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_56_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 56 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_57_LF_CLASS::台地・段丘,荒川 / basin 57 / 台地・段丘,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_57_LF_CLASS::山地斜面等,荒川 / basin 57 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_57_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 57 / 氾濫平野・海岸平野,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_61_LF_CLASS::台地・段丘,荒川 / basin 61 / 台地・段丘,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_61_LF_CLASS::山地斜面等,荒川 / basin 61 / 山地斜面等,4,782,0.005115089514066497
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_61_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 61 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_67_LF_CLASS::台地・段丘,荒川 / basin 67 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_68_LF_CLASS::台地・段丘,荒川 / basin 68 / 台地・段丘,15,782,0.01918158567774936
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_69_LF_CLASS::台地・段丘,荒川 / basin 69 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_69_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 69 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_70_LF_CLASS::台地・段丘,荒川 / basin 70 / 台地・段丘,5,782,0.00639386189258312
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_70_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 70 / 氾濫平野・海岸平野,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_79_LF_CLASS::台地・段丘,荒川 / basin 79 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_82_LF_CLASS::台地・段丘,荒川 / basin 82 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_83_LF_CLASS::台地・段丘,荒川 / basin 83 / 台地・段丘,9,782,0.011508951406649617
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_86_LF_CLASS::台地・段丘,荒川 / basin 86 / 台地・段丘,11,782,0.014066496163682864
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_86_LF_CLASS::山地斜面等,荒川 / basin 86 / 山地斜面等,14,782,0.017902813299232736
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_86_LF_CLASS::山麓堆積地形,荒川 / basin 86 / 山麓堆積地形,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_86_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 86 / 氾濫平野・海岸平野,4,782,0.005115089514066497
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_87_LF_CLASS::山地斜面等,荒川 / basin 87 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830304_98_LF_CLASS::山麓堆積地形,荒川 / basin 98 / 山麓堆積地形,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_10_LF_CLASS::台地・段丘,多摩川 / basin 10 / 台地・段丘,7,782,0.008951406649616368
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_10_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 10 / 氾濫平野・海岸平野,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_12_LF_CLASS::台地・段丘,多摩川 / basin 12 / 台地・段丘,10,782,0.01278772378516624
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_12_LF_CLASS::旧河道,多摩川 / basin 12 / 旧河道,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_12_LF_CLASS::自然堤防,多摩川 / basin 12 / 自然堤防,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_13_LF_CLASS::台地・段丘,多摩川 / basin 13 / 台地・段丘,5,782,0.00639386189258312
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_13_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 13 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_14_LF_CLASS::凹地・浅い谷,多摩川 / basin 14 / 凹地・浅い谷,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_14_LF_CLASS::台地・段丘,多摩川 / basin 14 / 台地・段丘,10,782,0.01278772378516624
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_16_LF_CLASS::崖・段丘崖,多摩川 / basin 16 / 崖・段丘崖,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_17_LF_CLASS::台地・段丘,多摩川 / basin 17 / 台地・段丘,7,782,0.008951406649616368
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_17_LF_CLASS::山地斜面等,多摩川 / basin 17 / 山地斜面等,19,782,0.024296675191815855
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_17_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 17 / 氾濫平野・海岸平野,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_18_LF_CLASS::凹地・浅い谷,多摩川 / basin 18 / 凹地・浅い谷,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_18_LF_CLASS::台地・段丘,多摩川 / basin 18 / 台地・段丘,13,782,0.016624040920716114
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_18_LF_CLASS::崖・段丘崖,多摩川 / basin 18 / 崖・段丘崖,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_18_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 18 / 氾濫平野・海岸平野,5,782,0.00639386189258312
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_19_LF_CLASS::台地・段丘,多摩川 / basin 19 / 台地・段丘,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_19_LF_CLASS::山地斜面等,多摩川 / basin 19 / 山地斜面等,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_19_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 19 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_20_LF_CLASS::台地・段丘,多摩川 / basin 20 / 台地・段丘,7,782,0.008951406649616368
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_20_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 20 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_22_LF_CLASS::台地・段丘,多摩川 / basin 22 / 台地・段丘,7,782,0.008951406649616368
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_22_LF_CLASS::山地斜面等,多摩川 / basin 22 / 山地斜面等,37,782,0.04731457800511509
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_22_LF_CLASS::山麓堆積地形,多摩川 / basin 22 / 山麓堆積地形,10,782,0.01278772378516624
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_22_LF_CLASS::旧河道,多摩川 / basin 22 / 旧河道,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_22_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 22 / 氾濫平野・海岸平野,8,782,0.010230179028132993
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_23_LF_CLASS::台地・段丘,多摩川 / basin 23 / 台地・段丘,9,782,0.011508951406649617
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_23_LF_CLASS::山地斜面等,多摩川 / basin 23 / 山地斜面等,27,782,0.034526854219948847
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_23_LF_CLASS::山麓堆積地形,多摩川 / basin 23 / 山麓堆積地形,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_23_LF_CLASS::崖・段丘崖,多摩川 / basin 23 / 崖・段丘崖,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_23_LF_CLASS::旧河道,多摩川 / basin 23 / 旧河道,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_23_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 23 / 氾濫平野・海岸平野,16,782,0.020460358056265986
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_25_LF_CLASS::台地・段丘,多摩川 / basin 25 / 台地・段丘,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_25_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 25 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_26_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 26 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_27_LF_CLASS::凹地・浅い谷,多摩川 / basin 27 / 凹地・浅い谷,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_27_LF_CLASS::台地・段丘,多摩川 / basin 27 / 台地・段丘,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_28_LF_CLASS::台地・段丘,多摩川 / basin 28 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_28_LF_CLASS::山地斜面等,多摩川 / basin 28 / 山地斜面等,37,782,0.04731457800511509
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_28_LF_CLASS::山麓堆積地形,多摩川 / basin 28 / 山麓堆積地形,5,782,0.00639386189258312
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_28_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 28 / 氾濫平野・海岸平野,7,782,0.008951406649616368
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_2_LF_CLASS::台地・段丘,多摩川 / basin 2 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_2_LF_CLASS::山地斜面等,多摩川 / basin 2 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_2_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 2 / 氾濫平野・海岸平野,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_30_LF_CLASS::台地・段丘,多摩川 / basin 30 / 台地・段丘,6,782,0.0076726342710997444
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_30_LF_CLASS::山地斜面等,多摩川 / basin 30 / 山地斜面等,29,782,0.0370843989769821
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_30_LF_CLASS::山麓堆積地形,多摩川 / basin 30 / 山麓堆積地形,5,782,0.00639386189258312
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_30_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 30 / 氾濫平野・海岸平野,6,782,0.0076726342710997444
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_33_LF_CLASS::凹地・浅い谷,多摩川 / basin 33 / 凹地・浅い谷,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_33_LF_CLASS::台地・段丘,多摩川 / basin 33 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_34_LF_CLASS::台地・段丘,多摩川 / basin 34 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_34_LF_CLASS::山地斜面等,多摩川 / basin 34 / 山地斜面等,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_34_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 34 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_35_LF_CLASS::台地・段丘,多摩川 / basin 35 / 台地・段丘,9,782,0.011508951406649617
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_35_LF_CLASS::山地斜面等,多摩川 / basin 35 / 山地斜面等,7,782,0.008951406649616368
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_35_LF_CLASS::扇状地,多摩川 / basin 35 / 扇状地,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_35_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 35 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_36_LF_CLASS::台地・段丘,多摩川 / basin 36 / 台地・段丘,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_36_LF_CLASS::山地斜面等,多摩川 / basin 36 / 山地斜面等,3,782,0.0038363171355498722
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_37_LF_CLASS::崖・段丘崖,多摩川 / basin 37 / 崖・段丘崖,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_38_LF_CLASS::台地・段丘,多摩川 / basin 38 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_39_LF_CLASS::台地・段丘,多摩川 / basin 39 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_3_LF_CLASS::台地・段丘,多摩川 / basin 3 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_3_LF_CLASS::山地斜面等,多摩川 / basin 3 / 山地斜面等,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_40_LF_CLASS::凹地・浅い谷,多摩川 / basin 40 / 凹地・浅い谷,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_40_LF_CLASS::台地・段丘,多摩川 / basin 40 / 台地・段丘,5,782,0.00639386189258312
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_40_LF_CLASS::山地斜面等,多摩川 / basin 40 / 山地斜面等,8,782,0.010230179028132993
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_40_LF_CLASS::山麓堆積地形,多摩川 / basin 40 / 山麓堆積地形,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_41_LF_CLASS::山地斜面等,多摩川 / basin 41 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_43_LF_CLASS::凹地・浅い谷,多摩川 / basin 43 / 凹地・浅い谷,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_43_LF_CLASS::台地・段丘,多摩川 / basin 43 / 台地・段丘,8,782,0.010230179028132993
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_43_LF_CLASS::山地斜面等,多摩川 / basin 43 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_44_LF_CLASS::台地・段丘,多摩川 / basin 44 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_44_LF_CLASS::山地斜面等,多摩川 / basin 44 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_46_LF_CLASS::台地・段丘,多摩川 / basin 46 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_48_LF_CLASS::台地・段丘,多摩川 / basin 48 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_48_LF_CLASS::山麓堆積地形,多摩川 / basin 48 / 山麓堆積地形,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_52_LF_CLASS::台地・段丘,多摩川 / basin 52 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_56_LF_CLASS::台地・段丘,多摩川 / basin 56 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_5_LF_CLASS::台地・段丘,多摩川 / basin 5 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_72_LF_CLASS::台地・段丘,多摩川 / basin 72 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_72_LF_CLASS::山地斜面等,多摩川 / basin 72 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_73_LF_CLASS::台地・段丘,多摩川 / basin 73 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_73_LF_CLASS::山地斜面等,多摩川 / basin 73 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_74_LF_CLASS::台地・段丘,多摩川 / basin 74 / 台地・段丘,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_75_LF_CLASS::台地・段丘,多摩川 / basin 75 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_75_LF_CLASS::山地斜面等,多摩川 / basin 75 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_8_LF_CLASS::台地・段丘,多摩川 / basin 8 / 台地・段丘,8,782,0.010230179028132993
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_8_LF_CLASS::山地斜面等,多摩川 / basin 8 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_8_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 8 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830305_9_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 9 / 氾濫平野・海岸平野,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830306_16_LF_CLASS::台地・段丘,鶴見川 / basin 16 / 台地・段丘,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830306_16_LF_CLASS::山地斜面等,鶴見川 / basin 16 / 山地斜面等,5,782,0.00639386189258312
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830306_19_LF_CLASS::山地斜面等,鶴見川 / basin 19 / 山地斜面等,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830306_20_LF_CLASS::台地・段丘,鶴見川 / basin 20 / 台地・段丘,5,782,0.00639386189258312
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830306_20_LF_CLASS::山地斜面等,鶴見川 / basin 20 / 山地斜面等,38,782,0.04859335038363171
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830306_20_LF_CLASS::山麓堆積地形,鶴見川 / basin 20 / 山麓堆積地形,5,782,0.00639386189258312
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830306_20_LF_CLASS::氾濫平野・海岸平野,鶴見川 / basin 20 / 氾濫平野・海岸平野,4,782,0.005115089514066497
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830306_21_LF_CLASS::山地斜面等,鶴見川 / basin 21 / 山地斜面等,12,782,0.015345268542199489
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_830306_21_LF_CLASS::氾濫平野・海岸平野,鶴見川 / basin 21 / 氾濫平野・海岸平野,4,782,0.005115089514066497
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_unknown_0_LF_CLASS::凹地・浅い谷,古川・目黒川・立会川・呑川 / basin 0 / 凹地・浅い谷,1,782,0.0012787723785166241
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_unknown_0_LF_CLASS::台地・段丘,古川・目黒川・立会川・呑川 / basin 0 / 台地・段丘,25,782,0.0319693094629156
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_unknown_0_LF_CLASS::山地斜面等,古川・目黒川・立会川・呑川 / basin 0 / 山地斜面等,2,782,0.0025575447570332483
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_unknown_0_LF_CLASS::氾濫平野・海岸平野,古川・目黒川・立会川・呑川 / basin 0 / 氾濫平野・海岸平野,6,782,0.0076726342710997444
general_activity,Me,7,watersystem_x_unit_basin_x_landform,B_unknown_0_LF_CLASS::砂州・砂丘,古川・目黒川・立会川・呑川 / basin 0 / 砂州・砂丘,1,782,0.0012787723785166241
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_120000_6_LF_CLASS::台地・段丘,名称不明 / basin 6 / 台地・段丘,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_130000_1_LF_CLASS::台地・段丘,名称不明 / basin 1 / 台地・段丘,4,1613,0.0024798512089274642
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_130000_4_LF_CLASS::台地・段丘,名称不明 / basin 4 / 台地・段丘,4,1613,0.0024798512089274642
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_130000_4_LF_CLASS::後背低地・湿地,名称不明 / basin 4 / 後背低地・湿地,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::台地・段丘,名称不明 / basin 5 / 台地・段丘,7,1613,0.0043397396156230625
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::山地斜面等,名称不明 / basin 5 / 山地斜面等,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::後背低地・湿地,名称不明 / basin 5 / 後背低地・湿地,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::水部,名称不明 / basin 5 / 水部,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_130000_6_LF_CLASS::台地・段丘,名称不明 / basin 6 / 台地・段丘,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_130000_6_LF_CLASS::山地斜面等,名称不明 / basin 6 / 山地斜面等,2,1613,0.0012399256044637321
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_130000_6_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 6 / 氾濫平野・海岸平野,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::台地・段丘,境川 / basin 17 / 台地・段丘,31,1613,0.019218846869187848
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::山地斜面等,境川 / basin 17 / 山地斜面等,100,1613,0.06199628022318661
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::山麓堆積地形,境川 / basin 17 / 山麓堆積地形,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::氾濫平野・海岸平野,境川 / basin 17 / 氾濫平野・海岸平野,31,1613,0.019218846869187848
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_140013_19_LF_CLASS::台地・段丘,境川 / basin 19 / 台地・段丘,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_140013_19_LF_CLASS::山地斜面等,境川 / basin 19 / 山地斜面等,5,1613,0.0030998140111593306
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_140013_19_LF_CLASS::氾濫平野・海岸平野,境川 / basin 19 / 氾濫平野・海岸平野,3,1613,0.0018598884066955983
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_830303_345_LF_CLASS::自然堤防,利根川 / basin 345 / 自然堤防,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_830303_347_LF_CLASS::自然堤防,利根川 / basin 347 / 自然堤防,5,1613,0.0030998140111593306
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_830303_389_LF_CLASS::自然堤防,利根川 / basin 389 / 自然堤防,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_830303_393_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 393 / 氾濫平野・海岸平野,1,1613,6.199628022318661e-4
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_830303_393_LF_CLASS::自然堤防,利根川 / basin 393 / 自然堤防,2,1613,0.0012399256044637321
general_activity,Na,5,watersystem_x_unit_basin_x_landform,B_830303_427_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 427 / 氾濫平野・海岸平野,2,1613,0.0012399256044637321
