JASID,LGC,市町村番号,遺跡番号,遺跡名,種別,備考,旧石器,縄文,弥生,古墳,奈良,平安,鎌倉,南北朝,室町,戦国,江戸,不明,経度,緯度
11363501900,11363,46,19,大日蔭遺跡,その他,,,1,,,,,,,,,,,139.10773423791100,36.12577992119330
11363502000,11363,46,20,,集落　散布地,,,1,,,,,,,,,,,139.12554382480400,36.12661311432530
11363502100,11363,46,21,辻古墳,古墳,,,,,1,,,,,,,,,139.1064586902280,36.12211278516280
11363502200,11363,46,22,,集落　散布地,,,1,,,,,,,,,,,139.1065269060960,36.12261919046960
11363502300,11363,46,23,,散布地,,,1,,,,,,,,,,,139.1159090076800,36.12169410075420
11363502400,11363,46,24,,古墳,,,,,1,,,,,,,,,139.11133560266400,36.12238957005840
11363502500,11363,46,25,,集落跡,,,,,1,1,1,,,,,,,139.1112532221460,36.12163923999910
11363502600,11363,46,26,,集落跡　その他,,,,,1,1,1,,,,,,,139.10219345102800,36.121696694583400
11363502700,11363,46,27,,集落　散布地,,,1,,,,,,,,,,,139.09864664380700,36.11908936135370
11363502800,11363,46,28,,集落跡　その他,,,1,,,,,,,,,,,139.10053722967100,36.1176529156691
11363502900,11363,46,29,天神山城,城跡,,,,,,,,,,,1,,,139.1170176499380,36.119909151679400
11363503000,11363,46,30,,集落跡　その他,,,,,1,,,,,,,,,139.11886199022200,36.13522625347620
11363503100,11363,46,31,浅間山古墳,古墳,,,,,1,,,,,,,,,139.11060633544200,36.11311105022820
11363503200,11363,46,32,,集落跡　その他,,,1,,,,,,,,,,,139.11161416271200,36.11110055086850
11363503300,11363,46,33,野上駅前遺跡,集落跡　その他,,,1,,,,,,,,,,,139.1104158429620,36.11218128750760
11363503400,11363,46,34,,集落跡　その他,,,1,,,,,,,,,,,139.12018248733500,36.11079179923070
11363503500,11363,46,35,六道古墳,古墳,,,,,1,,,,,,,,,139.1102189335580,36.1099147771381
11363503600,11363,46,36,,古墳群　その他,,,1,,,,,,,,,,,139.0894294305940,36.102982377121500
11363503700,11363,46,37,三軒家遺跡,集落跡　その他,,,1,,,,,,,,,,,139.08651538858900,36.09788552114180
11363503800,11363,46,38,,集落跡　その他,,,1,,,,,,,,,,,139.10682830951500,36.093626420345700
11363503900,11363,46,39,,集落跡,,,1,,,,,,,,,,,139.10593636910200,36.09166098887260
11363504000,11363,46,40,,集落跡,,,,,1,,,,,,,,,139.09224899527700,36.093134477317900
11363504100,11363,46,41,上ノ台遺跡,古墳群,,,,,1,,,,,,,,,139.1157430825440,36.08687523826130
11363504200,11363,46,42,中山城跡,城跡,,,,,,,,,,1,1,,,139.12642782557400,36.13938082557110
11363504300,11363,46,43,野土下郷石塔婆,その他,,,,,,,,,,,,,,139.12815668559000,36.13419410376620
11363504400,11363,46,44,寛保洪水水位磨崖標,その他,,,,,,,,,,,,,,139.12157956936000,36.132086196596600
11363504500,11363,46,45,青石石材採掘遺跡,その他,,,,,,,,,,,,,,139.11328027549800,36.13551020252650
11363504600,11363,46,46,長瀞,,国名勝天然記念物,,,,,,,,,,,,,139.11453052281900,36.100104759490100
11363504700,11363,46,47,城山窯跡群,窯跡,,,,,,,1,,,,,,,139.12436960018700,36.13756201743720
11363504800,11363,46,48,台窯跡群,窯跡,,,,,,,1,,,,,,,139.1260619736090,36.136678125026100
11363504900,11363,46,49,,集落跡,,,1,,,,,,,,,,,139.1210741477480,36.13629745815380
11363505000,11363,46,50,,集落跡,,,1,,,,,,,,,,,139.12159034271700,36.13517674044070
11363505100,11363,46,51,,集落跡,,,1,,,,,,,,,,,139.12307926155300,36.134051298193800
11363505200,11363,46,52,,集落跡,,,1,,,,,,,,,,,139.11592430512900,36.13346922128250
11363505300,11363,46,53,,集落跡,,,1,,,,,,,,,,,139.1123433629450,36.122941556745300
11363505400,11363,46,54,,集落跡,,,1,,,,,,,,,,,139.1077682611430,36.10183242692930
11363505500,11363,46,55,,集落跡,,,1,,,,,,,,,,,139.1188232198870,36.10788308287460
11363505600,11363,46,56,,集落跡,,,1,,,,,,,,,,,139.15477778038900,36.135615171109200
11363505700,11363,46,57,,集落跡,,,1,,,,1,,,,,,,139.1093926444330,36.103640343894200
11363505800,11363,46,58,,集落跡,,,1,,,,1,,,,,,,139.15196932588000,36.13590149278890
11363505900,11363,46,59,,集落跡,,,1,,,,,,,,,,,139.1089441888140,36.1136796134727
11363506000,11363,46,60,川面遺跡,集落跡,,,1,,,,1,,,,,,,139.1470537498810,36.131904134141500
11363506100,11363,46,61,,集落跡,,,1,,,,,,,,,,,139.14532455792000,36.13173477465330
11363506200,11363,46,62,,,,,1,,,,,,,,,,,139.1247977517470,36.1403568040854
11363506300,11363,46,63,,集落跡,,,1,,,,1,,,,,,,139.12603272246000,36.13437919027650
11363506400,11363,46,64,,,,,,,,,,,,,,,,139.12398967744100,36.1347238773897
11363506500,11363,46,65,,集落跡　窯跡,,,1,,,,1,,,,,,,139.11958954918800,36.131877492902000
11363506600,11363,46,66,,集落跡,,,1,,,,,,,,,,,139.1195959648040,36.13273145310690
11363506700,11363,46,67,,集落跡,,,1,,,,1,,,,,,,139.11329081322700,36.118562967889500
11363506800,11363,46,68,,集落跡,,,1,,,,,,,,,,,139.11456283576500,36.11678746119280
11363506900,11363,46,69,,集落跡,,,1,,,,1,,,,,,,139.106355693336,36.11576182717010
11363507000,11363,46,70,,,,,1,,,,1,,,,,,,139.10861153073300,36.11619258206060
11363507100,11363,46,71,袋遺跡,集落跡,,,1,,,,,,,,,,,139.11656921232000,36.11331374072780
11363507200,11363,46,72,,集落跡,,,1,,,,1,,,,,,,139.1079001980940,36.11074893350070
11363507300,11363,46,73,,集落跡,,,1,,,,1,,,,,,,139.10982280368300,36.110887613999200
11363507400,11363,46,74,,,,,1,,,,1,,,,,,,139.10735305924200,36.10960397308450
11363507500,11363,46,75,,集落跡,,,1,,,,,,,,,,,139.10711661315200,36.10670629257840
11363507600,11363,46,76,,,,,,,,,1,,,,,,,139.1075972642210,36.10601284305330
11363507700,11363,46,77,,集落跡,,,1,,,,1,,,,,,,139.11086901816200,36.10702572880350
11363507800,11363,46,78,,集落跡,,,1,,,,1,,,,,,,139.10990762987300,36.104722151859700
11363507900,11363,46,79,,,,,,,,,1,,,,,,,139.11291877168000,36.09279749765280
11363508000,11363,46,80,,,,,1,,,,1,,,,,,,139.10774700750300,36.10322996520770
11363508100,11363,46,81,,集落跡,,,1,,,,,,,,,,,139.10651692653600,36.10362575221170
11363508200,11363,46,82,,,,,,,,1,1,,,,,,,139.11075409190900,36.10473001054140
11363508300,11363,46,83,,集落跡,,,1,,,1,1,,,,,,,139.12009583701900,36.11513684912440
11363508400,11363,46,84,,その他,,,1,,,1,1,,,,,,,139.1354519650950,36.1318942796147
11363508500,11363,46,85,,集落跡,,,1,,,1,1,,,,,,,139.13428467113600,36.13161999919990
11363508600,11363,46,86,,集落跡,,,1,,,1,1,,,,,,,139.13346069600300,36.13170017445290
11363508700,11363,46,87,,集落跡,,,1,,,1,1,,,,,,,139.1331857219960,36.1328518630001
11363508800,11363,46,88,,集落跡,,,1,,,1,1,,,,,,,139.13201873886500,36.13264295353610
11363508900,11363,46,89,,集落跡,,,1,,,1,1,,,,,,,139.13210981072500,36.13195541021080
11363509000,11363,46,90,,集落跡,,,1,,,1,1,,,,,,,139.12955783244700,36.13107676460430
11363509100,11363,46,91,番戸遺跡,集落跡,,,,,,1,1,,,,,,,139.12837162338400,36.13015204899200
11363509200,11363,46,92,,集落跡,,,1,,,1,1,,,,,,,139.12710224888400,36.13070687346470
11363509300,11363,46,93,,集落跡,,,1,,,,,,,,,,,139.12575005055900,36.13060563806570
11363509400,11363,46,94,,集落跡,,,1,,,,,,,,,,,139.12673053030900,36.130016877759300
11363509500,11363,46,95,,集落跡,,,1,,,,,,,,,,,139.1241103921310,36.12776824415010
11363509600,11363,46,96,,集落跡,,,1,,,,,,,,,,,139.12260682928700,36.1282912772303
11363509700,11363,46,97,,集落跡,,,1,,,,,,,,,,,139.12345807968400,36.126270791403000
11363509800,11363,46,98,,集落跡,,,1,,,,,,,,,,,139.11710124632700,36.116601082939400
11363509900,11363,46,99,,集落跡,,,1,,,,,,,,,,,139.11892693710800,36.11650892590060
11363510000,11363,46,100,,集落跡,,,1,,,,,,,,,,,139.11951058605200,36.111793953097600
11363510100,11363,46,101,,集落跡,,,1,,,1,1,,,,,,,139.118209677775,36.11079435672110
11363510200,11363,46,102,,集落跡,,,1,,,1,1,,,,,,,139.11968765070200,36.110281703164700
11363510300,11363,46,103,,集落跡,,,1,,1,1,1,,,,,,,139.11818402105500,36.10872209318940
11363510400,11363,46,104,,集落跡,,,1,,1,1,1,,,,,,,139.11727896745300,36.108703386363000
11363510500,11363,46,105,,集落跡,,,1,,,,,,,,,,,139.11646295764800,36.10799367046430
11363510600,11363,46,106,,集落跡,,,,,1,1,1,,,,,,,139.1177377004280,36.10750165090170
11363510700,11363,46,107,,集落跡,,,,,1,1,1,,,,,,,139.1169100123500,36.10708287868500
11363510800,11363,46,108,,集落跡,,,,,1,1,1,,,,,,,139.1172285954100,36.10626089886680
11363510900,11363,46,109,,集落跡,,,1,,,,,,,,,,,139.11848768294100,36.10649275652390
11363511000,11363,46,110,,集落跡,,,,,1,1,1,,,,,,,139.11859696950200,36.10307936478300
11363511100,11363,46,111,,集落跡,,,,,1,1,1,,,,,,,139.11862824442900,36.1021187723405
11363511200,11363,46,112,,集落跡,,,1,,,,,,,,,,,139.1164613514680,36.09994595707870
11363511300,11363,46,113,,集落跡,,,,,1,1,1,,,,,,,139.11709160301600,36.09979245234330
11363511400,11363,46,114,,集落跡,,,1,,1,1,1,,,,,,,139.11774512499200,36.09879904593590
11363511500,11363,46,115,,集落跡,,,1,,1,1,1,,,,,,,139.11120215444700,36.102795171010200
11363511600,11363,46,116,,集落跡,,,,,1,1,1,,,,,,,139.1062844384940,36.10168040283810
11363511700,11363,46,117,,集落跡,,,,,1,1,1,,,,,,,139.10913706759200,36.1006334159854
11363511800,11363,46,118,,集落跡,,,1,,,,,,,,,,,139.11432639608400,36.08713778918670
11363511900,11363,46,119,,集落跡,,,,,1,1,1,,,,,,,139.10876270441700,36.09974413526840
11363512000,11363,46,120,,集落跡,,,,,1,1,1,,,,,,,139.10901822872400,36.09909137880230
11363512100,11363,46,121,,集落跡,,,,,1,1,1,,,,,,,139.10921796596700,36.097921297675400
11363512200,11363,46,122,,集落跡,,,,,1,1,1,,,,,,,139.10859104074800,36.096553946353900
11363512300,11363,46,123,,集落跡,,,,,1,1,1,,,,,,,139.1080772205710,36.09417963758250
11363512400,11363,46,124,,集落跡,,,1,,,,,,,,,,,139.1097808859850,36.0947638503807
11363512500,11363,46,125,,集落跡,,,1,,,,,,,,,,,139.10846099769700,36.093277388744700
11363512600,11363,46,126,,集落跡,,,,,,,,,,,,,,139.11009578094300,36.092618450715400
11363512700,11363,46,127,,集落跡,,,1,,,,,,,,,,,139.11209481509100,36.11478938016740
11363512800,11363,46,128,,集落跡,,,1,,1,1,1,,,,,,,139.11064722645000,36.09207293542530
11363512900,11363,46,129,,集落跡,,,1,,,1,1,,,,,,,139.1108875526400,36.091434844607300
11363513000,11363,46,130,,集落跡,,,,,,,,,,,,,,139.11160664211500,36.09011089718150
11363513100,11363,46,131,,集落跡,,,1,,,,,,,,,,,139.1101888736800,36.089720762122900
11363513200,11363,46,132,,集落跡,,,1,,,,,,,,,,,139.11174544498700,36.087532823792100
11363513300,11363,46,133,,集落跡,,,1,,,1,1,,,,,,,139.12486124945800,36.13261102055860
11363513400,11363,46,134,,集落跡,,,,,,1,1,,,,,,,139.11321024905800,36.11237269660440
11363513500,11363,46,135,,集落跡,,,1,,,,,,,,,,,139.10249857756400,36.12074845035320
11363513600,11363,46,136,北久保遺跡,集落跡,,,1,,,,,,,,,,,139.14468154823400,36.13216275422280
11363513700,11363,46,137,円鏡寺跡,寺院跡,,,,,,,,,,,,,,139.1071171099810,36.108451451165500
11363513800,11363,46,138,棒ヶ沢阿弥陀堂跡,寺院跡,,,,,,,,,,,,,,139.1203345378670,36.12337492024760
11363513900,11363,46,139,浅間山遺跡,集落跡,,,1,,,,,,,,,,,139.11055317193300,36.11295788669460
