"JASID","LGC","Admin_no","Site_no","SiteName","SiteType","Note","P","J","Y","K","N","H","Ka","Na","Mu","Se","E","D","U","Lon","Lat"
11242018900,11242,29,189,"青葉久保遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3462009,35.88159718
11242019000,11242,29,190,"向谷遺跡","その他","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3757089,35.8867853
11242019100,11242,29,191,"小河原遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3602882,35.89563209
11242019200,11242,29,192,"前畑遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3157937,35.88645357
11242019300,11242,29,193,"内村遺跡","","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3532393,35.89684872
11242019400,11242,29,194,"高麗小学校遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3145327,35.88499786
11242019500,11242,29,195,"茗荷沢遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3498305,35.88242632
11324000100,11324,32,1,"本村南遺跡","集落跡","",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5491,35.82436638
11324000200,11324,32,2,"古井戸山遺跡","旧石器 集落跡","",1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,139.5473453,35.82105678
11324000300,11324,32,3,"本村北遺跡","集落跡","",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,139.549863,35.8261603
11324000400,11324,32,4,"北側遺跡","集落跡","",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,139.5507022,35.82767583
11324000500,11324,32,5,"北原遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5454133,35.82896974
11324000600,11324,32,6,"北原第二遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5470426,35.83126836
11324000700,11324,32,7,"新開遺跡","旧石器 窯跡","",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.5444105,35.83191784
11324000800,11324,32,8,"三芳唐沢遺跡","旧石器 集落跡","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5416257,35.8333714
11324000900,11324,32,9,"俣埜遺跡","旧石器 集落跡 窯跡","",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.5360181,35.83619741
11324001000,11324,32,10,"藤久保東第二遺跡","旧石器","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.532155,35.83583819
11324001100,11324,32,11,"藤久保東第三遺跡","旧石器 集落跡","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5334422,35.83808235
11324001200,11324,32,12,"藤久保東遺跡","旧石器 集落跡","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5294084,35.83797203
11324001300,11324,32,13,"浅間後遺跡","旧石器 集落跡","",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.5296537,35.84924901
11324001400,11324,32,14,"生出窪南遺跡","集落跡","",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5430528,35.82163677
11324001500,11324,32,15,"生出窪遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5421373,35.82281215
11324001600,11324,32,16,"生出窪北遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5406496,35.82435867
11324001700,11324,32,17,"新開第二遺跡","旧石器 窯跡","",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.5399742,35.82866384
11324001800,11324,32,18,"南新埜遺跡","旧石器 集落跡","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5291056,35.82958261
11324001900,11324,32,19,"宮前遺跡","横穴","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5098032,35.84322074
11324002000,11324,32,20,"中東遺跡","旧石器","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5067846,35.8356685
11324002100,11324,32,21,"南止遺跡","旧石器","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5095121,35.81736608
11324002200,11324,32,22,"三富開拓地割遺跡","その他","県旧跡・近世開拓遺構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,139.5009099,35.83100379
11324002300,11324,32,23,"藤久保南遺跡","旧石器","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5341952,35.83304483
11324002400,11324,32,24,"通西遺跡","旧石器","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5356067,35.82116807
11324002500,11324,32,25,"境松遺跡","旧石器 集落跡","",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5092887,35.84711317
11324002600,11324,32,26,"坂下北遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5056086,35.84746035
11324002700,11324,32,27,"坂下南遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5071345,35.84288389
11324002800,11324,32,28,"東永久保遺跡","旧石器 集落跡","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5002325,35.84323432
11324002900,11324,32,29,"東永久保南遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5007892,35.83906984
11324003000,11324,32,30,"上永久保遺跡","旧石器 集落跡","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.4898457,35.83814454
11324003100,11324,32,31,"中東第二遺跡","旧石器 集落跡","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.502054,35.83697732
11324003200,11324,32,32,"中西遺跡","旧石器 集落跡","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.4960963,35.83192926
11324003300,11324,32,33,"サガヤマ遺跡","旧石器","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.4994533,35.83458777
11326000200,11326,26,2,"八反田遺跡","集落跡","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3340641,35.95106503
11326000300,11326,26,3,"大類古墳群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3512615,35.96320263
11326000400,11326,26,4,"新田東遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3209351,35.92404241
11326000500,11326,26,5,"大類氏館跡","城跡","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3502,35.96063377
11326000600,11326,26,6,"仏坂遺跡","","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3510583,35.94501466
11326000700,11326,26,7,"堀込遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.309663,35.94580968
11326000800,11326,26,8,"川角古墳群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.343777,35.95639419
11326000900,11326,26,9,"西戸古墳群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3319181,35.95674518
11326001000,11326,26,10,"白綾遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3245921,35.95125958
11326001100,11326,26,11,"中尾遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3209425,35.9270292
11326001200,11326,26,12,"旭台南遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3341326,35.93699278
11326001300,11326,26,13,"塚場山遺跡","集落跡","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.322048,35.93855618
11326001400,11326,26,14,"村田和泉守館跡","城跡","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3111203,35.94827114
11326001500,11326,26,15,"斉藤氏館跡","城跡","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3097174,35.94765236
11326001600,11326,26,16,"古宮遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3068231,35.94859502
11326001700,11326,26,17,"毛呂城跡","城跡","",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,139.3080679,35.94393045
11326001800,11326,26,18,"権田直助生地","その他","",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,139.3057739,35.94228651
11326001900,11326,26,19,"毛呂氏館跡","城跡","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3082699,35.93563264
11326002000,11326,26,20,"竜ヶ谷山城","城跡","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2943075,35.93644358
11326002100,11326,26,21,"下中尾遺跡","集落跡","",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3250075,35.93050117
11326002200,11326,26,22,"西ノ前遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.313313,35.92584606
11326002300,11326,26,23,"宿谷氏館跡","城跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3043213,35.91382942
11326002500,11326,26,25,"伴六遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.317822,35.94321444
11326002600,11326,26,26,"大寺遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3102148,35.91629722
11326002700,11326,26,27,"久保遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3177563,35.95387203
11326002800,11326,26,28,"中在家遺跡","","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.276351,35.93825925
11326002900,11326,26,29,"上殿遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3446189,35.93189309
11326003000,11326,26,30,"京の字遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2988178,35.93955269
11326003100,11326,26,31,"東原遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3193165,35.92966536
11326003200,11326,26,32,"後原遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3191105,35.93175034
11326003300,11326,26,33,"沢田遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3203888,35.95140928
11326003400,11326,26,34,"東本遺跡","集落跡","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3227344,35.95020345
11326003500,11326,26,35,"五反田遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3240967,35.94913026
11326003600,11326,26,36,"矢島遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3424138,35.93742961
11326003700,11326,26,37,"山田遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3361045,35.93659104
11326003800,11326,26,38,"沼下遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3381987,35.93770294
11326003900,11326,26,39,"崇徳寺跡","寺院跡","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,139.3425018,35.95677383
11326004000,11326,26,40,"中野遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3090704,35.94658966
11326004100,11326,26,41,"竹ノ内遺跡","集落跡 墓","",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,139.3020203,35.94584817
11326004200,11326,26,42,"清後坂遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3355992,35.95819283
11326004300,11326,26,43,"大寺廃寺","墓 寺院跡","",NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,139.3161043,35.91796639
11326004400,11326,26,44,"堂庭遺跡","寺院跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.273605,35.91014093
11326004500,11326,26,45,"愛宕下遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3294979,35.9567901
11326004600,11326,26,46,"久根下遺跡","集落跡","",NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3353589,35.96015851
11326004700,11326,26,47,"神明台遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3469661,35.96097698
11326004800,11326,26,48,"西ヶ谷北遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3481334,35.95169487
11326004900,11326,26,49,"稲荷台遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.346244,35.95666267
11326005000,11326,26,50,"苗木原遺跡","集落跡 古墳","",NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3429835,35.95183383
11326005100,11326,26,51,"西ノ久保遺跡","その他","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.348202,35.95464081
11326005200,11326,26,52,"立堀遺跡","その他","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3521846,35.95703083
11326005300,11326,26,53,"前原遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3549644,35.95771871
11326005400,11326,26,54,"西ヶ谷遺跡","集落跡","",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3462783,35.94999263
11326005500,11326,26,55,"六本松Ａ遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3439105,35.94671987
11326005600,11326,26,56,"まま上遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3548349,35.94937832
11326005700,11326,26,57,"築地遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.353267,35.94673603
11326005800,11326,26,58,"前通遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3480566,35.94195454
11326005900,11326,26,59,"大利原遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3474547,35.93993903
11326006000,11326,26,60,"延命寺北遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3447905,35.93714699
11326006100,11326,26,61,"船原前遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3487728,35.93656287
11326006200,11326,26,62,"表Ａ遺跡","その他","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3468505,35.9342004
11326006300,11326,26,63,"八坂神社前遺跡","その他","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3560022,35.95104589
11326006400,11326,26,64,"上遺跡","その他","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3510698,35.94773662
11326006500,11326,26,65,"大林坊遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3480443,35.94713031
11326006600,11326,26,66,"六本松Ｂ遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3433258,35.94551783
11326006700,11326,26,67,"下谷ヶ跨Ａ遺跡","その他","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3424331,35.94507312
11326006800,11326,26,68,"下谷ヶ跨Ｂ遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3411296,35.94499661
11326006900,11326,26,69,"虫塚Ａ遺跡","その他","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3449544,35.94259814
11326007000,11326,26,70,"満願寺南遺跡","その他","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3491507,35.93825889
11326007100,11326,26,71,"表Ｂ遺跡","その他","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3471594,35.93289386
11326007200,11326,26,72,"宮脇遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3448637,35.938341
11326007300,11326,26,73,"蟹ヶ沢遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.329856,35.93628527
11326007400,11326,26,74,"金谷遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3247451,35.96045737
11326007500,11326,26,75,"三角南遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3067945,35.92185254
11326007600,11326,26,76,"山ノ神遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3240585,35.92460973
11326007700,11326,26,77,"松の外遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3337033,35.95627274
11326007800,11326,26,78,"宮ノ越遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.315379,35.92773911
11326007900,11326,26,79,"宮ノ前遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3158682,35.92648441
11326008000,11326,26,80,"松葉遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3186491,35.93402568
11326008100,11326,26,81,"西戸丸山遺跡","窯跡","",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,139.3300015,35.95909231
11326008200,11326,26,82,"宿浦遺跡","その他","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3457301,35.95925404
11326008300,11326,26,83,"愛宕塚遺跡","古墳","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3503556,35.95332914
11326008400,11326,26,84,"臥龍山遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3111569,35.94290517
11326008500,11326,26,85,"明神台遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3494037,35.96306114
11326008600,11326,26,86,"中財家遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3259448,35.94994286
11326008700,11326,26,87,"西本遺跡","その他","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3217977,35.94915314
11326008800,11326,26,88,"小川林遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3191139,35.95000802
11326008900,11326,26,89,"伊勢原遺跡","その他","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3181305,35.94877266
11326009000,11326,26,90,"東側遺跡","その他","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3512919,35.95928183
11326009100,11326,26,91,"北原遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.345855,35.9481776
11326009200,11326,26,92,"愛宕台遺跡","その他","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3513557,35.95518656
11326009300,11326,26,93,"西原遺跡","その他","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3301048,35.94654544
11326009400,11326,26,94,"野久保遺跡","その他","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3279373,35.94728426
11326009500,11326,26,95,"虫塚南遺跡","その他","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3435124,35.94132115
11326009700,11326,26,97,"光山遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3340786,35.94101038
11326009800,11326,26,98,"前通西遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3464041,35.94145549
11326009900,11326,26,99,"総庭遺跡","その他","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3149448,35.95006449
11326010000,11326,26,100,"馬場遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3096291,35.94318312
11326010100,11326,26,101,"林Ａ遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3204663,35.93931009
11326010200,11326,26,102,"林Ｂ遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3201561,35.93812706
11326010300,11326,26,103,"東又遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3220101,35.9449695
11326010400,11326,26,104,"鈿女野北遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3120759,35.94987351
11326010500,11326,26,105,"鈿女野遺跡","その他","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3130677,35.94931713
11326010600,11326,26,106,"鎌倉街道Ａ遺跡","その他","道路状遺構",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,139.3473377,35.94856671
11326010700,11326,26,107,"本社遺跡","集落跡","",NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,139.3223226,35.93110623
11326010800,11326,26,108,"杉ノ入遺跡","その他","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2976824,35.94012242
11326010900,11326,26,109,"堂山下遺跡","墓","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,139.3441105,35.95787698
11326011000,11326,26,110,"常楽寺跡","寺院跡","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,139.3584813,35.95543867
11326011100,11326,26,111,"鎌倉街道Ｂ遺跡","その他","道路状遺構",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,139.3448658,35.95479221
11326011200,11326,26,112,"鎌倉街道Ｃ遺跡","その他","道路状遺構",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,139.3451034,35.9512309
11326011300,11326,26,113,"立沢遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3213234,35.96081093
11326011400,11326,26,114,"大満山Ａ遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3247223,35.95928251
11326011500,11326,26,115,"大満山Ｂ遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3232117,35.95897682
11326011600,11326,26,116,"西戸西原遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3270493,35.9605247
11326011700,11326,26,117,"北山遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3205868,35.96265725
11326011800,11326,26,118,"岩沢前遺跡","墓","",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,139.3073267,35.92050408
11326011900,11326,26,119,"鎌倉道遺跡","その他","塚",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3454719,35.94974992
11326012000,11326,26,120,"山根六角塔遺跡","その他","",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,139.3083431,35.91517569
11326012100,11326,26,121,"タマキ遺跡","その他","道路状遺構",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,139.3541355,35.9594888
11327000100,11327,28,1,"堀込遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2630842,35.95242082
11327000200,11327,28,2,"平畑遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2552637,35.94332271
11327000300,11327,28,3,"越路遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2540831,35.96809742
11327000400,11327,28,4,"宮ノ前遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2698437,35.97162764
11327000500,11327,28,5,"児玉雲大天館跡","城跡","",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,139.2705304,35.97293354
11327000600,11327,28,6,"薬師遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2714917,35.97724009
11327000700,11327,28,7,"黒沢遺跡","集落跡 横穴","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2734143,35.97721231
11327000800,11327,28,8,"前遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.275326,35.98544231
11327000900,11327,28,9,"谷ツ遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2807652,35.9804058
11327001000,11327,28,10,"橋元遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.285933,35.97426012
11327001500,11327,28,15,"姥神遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2853837,35.95700408
11327001600,11327,28,16,"子ノ神遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2965074,35.95781001
11327001700,11327,28,17,"南原遺跡","集落跡","",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3021036,35.95564234
11327002000,11327,28,20,"多門寺遺跡","集落跡","",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.302899,35.95023565
11327002100,11327,28,21,"御堂ヶ谷戸遺跡","集落跡 古墳","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2970576,35.94761292
11327002200,11327,28,22,"越生五領遺跡","集落跡","",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,139.3012796,35.95978309
11327002300,11327,28,23,"大鶴様古墳","古墳","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3105162,35.96407166
11327002400,11327,28,24,"紫ヲ子遺跡","散布地","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3074778,35.96701714
11327002500,11327,28,25,"山田遺跡","集落跡","",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3018071,35.970933
11327002600,11327,28,26,"興禅寺遺跡","集落跡 古墳","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2973096,35.97079408
11327002700,11327,28,27,"春日井戸遺跡","集落跡 散布地","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,139.2948111,35.97861846
