JASID,LGC,Site_no,SiteName,Address,Chronology,Lat,Lon,P,J,Y,K,N,H,M,E,D,U
14137008700,14137,麻生区No.87,,川崎市麻生区栗木3-9ほか,縄文,35.60199267,139.4719676,0,1,0,0,0,0,0,0,0,0
14137008800,14137,麻生区No.88,,川崎市麻生区栗木3-2ほか,縄文,35.60518887,139.4705257,0,1,0,0,0,0,0,0,0,0
14137008900,14137,麻生区No.89,,川崎市麻生区栗木2-5ほか,縄文,35.60761733,139.4701995,0,1,0,0,0,0,0,0,0,0
14137009000,14137,麻生区No.90,栗木第一遺跡,川崎市麻生区栗木台2-13ほか,縄文,35.61120406,139.4732894,0,1,0,0,0,0,0,0,0,0
14137009100,14137,麻生区No.91,栗木III遺跡,川崎市麻生区南黒川4ほか,縄文,35.61250369,139.4713722,0,1,0,0,0,0,0,0,0,0
14137009200,14137,麻生区No.92,,川崎市麻生区南黒川5ほか,縄文　弥生,35.61336195,139.4722637,0,1,1,0,0,0,0,0,0,0
14137009300,14137,麻生区No.93,栗木IV遺跡,川崎市麻生区黒川404ほか,縄文　弥生　古墳　奈良　平安,35.61377364,139.4733463,0,1,1,1,1,1,0,0,0,0
14137009400,14137,麻生区No.94,黒川東第２遺跡,川崎市麻生区黒川459ほか,縄文,35.61688563,139.4744621,0,1,0,0,0,0,0,0,0,0
14137009500,14137,麻生区No.95,黒川東遺跡,川崎市麻生区黒川527ほか,縄文,35.61747173,139.4756809,0,1,0,0,0,0,0,0,0,0
14137009600,14137,麻生区No.96,黒川地区遺跡群宮添遺跡,川崎市麻生区黒川692ほか,縄文,35.61709495,139.4702564,0,1,0,0,0,0,0,0,0,0
14137009700,14137,麻生区No.97,黒川地区遺跡群宮添遺跡,川崎市麻生区黒川92ほか,縄文,35.61602043,139.4687114,0,1,0,0,0,0,0,0,0,0
14137009800,14137,麻生区No.98,黒川地区遺跡群谷ツ遺跡,川崎市麻生区黒川710ほか,縄文　弥生,35.61762564,139.4681258,0,1,1,0,0,0,0,0,0,0
14137009900,14137,麻生区No.99,黒川台東遺跡・黒川地区遺跡群No.５遺跡,川崎市麻生区黒川1041ほか,縄文,35.61850438,139.4655357,0,1,0,0,0,0,0,0,0,0
14137010000,14137,麻生区No.100,黒川台西遺跡・黒川地区遺跡群No.16遺跡,川崎市麻生区黒川1073ほか,縄文,35.61885365,139.4635253,0,1,0,0,0,0,0,0,0,0
14137010100,14137,麻生区No.101,黒川地区遺跡群No.３遺跡,川崎市麻生区黒川936ほか,縄文,35.62245383,139.4637656,0,1,0,0,0,0,0,0,0,0
14137010200,14137,麻生区No.102,黒川海道遺跡,川崎市麻生区黒川1444ほか,縄文,35.61700425,139.4554224,0,1,0,0,0,0,0,0,0,0
14137010300,14137,麻生区No.103,,川崎市麻生区黒川1649ほか,縄文　弥生　古墳　奈良　平安,35.61764213,139.4530028,0,1,1,1,1,1,0,0,0,0
14137010400,14137,麻生区No.104,,川崎市麻生区黒川2046ほか,縄文　弥生,35.6059385,139.4539792,0,1,1,0,0,0,0,0,0,0
14137010500,14137,麻生区No.105,,川崎市麻生区岡上526ほか,縄文　弥生　古墳　奈良　平安,35.57984618,139.476636,0,1,1,1,1,1,0,0,0,0
14137010600,14137,麻生区No.106,,川崎市麻生区岡上593ほか,奈良　平安,35.57889802,139.4785373,0,0,0,0,1,1,0,0,0,0
14137010700,14137,麻生区No.107,,川崎市麻生区岡上585ほか,奈良　平安,35.578179,139.4787776,0,0,0,0,1,1,0,0,0,0
14137010800,14137,麻生区No.108,,川崎市麻生区岡上540,縄文　弥生　古墳　奈良　平安,35.5778509,139.4767177,0,1,1,1,1,1,0,0,0,0
14137010900,14137,麻生区No.109,,川崎市麻生区岡上621ほか,弥生　古墳　奈良　平安,35.57888406,139.4799192,0,0,1,1,1,1,0,0,0,0
14137011000,14137,麻生区No.110,岡上丸山遺跡,川崎市麻生区岡上675-1ほか,縄文　弥生　古墳　奈良　平安,35.57903526,139.4829273,0,1,1,1,1,1,0,0,0,0
14137011100,14137,麻生区No.111,,川崎市麻生区岡上184ほか,縄文　弥生　古墳　奈良　平安,35.58172978,139.487133,0,1,1,1,1,1,0,0,0,0
14137011200,14137,麻生区No.112,,川崎市麻生区岡上137ほか,縄文　弥生　古墳　奈良　平安,35.58145056,139.4882145,0,1,1,1,1,1,0,0,0,0
14137011300,14137,麻生区No.113,,川崎市麻生区岡上219ほか,縄文　弥生　古墳　奈良　平安,35.58104569,139.4858799,0,1,1,1,1,1,0,0,0,0
14137011400,14137,麻生区No.114,岡上廃寺推定地、岡上栗畑遺跡,川崎市麻生区岡上794,縄文　弥生　古墳　奈良　平安,35.57897942,139.4864464,0,1,1,1,1,1,0,0,0,0
14137011500,14137,麻生区No.115,,川崎市麻生区岡上815,縄文　弥生　古墳　奈良　平安,35.57673159,139.4845924,0,1,1,1,1,1,0,0,0,0
14137011600,14137,麻生区No.116,,川崎市麻生区岡上941,縄文,35.57558786,139.4820949,0,1,0,0,0,0,0,0,0,0
14137011700,14137,麻生区No.117,,川崎市麻生区岡上972ほか,縄文　弥生　奈良　平安,35.57500145,139.4812194,0,1,1,0,1,1,0,0,0,0
14137011800,14137,麻生区No.118,,川崎市麻生区岡上1330ほか,縄文,35.57176217,139.477872,0,1,0,0,0,0,0,0,0,0
14137011900,14137,麻生区No.119,,川崎市麻生区岡上1331ほか,弥生　奈良　平安,35.57180406,139.4760696,0,0,1,0,1,1,0,0,0,0
14137012000,14137,麻生区No.120,麻生台横穴墓群,川崎市麻生区上麻生7-16,古墳,35.58290886,139.5016831,0,0,0,1,0,0,0,0,0,0
14137012100,14137,麻生区No.121,金程向原遺跡第１地点,川崎市麻生区向原1-3ほか,縄文　奈良　平安,35.615639,139.500122,0,1,0,0,1,1,0,0,0,0
14137012200,14137,麻生区No.122,金程向原遺跡第２地点,川崎市麻生区金程3-16ほか,縄文　奈良　平安,35.61377295,139.4994581,0,1,0,0,1,1,0,0,0,0
14137012300,14137,麻生区No.123,潮見台遺跡Ｆ・Ｇ地点,川崎市麻生区百合丘3-21ほか,縄文　奈良　平安,35.601406,139.5186,0,1,0,0,1,1,0,0,0,0
14137012400,14137,麻生区No.124,五力田遺跡,川崎市麻生区五カ田278ほか,奈良　平安,35.60723693,139.4867047,0,0,0,0,1,1,0,0,0,0
14137012500,14137,麻生区No.125,五力田遺跡,川崎市麻生区五カ田300ほか,奈良　平安,35.60790684,139.4847478,0,0,0,0,1,1,0,0,0,0
14137012600,14137,麻生区No.126,王禅寺白山横穴募群,川崎市麻生区王禅寺1785,古墳,35.58540689,139.508144,0,0,0,1,0,0,0,0,0,0
14137012700,14137,麻生区No.127,王禅寺寺口横穴墓,川崎市麻生区王禅寺229ほか,古墳,35.57986989,139.5147798,0,0,0,1,0,0,0,0,0,0
14137012800,14137,麻生区No.128,王禅寺入口遺跡,川崎市麻生区王禅寺153ほか,奈良　平安,35.57982964,139.5120137,0,0,0,0,1,1,0,0,0,0
14137012900,14137,麻生区No.129,仲村横穴古墳群１区,川崎市麻生区上麻生7-9,古墳,35.58265059,139.5005845,0,0,0,1,0,0,0,0,0,0
14137013000,14137,麻生区No.130,仲村横穴古墳群２区,川崎市麻生区上麻生259-1,古墳,35.58148485,139.4998206,0,0,0,1,0,0,0,0,0,0
14137013100,14137,麻生区No.131,黒川地区遺跡群No.10遺跡,川崎市麻生区黒川104ほか,縄文,35.61554595,139.4698787,0,1,0,0,0,0,0,0,0,0
14137013200,14137,麻生区No.132,,川崎市麻生区黒川867ほか,縄文,35.62316548,139.4646926,0,1,0,0,0,0,0,0,0,0
14137013300,14137,麻生区No.133,黒川地区遺跡群No.9遺跡,川崎市麻生区黒川1073ほか,縄文,35.6182811,139.4641281,0,1,0,0,0,0,0,0,0,0
14137013400,14137,麻生区No.134,黒川地区遺跡群No.11遺跡,川崎市麻生区黒川936ほか,縄文,35.6163597,139.4601834,0,1,0,0,0,0,0,0,0,0
14137013500,14137,麻生区No.135,黒川丸山遺跡,川崎市麻生区黒川1643ほか,縄文,35.61726536,139.4536551,0,1,0,0,0,0,0,0,0,0
14137013600,14137,麻生区No.136,,川崎市麻生区早野765ほか,縄文,35.56990089,139.5174921,0,1,0,0,0,0,0,0,0,0
14137013700,14137,麻生区No.137,黒川地区遺跡群No.13遺跡,川崎市麻生区黒川1143ほか,縄文,35.62096075,139.4598002,0,1,0,0,0,0,0,0,0,0
14137013800,14137,麻生区No.138,黒川地区遺跡群No.14遺跡,川崎市麻生区黒川1141ほか,縄文,35.62002229,139.4600948,0,1,0,0,0,0,0,0,0,0
14137013900,14137,麻生区No.139,黒川地区遺跡群No.15遺跡,川崎市麻生区黒川989ほか,縄文,35.61967696,139.4619116,0,1,0,0,0,0,0,0,0,0
14137014000,14137,麻生区No.140,黒川地区遺跡群No.17遺跡,川崎市麻生区黒川1121ほか,縄文,35.61868619,139.4614138,0,1,0,0,0,0,0,0,0,0
14137014100,14137,麻生区No.141,黒川地区遺跡群No.18遺跡,川崎市麻生区黒川1155ほか,縄文,35.61926419,139.4597386,0,1,0,0,0,0,0,0,0,0
14137014200,14137,麻生区No.142,黒川地区遺跡群No.20遺跡,川崎市麻生区黒川1157ほか,縄文,35.61876706,139.4590027,0,1,0,0,0,0,0,0,0,0
14137014300,14137,麻生区No.143,黒川地区遺跡群No.23遺跡,川崎市麻生区黒川1236ほか,縄文,35.61716227,139.4566338,0,1,0,0,0,0,0,0,0,0
14137014400,14137,麻生区No.144,黒川地区遺跡群No.24・25遺跡,川崎市麻生区黒川1248ほか,縄文,35.6167644,139.4589302,0,1,0,0,0,0,0,0,0,0
14137014500,14137,麻生区No.145,黒川地区遺跡群No.26遺跡,川崎市麻生区黒川1283ほか,縄文,35.61729032,139.4635272,0,1,0,0,0,0,0,0,0,0
14137014600,14137,麻生区No.146,黒川地区遺跡群No.27遺跡,川崎市麻生区黒川1273ほか,縄文,35.615648,139.4631703,0,1,0,0,0,0,0,0,0,0
14137014700,14137,麻生区No.147,黒川地区遺跡群No.28遺跡,川崎市麻生区黒川1300ほか,縄文,35.614911,139.4641257,0,1,0,0,0,0,0,0,0,0
14137014800,14137,麻生区No.148,黒川地区遺跡群No.29遺跡,川崎市麻生区黒川726ほか,縄文,35.61553636,139.4661744,0,1,0,0,0,0,0,0,0,0
14137015000,14137,麻生区No.150,金井原遺跡,川崎市麻生区片平1600,縄文,35.59833356,139.4797318,0,1,0,0,0,0,0,0,0,0
14137015100,14137,麻生区No.151,川崎市麻生区土地区画整理事業地内遺跡,川崎市麻生区向原2-13ほか,縄文　古墳,35.61588019,139.4968832,0,1,0,1,0,0,0,0,0,0
14137015200,14137,麻生区No.152,王禅寺通やぐら遺跡,川崎市麻生区王禅寺371,中世　近世,35.58179237,139.5164087,0,0,0,0,0,0,1,1,0,0
14137015300,14137,麻生区No.153,亀井横穴墓群,川崎市麻生区上麻生7-23,古墳,35.57937167,139.5018517,0,0,0,1,0,0,0,0,0,0
14137015400,14137,麻生区No.154,花島横穴墓群,川崎市麻生区下麻生990,古墳,35.580406,139.508514,0,0,0,1,0,0,0,0,0,0
14137015500,14137,麻生区No.155,,川崎市麻生区岡上744-5,中世,35.5800684,139.4873734,0,0,0,0,0,0,1,0,0,0
14137015600,14137,麻生区No.156,黒川地区遺跡群No.８遺跡,川崎市麻生区黒川859,縄文,35.62348641,139.4656367,0,1,0,0,0,0,0,0,0,0
14137015700,14137,麻生区No.157,王禅寺東古墳,川崎市麻生区王禅寺東5-141付近,古墳,35.58104497,139.5136514,0,0,0,1,0,0,0,0,0,0
14137015800,14137,麻生区No.158,黒川明坪遺跡,川崎市麻生区黒川2120ほか,縄文　近世,35.61003471,139.4514643,0,1,0,0,0,0,0,1,0,0
14137015900,14137,麻生区No.159,,川崎市麻生区岡上1096,古墳,35.57749948,139.4816227,0,0,0,1,0,0,0,0,0,0
14137016000,14137,麻生区No.160,月讀神社境内遺跡,川崎市麻生区上麻生7-759ほか,縄文,35.58040022,139.5049126,0,1,0,0,0,0,0,0,0,0
14137016100,14137,麻生区No.161,東百合ヶ丘3丁目遺跡,川崎市宮前区潮見台24,縄文,35.59384673,139.5264873,0,1,0,0,0,0,0,0,0,0
14137016200,14137,麻生区No.162,上麻生大ヶ谷戸横穴墓群,川崎市麻生区上麻生5-20付近,古墳,35.59193505,139.4998183,0,0,0,1,0,0,0,0,0,0
