row_id,place_id,activity_domain,phase_code,assignment_status,evidence_source,evidence_value,compatible_phases,evidence_body
1290,13111002200,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1291,13111002300,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1291,13111002300,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室,Ko,横穴式石室
1292,13111002400,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1293,13111002500,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1293,13111002500,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室,Ko,横穴式石室
1294,13111002600,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1294,13111002600,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,1号墳：前方後円墳　径39m　横穴式石室 2号墳：円墳？　礫槨　 3号墳：円墳　径13〜14m　横穴式石室　 4号墳：円墳　径18m　横穴式石室　 5号墳：円墳　径20.1m　横穴式石室　 6号墳：円墳　径20m　横穴式石室　 7号墳：円墳　径18.5m　横穴式石室　 8号墳：円墳　径16m　横穴式石室,Ko,1号墳：前方後円墳　径39m　横穴式石室 2号墳：円墳？　礫槨　 3号墳：円墳　径13〜14m　横穴式石室　 4号墳：円墳　径18m　横穴式石室　 5号墳：円墳　径20.1m　横穴式石室　 6号墳：円墳　径20m　横穴式石室　 7号墳：円墳　径18.5m　横穴式石室　 8号墳：円墳　径16m　横穴式石室
1295,13111002800,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1295,13111002800,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳2基,Ko,円墳2基
1297,13111003000,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1297,13111003000,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1298,13111003100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1299,13111003200,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1300,13111003300,monument,Me,present,SiteType_unique_compatible_phase,墳墓,Me,NA
1301,13111003400,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1302,13111003500,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1302,13111003500,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,※遺跡範囲のすべてが、国指定史跡亀甲山古墳となっています。 　 前方後円墳,Ko,※遺跡範囲のすべてが、国指定史跡亀甲山古墳となっています。 　 前方後円墳
1303,13111003600,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1303,13111003600,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1304,13111003700,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1305,13111003800,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1306,13111003900,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1307,13111004000,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1308,13111004100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1309,13111004200,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1310,13111004300,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1311,13111004400,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1312,13111004500,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1313,13111004600,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1314,13111004700,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1315,13111004800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石　炉　炉穴　焼土　,Jo,住居　集石　炉　炉穴　焼土　
1315,13111004800,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居　,Ya,住居　
1315,13111004800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya,NA
1315,13111004800,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Jo;Ya,NA
1316,13111004900,monument,NA,incompatible,SiteType,墳墓,,NA
1317,13111005000,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1317,13111005000,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1318,13111005100,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1318,13111005100,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1319,13111005200,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1319,13111005200,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室,Ko,横穴式石室
1320,13111005300,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1320,13111005300,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1321,13111005400,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1321,13111005400,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1322,13111005500,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1322,13111005500,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1323,13111005600,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1323,13111005600,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1324,13111005700,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;He,NA
1324,13111005700,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Pa;Jo;Ya;Ko;He,NA
1326,13111005900,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
1326,13111005900,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居跡　墓壙,Jo,住居跡　墓壙
1327,13111006000,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
1327,13111006000,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1327,13111006000,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　土坑　土壙　犬埋葬土坑,Jo,住居　土坑　土壙　犬埋葬土坑
1328,13111006100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1329,13111006200,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1330,13111006300,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1331,13111006400,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1332,13111006500,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Jo;Ya,NA
1334,13111006700,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　竪穴状遺構　土坑,Jo,住居　竪穴状遺構　土坑
1334,13111006700,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
1335,13111006800,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1336,13111006900,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1338,13111007000,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He;Me,NA
1338,13111007000,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
1339,13111007100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1341,13111007300,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居　,Ko,住居　
1341,13111007300,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]環濠　住居　方形周溝墓　,Ya,環濠　住居　方形周溝墓　
1341,13111007300,general_activity,NA,temporally_ambiguous,SiteType,集落,Ya;Ko;Na,NA
1341,13111007300,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Ya;Ko;Na,NA
1341,13111007300,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1341,13111007300,monument,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]環濠　住居　方形周溝墓　,Ya,環濠　住居　方形周溝墓　
1342,13111007400,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Jo;Ya,NA
1343,13111007500,general_activity,Ya,present,SiteType_unique_compatible_phase,集落,Ya,NA
1343,13111007500,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居,Ya,住居
1344,13111007600,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1344,13111007600,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
1344,13111007600,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居,Jo,住居
1346,13111007800,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1347,13111007900,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1348,13111008000,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1349,13111008100,general_activity,NA,temporally_ambiguous,SiteType,集落,Ya;Ko;Me,NA
1350,13111008200,monument,NA,incompatible,SiteType,墳墓,,NA
1351,13111008300,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1351,13111008300,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1352,13111008400,general_activity,Ya,present,SiteType_unique_compatible_phase,集落,Ya,NA
1352,13111008400,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居跡,Ya,住居跡
1353,13111008500,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
1353,13111008500,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1353,13111008500,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居,Jo,住居
1354,13111008600,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1354,13111008600,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1355,13111008700,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1356,13111008800,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1357,13111008900,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1358,13111009001,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居　方形周溝墓　,Ya,住居　方形周溝墓　
1358,13111009001,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;Me,NA
1358,13111009001,monument,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居　方形周溝墓　,Ya,住居　方形周溝墓　
1359,13111009002,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1359,13111009002,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1360,13111009003,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1361,13111009100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1362,13111009200,institutional,NA,temporally_ambiguous,SiteType,官衙,Na;He,NA
1363,13111009300,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Ya;Na;He,NA
1364,13111009400,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1364,13111009400,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1365,13111009500,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1367,13111009700,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1367,13111009700,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1368,13111009800,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1368,13111009800,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1369,13111009900,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1371,13111010100,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1371,13111010100,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1372,13111010200,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1373,13111010300,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1374,13111010400,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1375,13111010500,general_activity,Na,present,SiteType_unique_compatible_phase,貝塚,Na,NA
1377,13111010700,monument,Me,present,SiteType_unique_compatible_phase,塚,Me,NA
1378,13111010800,monument,NA,incompatible,SiteType,墳墓,,NA
1379,13111010900,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1380,13111011000,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居跡　土坑　,Jo,住居跡　土坑　
1380,13111011000,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居跡　土坑　,Ya,住居跡　土坑　
1380,13111011000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya,NA
1381,13111011100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1382,13111011200,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1382,13111011200,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1386,13111011600,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1387,13111011700,monument,Me,present,SiteType_unique_compatible_phase,墳墓,Me,NA
1388,13111011901,institutional,NA,incompatible,SiteType,社寺,,NA
1389,13111011902,institutional,NA,incompatible,SiteType,社寺,,NA
1390,13111011800,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1391,13111012000,monument,NA,incompatible,SiteType,横穴墓,,NA
1393,13111012200,general_activity,Ya,present,SiteType_unique_compatible_phase,集落,Ya,NA
1393,13111012200,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居,Ya,住居
1394,13111012300,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1395,13111012400,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1396,13111012500,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1397,13111012700,institutional,Me,present,SiteType_unique_compatible_phase,居館跡,Me,NA
1398,13111012800,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
1399,13111012900,institutional,Me,present,SiteType_unique_compatible_phase,居館跡,Me,NA
1400,13111013000,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
1401,13111013100,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
1402,13111013200,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1402,13111013200,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴墓8基,Ko,横穴墓8基
1403,13111013300,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1407,13111013700,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
1409,13111013900,institutional,Me,present,SiteType_unique_compatible_phase,居館跡,Me,NA
1411,13111014100,monument,NA,incompatible,SiteType,墳墓,,NA
1412,13111014200,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1413,13111014300,general_activity,Ya,present,SiteType_unique_compatible_phase,集落,Ya,NA
1413,13111014300,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居　,Ya,住居　
1414,13111014400,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1415,13111014500,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1415,13111014500,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1416,13111014600,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1417,13111014700,monument,NA,incompatible,SiteType,墳墓,,NA
1418,13111014800,monument,Me,present,SiteType_unique_compatible_phase,墳墓,Me,NA
1419,13111014900,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1420,13111015000,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1421,13111015100,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1422,13111015200,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1424,13111015400,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1425,13111015500,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1425,13111015500,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1426,13111015600,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1426,13111015600,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1427,13111015700,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1427,13111015700,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1428,13111015800,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1429,13111015900,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1429,13111015900,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室,Ko,横穴式石室
1430,13111016000,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1430,13111016000,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1431,13111016100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1432,13111016200,monument,Me,present,SiteType_unique_compatible_phase,その他(塚),Me,NA
1433,13111016300,monument,Me,present,SiteType_unique_compatible_phase,墳墓,Me,NA
1433,13111016300,monument,Me,present,SiteType_unique_compatible_phase,その他(塚),Me,NA
1434,13111016400,monument,Me,present,SiteType_unique_compatible_phase,その他(塚),Me,NA
1435,13111016500,monument,Me,present,SiteType_unique_compatible_phase,その他(塚),Me,NA
1436,13111016700,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1437,13111016800,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1438,13111016900,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
1438,13111016900,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　炉　焼土　土坑,Jo,住居　炉　焼土　土坑
1439,13111017000,monument,Me,present,SiteType_unique_compatible_phase,塚,Me,NA
1440,13111017100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1442,13111017300,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居　集石炉　貯蔵穴　柱穴　配石　方形周溝墓,Ya,住居　集石炉　貯蔵穴　柱穴　配石　方形周溝墓
1442,13111017300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya,NA
1442,13111017300,monument,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居　集石炉　貯蔵穴　柱穴　配石　方形周溝墓,Ya,住居　集石炉　貯蔵穴　柱穴　配石　方形周溝墓
1443,13111017400,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1444,13111017500,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1445,13111017600,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1446,13111017700,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1447,13111017800,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1448,13111017900,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1449,13111018000,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1450,13111018200,monument,Me,present,SiteType_unique_compatible_phase,墳墓,Me,NA
1451,13111018300,general_activity,Me,present,SiteType_unique_compatible_phase,貝塚,Me,NA
1452,13111018400,general_activity,NA,incompatible,SiteType,貝塚,,NA
1453,13111018500,general_activity,He,present,SiteType_unique_compatible_phase,貝塚,He,NA
1454,13111018600,institutional,Na,present,SiteType_unique_compatible_phase,社寺,Na,NA
1455,13111018700,monument,Me,present,SiteType_unique_compatible_phase,墳墓,Me,NA
1457,13111018900,general_activity,Me,present,SiteType_unique_compatible_phase,屋敷,Me,NA
1459,13111019100,monument,Me,present,SiteType_unique_compatible_phase,墳墓,Me,NA
1460,13111019200,monument,NA,incompatible,SiteType,墳墓,,NA
1461,13111019300,monument,NA,incompatible,SiteType,墳墓,,NA
1462,13111019400,monument,NA,incompatible,SiteType,墳墓,,NA
1463,13111019500,monument,NA,incompatible,SiteType,墳墓,,NA
1464,13111019600,monument,NA,incompatible,SiteType,墳墓,,NA
1465,13111019700,monument,NA,incompatible,SiteType,墳墓,,NA
1466,13111019800,monument,NA,incompatible,SiteType,墳墓,,NA
1468,13111020000,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1468,13111020000,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1469,13111020100,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1470,13111020200,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1472,13111020500,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1472,13111020500,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1473,13111020600,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1474,13111020700,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1474,13111020700,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1475,13111020800,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He;Me,NA
1476,13111020900,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1476,13111020900,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1477,13111021000,monument,NA,incompatible,SiteType,墳墓,,NA
1478,13111021100,institutional,Na,present,SiteType_unique_compatible_phase,社寺,Na,NA
1479,13111021200,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1480,13111021300,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1481,13111021400,monument,NA,incompatible,SiteType,墳墓,,NA
1482,13111021500,monument,NA,incompatible,SiteType,墳墓,,NA
1483,13111021600,monument,NA,incompatible,SiteType,墳墓,,NA
1484,13111021700,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1485,13111021800,monument,NA,incompatible,SiteType,墳墓,,NA
1486,13111021900,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1487,13111022000,general_activity,NA,temporally_ambiguous,SiteType,貝塚,Na;He,NA
1488,13111022100,monument,NA,incompatible,SiteType,墳墓,,NA
1489,13111022200,monument,Me,present,SiteType_unique_compatible_phase,墳墓,Me,NA
1490,13111022300,general_activity,NA,incompatible,SiteType,貝塚,,NA
1491,13111022400,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1492,13111022500,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
1492,13111022500,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代（前期）]竪穴住居跡,Jo,竪穴住居跡
1493,13111022600,monument,Me,present,SiteType_unique_compatible_phase,墳墓,Me,NA
1495,13111022800,general_activity,NA,incompatible,SiteType,貝塚,,NA
1498,13111023100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1499,13111023200,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1500,13111023300,general_activity,Ya,present,SiteType_unique_compatible_phase,集落,Ya,NA
1501,13111023400,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1502,13111023500,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1503,13111023600,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1504,13112000100,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ko;Na;He,NA
1506,13112000300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　竪穴　,Jo,住居　竪穴　
1506,13112000300,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居　,Ko,住居　
1506,13112000300,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He;Me,NA
1508,13112000500,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石土坑　土坑　土壙　,Jo,住居　集石土坑　土坑　土壙　
1508,13112000500,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
1510,13112000700,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石土坑　土坑　ピット　,Jo,住居　集石土坑　土坑　ピット　
1510,13112000700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He;Me,NA
1511,13112000800,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
1512,13112000900,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居址　土坑　集石　ピット　礫群　,Jo,住居址　土坑　集石　ピット　礫群　
1512,13112000900,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居址　古墳周溝　,Ko,住居址　古墳周溝　
1512,13112000900,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居址　,Ya,住居址　
1512,13112000900,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;He,NA
1512,13112000900,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居址　古墳周溝　,Ko,住居址　古墳周溝　
1513,13112001002,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1514,13112001003,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1515,13112001004,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1516,13112001005,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1516,13112001005,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,方墳,Ko,方墳
1517,13112001006,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1517,13112001006,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
1518,13112001007,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1519,13112001008,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1520,13112001009,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
1520,13112001009,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,古墳周溝,Ko,古墳周溝
1521,13112001800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居址　,He,住居址　
1521,13112001800,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居址　,Ko,住居址　
1521,13112001800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He;Me,NA
1522,13112001900,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　土坑　,Jo,住居　土坑　
1522,13112001900,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居　ピット群　方形周溝墓,Ko,住居　ピット群　方形周溝墓
1522,13112001900,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;He;Me,NA
1522,13112001900,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居　ピット群　方形周溝墓,Ko,住居　ピット群　方形周溝墓
