row_id,place_id,activity_domain,phase_code,assignment_status,evidence_source,evidence_value,compatible_phases,evidence_body
5015,13212002300,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5015,13212002300,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5016,13212002400,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
5018,13212002600,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
5019,13212002700,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
5025,13212003300,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
5030,13212003800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 掘立柱建物 土坑 溝 粘土採掘坑 ,He,住居 掘立柱建物 土坑 溝 粘土採掘坑 
5030,13212003800,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居 土坑 ,Ko,住居 土坑 
5030,13212003800,general_activity,Me,present,ArchaeologicalFeatures_tagged,[中世]掘立柱建物 竪穴状遺構 地下炉 土坑 溝 道路 流路 ,Me,掘立柱建物 竪穴状遺構 地下炉 土坑 溝 道路 流路 
5030,13212003800,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居 掘立柱建物 土坑 溝 ,Na,住居 掘立柱建物 土坑 溝 
5030,13212003800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Ko;Na;He;Me,NA
5031,13212003900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Me,NA
5032,13212004000,monument,Me,present,SiteType_unique_compatible_phase,経塚,Me,NA
5033,13212004100,monument,Me,present,SiteType_unique_compatible_phase,経塚,Me,NA
5034,13212004200,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居,Ko,住居
5034,13212004200,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko,NA
5035,13212004300,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5035,13212004300,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室,Ko,横穴式石室
5036,13212004400,monument,Me,present,SiteType_unique_compatible_phase,塚,Me,NA
5036,13212004400,monument,Me,present,ArchaeologicalFeatures_single_observed_phase,※遺跡範囲のすべてが日野市指定史跡加賀塚(竹間加賀入道の墓)となっています。,Me,※遺跡範囲のすべてが日野市指定史跡加賀塚(竹間加賀入道の墓)となっています。
5037,13212004500,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5037,13212004500,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室,Ko,横穴式石室
5038,13212004600,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 土坑 道路 ,He,住居 土坑 道路 
5038,13212004600,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Na;He;Me,NA
5038,13212004600,institutional,NA,temporally_ambiguous,SiteType,社寺,Na;He;Me,NA
5039,13212004700,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]道路 水田 ,He,道路 水田 
5039,13212004700,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居 ,Ko,住居 
5039,13212004700,general_activity,Me,present,ArchaeologicalFeatures_tagged,[中世]掘込炉 集石遺構 井戸 土坑 地下式土壙 土壙 火葬墓溝 道路 ,Me,掘込炉 集石遺構 井戸 土坑 地下式土壙 土壙 火葬墓溝 道路 
5039,13212004700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Na;He;Me,NA
5040,13212004800,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5041,13212004900,general_activity,Ko,present,SiteType_unique_compatible_phase,集落,Ko,NA
5041,13212004900,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居,Ko,住居
5042,13212005000,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]掘立柱建物址 溝 竪穴住居址,He,掘立柱建物址 溝 竪穴住居址
5042,13212005000,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]土壙 集石 ピット 竪穴住居址 ,Jo,土壙 集石 ピット 竪穴住居址 
5042,13212005000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He;Me,NA
5043,13212005100,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]竪穴住居址 土坑,He,竪穴住居址 土坑
5043,13212005100,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;He;Me,NA
5044,13212005200,monument,Me,present,SiteType_unique_compatible_phase,その他(塚),Me,NA
5045,13212005300,monument,NA,incompatible,SiteType,横穴墓,,NA
5046,13213000100,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
5051,13213000700,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　,Jo,住居　
5051,13213000700,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居,Ko,住居
5051,13213000700,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He;Me,NA
5052,13213001000,monument,NA,incompatible,SiteType,その他(塚),,NA
5055,13213001700,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He;Me,NA
5069,13213003100,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居,He,住居
5069,13213003100,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居　,Na,住居　
5069,13213003100,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ko;Na;He;Me,NA
5071,13213003300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Na;He;Me,NA
5076,13213003800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居,He,住居
5076,13213003800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He;Me,NA
5078,13213004000,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ko;Na;He;Me,NA
5084,13213004600,monument,NA,incompatible,SiteType,その他(塚),,NA
5085,13213004701,monument,NA,incompatible,SiteType,その他(塚),,NA
5086,13213004702,monument,NA,incompatible,SiteType,その他(塚),,NA
5092,13213005300,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
5151,13213011900,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
5158,13213012700,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
5158,13213012700,general_activity,Jo,present,ArchaeologicalFeatures_single_observed_phase,［縄文時代］住居,Jo,［縄文時代］住居
5176,13213014900,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居　,Ko,住居　
5176,13213014900,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ko;Na;He;Me,NA
5177,13213015000,general_activity,NA,incompatible,SiteType,屋敷,,NA
5194,13214000100,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
5195,13214000200,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　敷石住居　集石　土坑　屋外埋甕　,Jo,住居　敷石住居　集石　土坑　屋外埋甕　
5195,13214000200,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
5196,13214000300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 集石土坑 土坑,Jo,住居 集石土坑 土坑
5196,13214000300,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
5197,13214000500,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　敷石住居　集石　土坑　埋甕　,Jo,住居　敷石住居　集石　土坑　埋甕　
5197,13214000500,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
5199,13214000700,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na,NA
5200,13214000800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 土坑 埋甕,Jo,住居 土坑 埋甕
5200,13214000800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya,NA
5201,13214000900,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]竪穴住居 ,Jo,竪穴住居 
5202,13214001000,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]金堂 尼寺金堂 講堂 中門 塔 僧坊 尼坊 鐘楼 憧竿 回廊 住居 掘立柱建物 道路 溝 井戸 ,He,金堂 尼寺金堂 講堂 中門 塔 僧坊 尼坊 鐘楼 憧竿 回廊 住居 掘立柱建物 道路 溝 井戸 
5202,13214001000,institutional,NA,temporally_ambiguous,SiteType,社寺跡,Na;He,NA
5203,13214001100,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 土壙,Jo,住居 土壙
5203,13214001100,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
5204,13214001200,institutional,Me,present,SiteType_unique_compatible_phase,社寺,Me,NA
5205,13214001300,monument,Me,present,ArchaeologicalFeatures_single_observed_phase,［中世］塚,Me,［中世］塚
5206,13214001400,monument,NA,incompatible,SiteType,横穴墓,,NA
5208,13214001900,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 掘立柱建物 道路 溝 ,He,住居 掘立柱建物 道路 溝 
5208,13214001900,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 ,Jo,住居 
5208,13214001900,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
5209,13214002000,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
5210,13214002100,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
5211,13214002200,general_activity,Me,present,ArchaeologicalFeatures_tagged,[中世]礎石建物 掘立柱建物 土坑 溝 火葬墓 土壙墓,Me,礎石建物 掘立柱建物 土坑 溝 火葬墓 土壙墓
5211,13214002200,institutional,NA,temporally_ambiguous,SiteType,社寺,He;Me,NA
5217,13214002800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 土坑 埋甕,Jo,住居 土坑 埋甕
5217,13214002800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He,NA
5232,13214005000,monument,NA,incompatible,SiteType,横穴墓,,NA
5235,13214005400,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 土坑,Jo,住居 土坑
5235,13214005400,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
5236,13214005500,general_activity,Pa,present,SiteType_unique_compatible_phase,集落,Pa,NA
5238,13214005700,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]掘立柱建物跡 敷石住居 集石土坑 土坑 屋外埋甕 炉穴 陥穴 特殊遺構,Jo,掘立柱建物跡 敷石住居 集石土坑 土坑 屋外埋甕 炉穴 陥穴 特殊遺構
5238,13214005700,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He,NA
5241,13215000200,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;He,NA
5244,13215000500,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居跡 土坑 ピット,He,住居跡 土坑 ピット
5244,13215000500,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;He;Me,NA
5245,13215000600,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居跡 土坑 配石 溝状遺構 柱穴 ,He,住居跡 土坑 配石 溝状遺構 柱穴 
5245,13215000600,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He;Me,NA
5247,13215000800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居跡 竪穴状遺構 集石 炉穴 土坑 ピット 焼土跡 ,Jo,住居跡 竪穴状遺構 集石 炉穴 土坑 ピット 焼土跡 
5247,13215000800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He,NA
5249,13215001000,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5250,13215001001,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5250,13215001001,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]周溝 横穴式石室? ,Ko,周溝 横穴式石室? 
5251,13215001002,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5252,13215001003,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5252,13215001003,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5253,13215001004,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5253,13215001004,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5254,13215001005,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5254,13215001005,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5255,13215001006,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5255,13215001006,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5256,13215001007,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5256,13215001007,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5257,13215001008,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5257,13215001008,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5258,13215001009,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5258,13215001009,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5259,13215001010,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5259,13215001010,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5260,13215001011,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5260,13215001011,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5261,13215001012,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5261,13215001012,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5262,13215001013,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5262,13215001013,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]古墳の周溝,Ko,古墳の周溝
5263,13215001100,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5263,13215001100,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]石室?,Ko,石室?
5264,13215001200,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]敷石住居 住居跡 集石 土坑 ピット 埋設土器,Jo,敷石住居 住居跡 集石 土坑 ピット 埋設土器
5264,13215001200,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ko;He,NA
5265,13215001300,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 土坑 石組遺構 ,He,住居 土坑 石組遺構 
5265,13215001300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 敷石住居 集石 土坑 ピット ,Jo,住居 敷石住居 集石 土坑 ピット 
5265,13215001300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He;Me,NA
5266,13215001400,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5266,13215001400,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室,Ko,横穴式石室
5268,13215001600,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5268,13215001600,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳?,Ko,円墳?
5269,13215001700,general_activity,Me,present,ArchaeologicalFeatures_tagged,[中世]井戸 空堀 曲輪 土塁,Me,井戸 空堀 曲輪 土塁
5269,13215001700,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
5270,13215001800,institutional,NA,incompatible,SiteType,社寺,,NA
5272,13215002000,production,Me,present,SiteType_unique_compatible_phase,その他(鋳物工房跡),Me,NA
5274,13215002200,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 竪穴状遺構 集石 土坑 ,Jo,住居 竪穴状遺構 集石 土坑 
5274,13215002200,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居 土坑,Ko,住居 土坑
5274,13215002200,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He;Me,NA
5275,13215002300,monument,Ko,present,SiteType_unique_compatible_phase,古墳群,Ko,NA
5276,13215002301,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5276,13215002301,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室 周溝,Ko,横穴式石室 周溝
5277,13215002302,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5277,13215002302,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
5278,13215002303,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5278,13215002303,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
5279,13215002304,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5280,13215002305,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5280,13215002305,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳?,Ko,円墳?
5281,13215002306,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5281,13215002306,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
5282,13215002307,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5283,13215002308,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5284,13215002309,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5284,13215002309,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]（河原石積）横穴式石室,Ko,（河原石積）横穴式石室
5285,13215002310,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5286,13215002311,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5286,13215002311,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]石室1基,Ko,石室1基
5287,13215002312,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5287,13215002312,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]石室1基 L字状墓3基,Ko,石室1基 L字状墓3基
5288,13215002400,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 敷石住居 焼土 ピット 埋甕 ,Jo,住居 敷石住居 焼土 ピット 埋甕 
5288,13215002400,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He,NA
5289,13215002500,monument,NA,incompatible,SiteType,横穴墓,,NA
5292,13215002800,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5293,13215002900,monument,NA,incompatible,SiteType,横穴墓,,NA
5294,13215003000,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
5297,13218000300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]敷石住居?,Jo,敷石住居?
5297,13218000300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
5298,13218000400,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
5298,13218000400,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 土坑 配石 ,Jo,住居 土坑 配石 
5299,13218000500,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
5315,13219000200,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居,Ko,住居
5315,13219000200,general_activity,NA,temporally_ambiguous,SiteType,集落,Ya;Ko;Na;He,NA
5316,13219000300,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居 土坑,Na,住居 土坑
5317,13219000400,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居 ,Ko,住居 
5317,13219000400,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居,Na,住居
5317,13219000400,general_activity,NA,temporally_ambiguous,SiteType,集落,Ya;Ko;Na,NA
5318,13219000500,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Ko;Na;He,NA
5320,13219000700,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 ,He,住居 
5320,13219000700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Na;He,NA
5321,13219000800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 掘立柱建物,He,住居 掘立柱建物
5321,13219000800,general_activity,NA,temporally_ambiguous,SiteType,集落,Ya;Ko;Na;He,NA
5322,13219000900,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居,Na,住居
5322,13219000900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na,NA
5322,13219000900,monument,NA,incompatible,SiteType,墳墓,,NA
5323,13219001000,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居 ,Ko,住居 
5323,13219001000,general_activity,NA,temporally_ambiguous,SiteType,集落,Ko;Na;He,NA
5331,13219001800,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居,Ko,住居
5331,13219001800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Ko;Na;He,NA
5332,13219001900,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居 ,Ko,住居 
5332,13219001900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Me,NA
5333,13219002000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
5335,13219002200,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居,Ko,住居
5335,13219002200,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Na,NA
5337,13219002400,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5337,13219002400,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
5338,13219002500,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5339,13219002600,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居,Na,住居
5339,13219002600,general_activity,NA,temporally_ambiguous,SiteType,集落,Ko;Na,NA
5342,13219002900,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 ,He,住居 
5342,13219002900,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居 ,Ya,住居 
5342,13219002900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Ko;Na;He,NA
5343,13219003000,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5343,13219003000,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,※遺跡範囲のすべてが狛江市指定史跡土屋塚古墳となっています。,Ko,※遺跡範囲のすべてが狛江市指定史跡土屋塚古墳となっています。
5344,13219003100,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居 ,Ko,住居 
5344,13219003100,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居,Na,住居
5344,13219003100,general_activity,NA,temporally_ambiguous,SiteType,集落,Ko;Na;He,NA
5345,13219003200,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居,Ko,住居
5345,13219003200,general_activity,NA,temporally_ambiguous,SiteType,集落,Ya;Ko,NA
5346,13219003300,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5346,13219003300,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室,Ko,横穴式石室
5347,13219003400,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5347,13219003400,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
5348,13219003500,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5348,13219003500,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳,Ko,円墳
5349,13219003600,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 ,He,住居 
5349,13219003600,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 ,Jo,住居 
5349,13219003600,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Ko;Na;He;Me,NA
5350,13219003701,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 ,He,住居 
5350,13219003701,general_activity,NA,temporally_ambiguous,SiteType,集落,Ko;Na;He,NA
5351,13219003702,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5352,13219003800,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5352,13219003800,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]葺石? 横穴式石室?,Ko,葺石? 横穴式石室?
5353,13219003900,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5353,13219003900,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]横穴式石室,Ko,横穴式石室
5354,13219004000,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居 ,Na,住居 
5354,13219004000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Na;He;Me,NA
5355,13219004100,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5356,13219004201,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]掘立柱建物 ,He,掘立柱建物 
5356,13219004201,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 集石 土坑 ,Jo,住居 集石 土坑 
5356,13219004201,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居 ,Na,住居 
5356,13219004201,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He;Me,NA
5356,13219004201,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]方形周溝墓 ,Ko,方形周溝墓 
5357,13219004202,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5358,13219004203,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5359,13219004204,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5360,13219004300,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 掘立柱建物,He,住居 掘立柱建物
5360,13219004300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 ,Jo,住居 
5360,13219004300,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居 ,Ko,住居 
5360,13219004300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Ko;Na;He,NA
5361,13219004401,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5362,13219004500,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 ,He,住居 
5362,13219004500,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
5363,13219004600,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
5364,13219004700,general_activity,Ko,present,SiteType_unique_compatible_phase,貝塚,Ko,NA
5365,13219004800,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
