place_id,gap_id,gap_index,gap_start_phase,gap_end_phase,gap_start_order,gap_end_order,gap_length,between_run_from,between_run_to
13201005700,13201005700_G1,1,Ya,He,3,6,4,13201005700_R1,13201005700_R2
13201005800,13201005800_G1,1,Ya,Ya,3,3,1,13201005800_R1,13201005800_R2
13201005900,13201005900_G1,1,Ya,Na,3,5,3,13201005900_R1,13201005900_R2
13201006300,13201006300_G1,1,Ya,Ko,3,4,2,13201006300_R1,13201006300_R2
13201006400,13201006400_G1,1,Ya,Ko,3,4,2,13201006400_R1,13201006400_R2
13201006500,13201006500_G1,1,Ya,Ko,3,4,2,13201006500_R1,13201006500_R2
13201006600,13201006600_G1,1,Ya,Ko,3,4,2,13201006600_R1,13201006600_R2
13201006700,13201006700_G1,1,Ya,Na,3,5,3,13201006700_R1,13201006700_R2
13201006900,13201006900_G1,1,Ya,Ko,3,4,2,13201006900_R1,13201006900_R2
13201007100,13201007100_G1,1,Ya,Na,3,5,3,13201007100_R1,13201007100_R2
13201007301,13201007301_G1,1,Ya,Ya,3,3,1,13201007301_R1,13201007301_R2
13201007304,13201007304_G1,1,Jo,Ko,2,4,3,13201007304_R1,13201007304_R2
13201007305,13201007305_G1,1,Ya,Ya,3,3,1,13201007305_R1,13201007305_R2
13201007305,13201007305_G2,2,Na,Na,5,5,1,13201007305_R2,13201007305_R3
13201007308,13201007308_G1,1,Ya,Na,3,5,3,13201007308_R1,13201007308_R2
13201007309,13201007309_G1,1,Ko,Ko,4,4,1,13201007309_R1,13201007309_R2
13201007310,13201007310_G1,1,Ya,Ya,3,3,1,13201007310_R1,13201007310_R2
13201007311,13201007311_G1,1,Na,Na,5,5,1,13201007311_R1,13201007311_R2
13201007312,13201007312_G1,1,Ya,Ya,3,3,1,13201007312_R1,13201007312_R2
13201007312,13201007312_G2,2,Na,Na,5,5,1,13201007312_R2,13201007312_R3
13201007313,13201007313_G1,1,Ko,Na,4,5,2,13201007313_R1,13201007313_R2
13201007314,13201007314_G1,1,Ya,Ya,3,3,1,13201007314_R1,13201007314_R2
13201007500,13201007500_G1,1,Ya,Ya,3,3,1,13201007500_R1,13201007500_R2
13201007800,13201007800_G1,1,Ya,Ya,3,3,1,13201007800_R1,13201007800_R2
13201007900,13201007900_G1,1,Ya,Ya,3,3,1,13201007900_R1,13201007900_R2
13201008200,13201008200_G1,1,Na,Na,5,5,1,13201008200_R1,13201008200_R2
13201008800,13201008800_G1,1,Ya,Ya,3,3,1,13201008800_R1,13201008800_R2
13201008800,13201008800_G2,2,Na,Na,5,5,1,13201008800_R2,13201008800_R3
13201009000,13201009000_G1,1,Ya,Ya,3,3,1,13201009000_R1,13201009000_R2
13201009600,13201009600_G1,1,Ya,Ya,3,3,1,13201009600_R1,13201009600_R2
13201009600,13201009600_G2,2,Na,Na,5,5,1,13201009600_R2,13201009600_R3
13201009700,13201009700_G1,1,Na,Na,5,5,1,13201009700_R1,13201009700_R2
13201009900,13201009900_G1,1,Ko,Na,4,5,2,13201009900_R1,13201009900_R2
13201010800,13201010800_G1,1,Ya,Ya,3,3,1,13201010800_R1,13201010800_R2
13201010800,13201010800_G2,2,Na,Na,5,5,1,13201010800_R2,13201010800_R3
13201010900,13201010900_G1,1,Ya,Ya,3,3,1,13201010900_R1,13201010900_R2
13201011000,13201011000_G1,1,Ya,Ya,3,3,1,13201011000_R1,13201011000_R2
13201011400,13201011400_G1,1,Ya,Ya,3,3,1,13201011400_R1,13201011400_R2
13201011600,13201011600_G1,1,Ya,He,3,6,4,13201011600_R1,13201011600_R2
13201011700,13201011700_G1,1,Ya,Ya,3,3,1,13201011700_R1,13201011700_R2
13201011800,13201011800_G1,1,Ya,Ya,3,3,1,13201011800_R1,13201011800_R2
13201011800,13201011800_G2,2,Na,Na,5,5,1,13201011800_R2,13201011800_R3
13201012000,13201012000_G1,1,Ya,Ya,3,3,1,13201012000_R1,13201012000_R2
13201012300,13201012300_G1,1,Ya,Na,3,5,3,13201012300_R1,13201012300_R2
13201012400,13201012400_G1,1,Na,Na,5,5,1,13201012400_R1,13201012400_R2
13201012500,13201012500_G1,1,Ya,Na,3,5,3,13201012500_R1,13201012500_R2
13201012700,13201012700_G1,1,Ya,Ko,3,4,2,13201012700_R1,13201012700_R2
13201013000,13201013000_G1,1,Ko,Ko,4,4,1,13201013000_R1,13201013000_R2
13201013400,13201013400_G1,1,Ya,Ko,3,4,2,13201013400_R1,13201013400_R2
13201013500,13201013500_G1,1,Ya,Ya,3,3,1,13201013500_R1,13201013500_R2
13201013500,13201013500_G2,2,Na,Na,5,5,1,13201013500_R2,13201013500_R3
13201013600,13201013600_G1,1,Ya,Ya,3,3,1,13201013600_R1,13201013600_R2
13201013600,13201013600_G2,2,Na,Na,5,5,1,13201013600_R2,13201013600_R3
13201013800,13201013800_G1,1,Ya,Ya,3,3,1,13201013800_R1,13201013800_R2
13201014000,13201014000_G1,1,Ya,Ya,3,3,1,13201014000_R1,13201014000_R2
13201014000,13201014000_G2,2,Na,Na,5,5,1,13201014000_R2,13201014000_R3
13201014300,13201014300_G1,1,Na,Na,5,5,1,13201014300_R1,13201014300_R2
13201014400,13201014400_G1,1,Ya,Ya,3,3,1,13201014400_R1,13201014400_R2
13201015000,13201015000_G1,1,Ya,Ya,3,3,1,13201015000_R1,13201015000_R2
13201015100,13201015100_G1,1,Ya,Ya,3,3,1,13201015100_R1,13201015100_R2
13201015300,13201015300_G1,1,Ya,Na,3,5,3,13201015300_R1,13201015300_R2
13201015500,13201015500_G1,1,Ko,Ko,4,4,1,13201015500_R1,13201015500_R2
13201015800,13201015800_G1,1,Ko,Ko,4,4,1,13201015800_R1,13201015800_R2
13201016000,13201016000_G1,1,Ya,Ya,3,3,1,13201016000_R1,13201016000_R2
13201016100,13201016100_G1,1,Ya,Ya,3,3,1,13201016100_R1,13201016100_R2
13201016300,13201016300_G1,1,Na,Na,5,5,1,13201016300_R1,13201016300_R2
13201016900,13201016900_G1,1,Ya,Ko,3,4,2,13201016900_R1,13201016900_R2
13201017100,13201017100_G1,1,Ya,Na,3,5,3,13201017100_R1,13201017100_R2
13201017400,13201017400_G1,1,Ya,Ko,3,4,2,13201017400_R1,13201017400_R2
13201017700,13201017700_G1,1,Ya,Ko,3,4,2,13201017700_R1,13201017700_R2
13201017825,13201017825_G1,1,Ya,Na,3,5,3,13201017825_R1,13201017825_R2
13201017858,13201017858_G1,1,Ya,Na,3,5,3,13201017858_R1,13201017858_R2
13201018000,13201018000_G1,1,Ya,Na,3,5,3,13201018000_R1,13201018000_R2
13201018700,13201018700_G1,1,Ko,Ko,4,4,1,13201018700_R1,13201018700_R2
13201019600,13201019600_G1,1,Ya,Na,3,5,3,13201019600_R1,13201019600_R2
13201020000,13201020000_G1,1,Ya,Na,3,5,3,13201020000_R1,13201020000_R2
13201020500,13201020500_G1,1,Ko,Ko,4,4,1,13201020500_R1,13201020500_R2
13201020600,13201020600_G1,1,Ya,Na,3,5,3,13201020600_R1,13201020600_R2
13201020700,13201020700_G1,1,Ya,Na,3,5,3,13201020700_R1,13201020700_R2
13201020800,13201020800_G1,1,Ya,Na,3,5,3,13201020800_R1,13201020800_R2
13201020900,13201020900_G1,1,Ko,Na,4,5,2,13201020900_R1,13201020900_R2
13201021200,13201021200_G1,1,Ya,Na,3,5,3,13201021200_R1,13201021200_R2
13201021700,13201021700_G1,1,Ya,Ya,3,3,1,13201021700_R1,13201021700_R2
13201021800,13201021800_G1,1,Ya,Na,3,5,3,13201021800_R1,13201021800_R2
13201021900,13201021900_G1,1,Ya,Ko,3,4,2,13201021900_R1,13201021900_R2
13201022000,13201022000_G1,1,Ya,Na,3,5,3,13201022000_R1,13201022000_R2
13201022200,13201022200_G1,1,Ya,Na,3,5,3,13201022200_R1,13201022200_R2
13201022300,13201022300_G1,1,Ya,Ko,3,4,2,13201022300_R1,13201022300_R2
13201022400,13201022400_G1,1,Ya,Ko,3,4,2,13201022400_R1,13201022400_R2
13201022500,13201022500_G1,1,Ya,Na,3,5,3,13201022500_R1,13201022500_R2
13201022600,13201022600_G1,1,Ya,Na,3,5,3,13201022600_R1,13201022600_R2
13201022700,13201022700_G1,1,Ya,Ya,3,3,1,13201022700_R1,13201022700_R2
13201022800,13201022800_G1,1,Ya,Ya,3,3,1,13201022800_R1,13201022800_R2
13201023000,13201023000_G1,1,Ya,Ko,3,4,2,13201023000_R1,13201023000_R2
13201023100,13201023100_G1,1,Ya,Ya,3,3,1,13201023100_R1,13201023100_R2
13201023100,13201023100_G2,2,Na,Na,5,5,1,13201023100_R2,13201023100_R3
13201023300,13201023300_G1,1,Ya,Ko,3,4,2,13201023300_R1,13201023300_R2
13201023400,13201023400_G1,1,Ya,Ko,3,4,2,13201023400_R1,13201023400_R2
13201023500,13201023500_G1,1,Ya,Ko,3,4,2,13201023500_R1,13201023500_R2
13201023700,13201023700_G1,1,Ya,Ko,3,4,2,13201023700_R1,13201023700_R2
13201023800,13201023800_G1,1,Ya,Ya,3,3,1,13201023800_R1,13201023800_R2
13201023800,13201023800_G2,2,Na,Na,5,5,1,13201023800_R2,13201023800_R3
13201023900,13201023900_G1,1,Ya,Ya,3,3,1,13201023900_R1,13201023900_R2
13201024000,13201024000_G1,1,Ko,Na,4,5,2,13201024000_R1,13201024000_R2
13201024200,13201024200_G1,1,Ya,Ko,3,4,2,13201024200_R1,13201024200_R2
13201024500,13201024500_G1,1,Ya,Ya,3,3,1,13201024500_R1,13201024500_R2
13201024900,13201024900_G1,1,Ya,Na,3,5,3,13201024900_R1,13201024900_R2
13201025200,13201025200_G1,1,Ya,Ko,3,4,2,13201025200_R1,13201025200_R2
13201025400,13201025400_G1,1,Ya,Ko,3,4,2,13201025400_R1,13201025400_R2
13201025600,13201025600_G1,1,Ko,Na,4,5,2,13201025600_R1,13201025600_R2
13201025800,13201025800_G1,1,Ya,Ya,3,3,1,13201025800_R1,13201025800_R2
13201026300,13201026300_G1,1,Ya,Ya,3,3,1,13201026300_R1,13201026300_R2
13201026600,13201026600_G1,1,Ya,Na,3,5,3,13201026600_R1,13201026600_R2
13201026700,13201026700_G1,1,Ya,He,3,6,4,13201026700_R1,13201026700_R2
13201026800,13201026800_G1,1,Ya,Ko,3,4,2,13201026800_R1,13201026800_R2
13201027000,13201027000_G1,1,Ya,Ko,3,4,2,13201027000_R1,13201027000_R2
13201027100,13201027100_G1,1,Ya,Na,3,5,3,13201027100_R1,13201027100_R2
13201027200,13201027200_G1,1,Ya,Ya,3,3,1,13201027200_R1,13201027200_R2
13201027400,13201027400_G1,1,Ya,Ko,3,4,2,13201027400_R1,13201027400_R2
13201027500,13201027500_G1,1,Ya,Ko,3,4,2,13201027500_R1,13201027500_R2
13201027600,13201027600_G1,1,Ya,Ya,3,3,1,13201027600_R1,13201027600_R2
13201027900,13201027900_G1,1,Ya,Ko,3,4,2,13201027900_R1,13201027900_R2
13201028300,13201028300_G1,1,Ya,Na,3,5,3,13201028300_R1,13201028300_R2
13201028600,13201028600_G1,1,Ya,Na,3,5,3,13201028600_R1,13201028600_R2
13201029300,13201029300_G1,1,Ya,Na,3,5,3,13201029300_R1,13201029300_R2
13201029500,13201029500_G1,1,Ya,Ko,3,4,2,13201029500_R1,13201029500_R2
13201029700,13201029700_G1,1,Ya,Ko,3,4,2,13201029700_R1,13201029700_R2
13201029900,13201029900_G1,1,Ya,Ya,3,3,1,13201029900_R1,13201029900_R2
13201029900,13201029900_G2,2,Na,Na,5,5,1,13201029900_R2,13201029900_R3
13201030000,13201030000_G1,1,Ya,Ko,3,4,2,13201030000_R1,13201030000_R2
13201030100,13201030100_G1,1,Ya,Ko,3,4,2,13201030100_R1,13201030100_R2
13201030300,13201030300_G1,1,Ya,Ko,3,4,2,13201030300_R1,13201030300_R2
13201030400,13201030400_G1,1,Ya,Ko,3,4,2,13201030400_R1,13201030400_R2
13201030500,13201030500_G1,1,Ko,Ko,4,4,1,13201030500_R1,13201030500_R2
13201030600,13201030600_G1,1,Ya,Ko,3,4,2,13201030600_R1,13201030600_R2
13201030700,13201030700_G1,1,Ya,Ko,3,4,2,13201030700_R1,13201030700_R2
13201030800,13201030800_G1,1,Ya,Ya,3,3,1,13201030800_R1,13201030800_R2
13201030800,13201030800_G2,2,Na,Na,5,5,1,13201030800_R2,13201030800_R3
13201030900,13201030900_G1,1,Ya,Ko,3,4,2,13201030900_R1,13201030900_R2
13201031000,13201031000_G1,1,Ko,Na,4,5,2,13201031000_R1,13201031000_R2
13201031100,13201031100_G1,1,Ya,Ko,3,4,2,13201031100_R1,13201031100_R2
13201031700,13201031700_G1,1,Ya,Ko,3,4,2,13201031700_R1,13201031700_R2
13201031800,13201031800_G1,1,Ya,Ko,3,4,2,13201031800_R1,13201031800_R2
13201031900,13201031900_G1,1,Ya,Ko,3,4,2,13201031900_R1,13201031900_R2
13201032000,13201032000_G1,1,Ya,Ko,3,4,2,13201032000_R1,13201032000_R2
13201032100,13201032100_G1,1,Ya,Ko,3,4,2,13201032100_R1,13201032100_R2
13201032200,13201032200_G1,1,Ya,Ko,3,4,2,13201032200_R1,13201032200_R2
13201032400,13201032400_G1,1,Ya,He,3,6,4,13201032400_R1,13201032400_R2
13201032500,13201032500_G1,1,Ya,Ya,3,3,1,13201032500_R1,13201032500_R2
13201032700,13201032700_G1,1,Ko,Ko,4,4,1,13201032700_R1,13201032700_R2
13201032800,13201032800_G1,1,Ya,Ko,3,4,2,13201032800_R1,13201032800_R2
13201032900,13201032900_G1,1,Ya,Ko,3,4,2,13201032900_R1,13201032900_R2
13201033000,13201033000_G1,1,Ya,Ko,3,4,2,13201033000_R1,13201033000_R2
13201033200,13201033200_G1,1,Ya,Ko,3,4,2,13201033200_R1,13201033200_R2
13201033300,13201033300_G1,1,Ya,Ko,3,4,2,13201033300_R1,13201033300_R2
13201033400,13201033400_G1,1,Ya,Na,3,5,3,13201033400_R1,13201033400_R2
13201033500,13201033500_G1,1,Ya,Ko,3,4,2,13201033500_R1,13201033500_R2
13201033600,13201033600_G1,1,Ya,Na,3,5,3,13201033600_R1,13201033600_R2
13201033700,13201033700_G1,1,Ya,Ko,3,4,2,13201033700_R1,13201033700_R2
13201033800,13201033800_G1,1,Ya,Ko,3,4,2,13201033800_R1,13201033800_R2
13201034000,13201034000_G1,1,Ya,Ya,3,3,1,13201034000_R1,13201034000_R2
13201034200,13201034200_G1,1,Na,Na,5,5,1,13201034200_R1,13201034200_R2
13201034300,13201034300_G1,1,Ya,Na,3,5,3,13201034300_R1,13201034300_R2
13201034600,13201034600_G1,1,Ya,Ko,3,4,2,13201034600_R1,13201034600_R2
13201034800,13201034800_G1,1,Ya,Ko,3,4,2,13201034800_R1,13201034800_R2
13201035100,13201035100_G1,1,Ya,Ko,3,4,2,13201035100_R1,13201035100_R2
13201035200,13201035200_G1,1,Ya,Ko,3,4,2,13201035200_R1,13201035200_R2
13201035500,13201035500_G1,1,Ya,Ya,3,3,1,13201035500_R1,13201035500_R2
13201035700,13201035700_G1,1,Ya,Ko,3,4,2,13201035700_R1,13201035700_R2
13201035800,13201035800_G1,1,Ya,Ko,3,4,2,13201035800_R1,13201035800_R2
13201035900,13201035900_G1,1,Ya,Ko,3,4,2,13201035900_R1,13201035900_R2
13201036100,13201036100_G1,1,Ya,Ko,3,4,2,13201036100_R1,13201036100_R2
13201036200,13201036200_G1,1,Ya,He,3,6,4,13201036200_R1,13201036200_R2
13201036300,13201036300_G1,1,Ya,Ko,3,4,2,13201036300_R1,13201036300_R2
13201036400,13201036400_G1,1,Ya,Ko,3,4,2,13201036400_R1,13201036400_R2
13201036500,13201036500_G1,1,Ya,Ko,3,4,2,13201036500_R1,13201036500_R2
13201036600,13201036600_G1,1,Ya,Ya,3,3,1,13201036600_R1,13201036600_R2
13201036700,13201036700_G1,1,Ya,Ya,3,3,1,13201036700_R1,13201036700_R2
13201036800,13201036800_G1,1,Ya,Ya,3,3,1,13201036800_R1,13201036800_R2
13201036900,13201036900_G1,1,Ya,Na,3,5,3,13201036900_R1,13201036900_R2
13201037000,13201037000_G1,1,Ya,Ko,3,4,2,13201037000_R1,13201037000_R2
13201037100,13201037100_G1,1,Ya,Ko,3,4,2,13201037100_R1,13201037100_R2
13201037200,13201037200_G1,1,Ya,He,3,6,4,13201037200_R1,13201037200_R2
13201037300,13201037300_G1,1,Ya,Ko,3,4,2,13201037300_R1,13201037300_R2
13201037500,13201037500_G1,1,Ya,Ko,3,4,2,13201037500_R1,13201037500_R2
13201037600,13201037600_G1,1,Ya,Ya,3,3,1,13201037600_R1,13201037600_R2
13201037600,13201037600_G2,2,Na,Na,5,5,1,13201037600_R2,13201037600_R3
13201037700,13201037700_G1,1,Ya,He,3,6,4,13201037700_R1,13201037700_R2
13201037800,13201037800_G1,1,Ya,Ko,3,4,2,13201037800_R1,13201037800_R2
13201037900,13201037900_G1,1,Ya,Ko,3,4,2,13201037900_R1,13201037900_R2
13201038200,13201038200_G1,1,Ko,Ko,4,4,1,13201038200_R1,13201038200_R2
13201038600,13201038600_G1,1,Ko,Na,4,5,2,13201038600_R1,13201038600_R2
13201038700,13201038700_G1,1,Ya,Ko,3,4,2,13201038700_R1,13201038700_R2
13201038900,13201038900_G1,1,Ya,Ya,3,3,1,13201038900_R1,13201038900_R2
13201039000,13201039000_G1,1,Ya,Ko,3,4,2,13201039000_R1,13201039000_R2
13201039400,13201039400_G1,1,Ya,Ya,3,3,1,13201039400_R1,13201039400_R2
13201039400,13201039400_G2,2,Na,Na,5,5,1,13201039400_R2,13201039400_R3
13201039600,13201039600_G1,1,Ya,Na,3,5,3,13201039600_R1,13201039600_R2
13201039700,13201039700_G1,1,Ya,Ya,3,3,1,13201039700_R1,13201039700_R2
13201039800,13201039800_G1,1,Ya,Ko,3,4,2,13201039800_R1,13201039800_R2
13201039900,13201039900_G1,1,Ya,Na,3,5,3,13201039900_R1,13201039900_R2
13201040000,13201040000_G1,1,Ya,Ko,3,4,2,13201040000_R1,13201040000_R2
13201040100,13201040100_G1,1,Ya,Ya,3,3,1,13201040100_R1,13201040100_R2
13201040300,13201040300_G1,1,Ya,Ko,3,4,2,13201040300_R1,13201040300_R2
13201040400,13201040400_G1,1,Ya,Ko,3,4,2,13201040400_R1,13201040400_R2
13201040700,13201040700_G1,1,Ya,Ko,3,4,2,13201040700_R1,13201040700_R2
13201040800,13201040800_G1,1,Ya,Ko,3,4,2,13201040800_R1,13201040800_R2
13201041000,13201041000_G1,1,Ko,Ko,4,4,1,13201041000_R1,13201041000_R2
13201041100,13201041100_G1,1,Ya,Ko,3,4,2,13201041100_R1,13201041100_R2
13201041300,13201041300_G1,1,Ya,Ko,3,4,2,13201041300_R1,13201041300_R2
13201041500,13201041500_G1,1,Ko,Ko,4,4,1,13201041500_R1,13201041500_R2
13201041700,13201041700_G1,1,Ya,Na,3,5,3,13201041700_R1,13201041700_R2
13201041900,13201041900_G1,1,Ko,Ko,4,4,1,13201041900_R1,13201041900_R2
13201042000,13201042000_G1,1,Ya,Ya,3,3,1,13201042000_R1,13201042000_R2
13201042200,13201042200_G1,1,Ya,Ko,3,4,2,13201042200_R1,13201042200_R2
13201042300,13201042300_G1,1,Ya,Ko,3,4,2,13201042300_R1,13201042300_R2
13201042400,13201042400_G1,1,Ya,Ko,3,4,2,13201042400_R1,13201042400_R2
13201042500,13201042500_G1,1,Ko,Ko,4,4,1,13201042500_R1,13201042500_R2
13201042900,13201042900_G1,1,Ya,Ya,3,3,1,13201042900_R1,13201042900_R2
13201043200,13201043200_G1,1,Ya,Ko,3,4,2,13201043200_R1,13201043200_R2
13201043400,13201043400_G1,1,Ya,Ya,3,3,1,13201043400_R1,13201043400_R2
13201043600,13201043600_G1,1,Ya,Ko,3,4,2,13201043600_R1,13201043600_R2
13201043700,13201043700_G1,1,Ya,Ko,3,4,2,13201043700_R1,13201043700_R2
13201043900,13201043900_G1,1,Ya,Ya,3,3,1,13201043900_R1,13201043900_R2
13201043900,13201043900_G2,2,Na,Na,5,5,1,13201043900_R2,13201043900_R3
13201044000,13201044000_G1,1,Ya,Na,3,5,3,13201044000_R1,13201044000_R2
13201044300,13201044300_G1,1,Ya,Ya,3,3,1,13201044300_R1,13201044300_R2
13201044500,13201044500_G1,1,Ya,Ko,3,4,2,13201044500_R1,13201044500_R2
13201044600,13201044600_G1,1,Ya,Ko,3,4,2,13201044600_R1,13201044600_R2
13201044700,13201044700_G1,1,Ya,Ko,3,4,2,13201044700_R1,13201044700_R2
13201044800,13201044800_G1,1,Ya,Na,3,5,3,13201044800_R1,13201044800_R2
13201044900,13201044900_G1,1,Ya,Ya,3,3,1,13201044900_R1,13201044900_R2
13201045000,13201045000_G1,1,Ya,Ko,3,4,2,13201045000_R1,13201045000_R2
13201045300,13201045300_G1,1,Ya,Ya,3,3,1,13201045300_R1,13201045300_R2
13201045600,13201045600_G1,1,Ya,Ko,3,4,2,13201045600_R1,13201045600_R2
13201045700,13201045700_G1,1,Ya,Na,3,5,3,13201045700_R1,13201045700_R2
13201045800,13201045800_G1,1,Ya,Ya,3,3,1,13201045800_R1,13201045800_R2
13201046000,13201046000_G1,1,Ya,Na,3,5,3,13201046000_R1,13201046000_R2
13201046900,13201046900_G1,1,Na,Na,5,5,1,13201046900_R1,13201046900_R2
13201047000,13201047000_G1,1,Ya,Ko,3,4,2,13201047000_R1,13201047000_R2
13201047100,13201047100_G1,1,Ya,Ko,3,4,2,13201047100_R1,13201047100_R2
13201047200,13201047200_G1,1,Ya,He,3,6,4,13201047200_R1,13201047200_R2
13201047300,13201047300_G1,1,Ya,Ya,3,3,1,13201047300_R1,13201047300_R2
13201047300,13201047300_G2,2,Na,He,5,6,2,13201047300_R2,13201047300_R3
13201047500,13201047500_G1,1,Ya,Ya,3,3,1,13201047500_R1,13201047500_R2
13201047500,13201047500_G2,2,Na,Na,5,5,1,13201047500_R2,13201047500_R3
13201047600,13201047600_G1,1,Ya,Ya,3,3,1,13201047600_R1,13201047600_R2
13201047600,13201047600_G2,2,Na,Na,5,5,1,13201047600_R2,13201047600_R3
13201047700,13201047700_G1,1,Ya,Ya,3,3,1,13201047700_R1,13201047700_R2
13201047900,13201047900_G1,1,Ya,Ya,3,3,1,13201047900_R1,13201047900_R2
13201048900,13201048900_G1,1,Ko,He,4,6,3,13201048900_R1,13201048900_R2
13201049700,13201049700_G1,1,Ya,Ya,3,3,1,13201049700_R1,13201049700_R2
13201049700,13201049700_G2,2,Na,Na,5,5,1,13201049700_R2,13201049700_R3
13201050800,13201050800_G1,1,Ya,Ya,3,3,1,13201050800_R1,13201050800_R2
13201050800,13201050800_G2,2,Na,Na,5,5,1,13201050800_R2,13201050800_R3
13201050900,13201050900_G1,1,Na,Na,5,5,1,13201050900_R1,13201050900_R2
13201051300,13201051300_G1,1,Na,Na,5,5,1,13201051300_R1,13201051300_R2
13201051400,13201051400_G1,1,Ko,Na,4,5,2,13201051400_R1,13201051400_R2
13201051800,13201051800_G1,1,Ya,Ko,3,4,2,13201051800_R1,13201051800_R2
13201051900,13201051900_G1,1,Ya,Ya,3,3,1,13201051900_R1,13201051900_R2
13201051900,13201051900_G2,2,Na,Na,5,5,1,13201051900_R2,13201051900_R3
13201052200,13201052200_G1,1,Ya,Ko,3,4,2,13201052200_R1,13201052200_R2
13201052400,13201052400_G1,1,Ya,Ya,3,3,1,13201052400_R1,13201052400_R2
13201052700,13201052700_G1,1,Ya,Ko,3,4,2,13201052700_R1,13201052700_R2
13201052800,13201052800_G1,1,Ya,He,3,6,4,13201052800_R1,13201052800_R2
13201052900,13201052900_G1,1,Ya,Ya,3,3,1,13201052900_R1,13201052900_R2
13201053000,13201053000_G1,1,Ya,Na,3,5,3,13201053000_R1,13201053000_R2
13201053100,13201053100_G1,1,Ya,Ko,3,4,2,13201053100_R1,13201053100_R2
13201053200,13201053200_G1,1,Ya,Ko,3,4,2,13201053200_R1,13201053200_R2
13201053300,13201053300_G1,1,Ya,Ya,3,3,1,13201053300_R1,13201053300_R2
13201053400,13201053400_G1,1,Ya,Ko,3,4,2,13201053400_R1,13201053400_R2
13201053600,13201053600_G1,1,Ya,Ko,3,4,2,13201053600_R1,13201053600_R2
13201053800,13201053800_G1,1,Ya,Ko,3,4,2,13201053800_R1,13201053800_R2
13201054100,13201054100_G1,1,Ya,Ya,3,3,1,13201054100_R1,13201054100_R2
13201054100,13201054100_G2,2,Na,Na,5,5,1,13201054100_R2,13201054100_R3
13201054200,13201054200_G1,1,Ya,Na,3,5,3,13201054200_R1,13201054200_R2
13201054500,13201054500_G1,1,Ya,Ko,3,4,2,13201054500_R1,13201054500_R2
13201054700,13201054700_G1,1,Ya,Ko,3,4,2,13201054700_R1,13201054700_R2
13201054800,13201054800_G1,1,Ya,Na,3,5,3,13201054800_R1,13201054800_R2
13201055000,13201055000_G1,1,Ya,Na,3,5,3,13201055000_R1,13201055000_R2
13201055100,13201055100_G1,1,Ya,Ko,3,4,2,13201055100_R1,13201055100_R2
13201055200,13201055200_G1,1,Ya,Ko,3,4,2,13201055200_R1,13201055200_R2
13201055300,13201055300_G1,1,Ko,Ko,4,4,1,13201055300_R1,13201055300_R2
13201055400,13201055400_G1,1,Ya,Ko,3,4,2,13201055400_R1,13201055400_R2
13201055500,13201055500_G1,1,Ya,Ko,3,4,2,13201055500_R1,13201055500_R2
13201055600,13201055600_G1,1,Ya,Ya,3,3,1,13201055600_R1,13201055600_R2
13201055600,13201055600_G2,2,Na,Na,5,5,1,13201055600_R2,13201055600_R3
13201055900,13201055900_G1,1,Ya,Ko,3,4,2,13201055900_R1,13201055900_R2
13201056000,13201056000_G1,1,Ya,Na,3,5,3,13201056000_R1,13201056000_R2
13201056200,13201056200_G1,1,Ya,Na,3,5,3,13201056200_R1,13201056200_R2
13201056300,13201056300_G1,1,Ya,Ko,3,4,2,13201056300_R1,13201056300_R2
13201056500,13201056500_G1,1,Ya,Ko,3,4,2,13201056500_R1,13201056500_R2
13201056600,13201056600_G1,1,Ya,Ya,3,3,1,13201056600_R1,13201056600_R2
13201056700,13201056700_G1,1,Ya,Ko,3,4,2,13201056700_R1,13201056700_R2
13201056800,13201056800_G1,1,Ya,Ko,3,4,2,13201056800_R1,13201056800_R2
13201057000,13201057000_G1,1,Ya,Ko,3,4,2,13201057000_R1,13201057000_R2
13201057200,13201057200_G1,1,Ya,Ko,3,4,2,13201057200_R1,13201057200_R2
13201057400,13201057400_G1,1,Ya,Na,3,5,3,13201057400_R1,13201057400_R2
13201057800,13201057800_G1,1,Ya,Ko,3,4,2,13201057800_R1,13201057800_R2
13201057900,13201057900_G1,1,Ya,Na,3,5,3,13201057900_R1,13201057900_R2
13201058000,13201058000_G1,1,Ya,Ko,3,4,2,13201058000_R1,13201058000_R2
13201058100,13201058100_G1,1,Ya,Na,3,5,3,13201058100_R1,13201058100_R2
13201058400,13201058400_G1,1,Ya,Na,3,5,3,13201058400_R1,13201058400_R2
13201058500,13201058500_G1,1,Ya,Na,3,5,3,13201058500_R1,13201058500_R2
13201058700,13201058700_G1,1,Ya,Ko,3,4,2,13201058700_R1,13201058700_R2
13201059200,13201059200_G1,1,Ya,Ko,3,4,2,13201059200_R1,13201059200_R2
13201059500,13201059500_G1,1,Ya,Ko,3,4,2,13201059500_R1,13201059500_R2
13201060100,13201060100_G1,1,Ya,Ko,3,4,2,13201060100_R1,13201060100_R2
13201060300,13201060300_G1,1,Ya,He,3,6,4,13201060300_R1,13201060300_R2
13201060400,13201060400_G1,1,Ya,Ko,3,4,2,13201060400_R1,13201060400_R2
13201060500,13201060500_G1,1,Ya,Na,3,5,3,13201060500_R1,13201060500_R2
13201060800,13201060800_G1,1,Ya,Na,3,5,3,13201060800_R1,13201060800_R2
13201060900,13201060900_G1,1,Ya,Ko,3,4,2,13201060900_R1,13201060900_R2
