ID,都道府県,遺跡群名,遺跡名,地点地区名,文化層石器文化,遺跡群名読み方,遺跡名読み方,地点区名読み方,所在地,緯度,Latitude,経度,Longitude,測地系,標高,ナイフ形石器,台形（様）石器,斧形石器,剥片尖頭器,角錐状石器三稜尖頭器,槍先形尖頭器,両面調整石器,細石刃細石核等,神子柴型石斧,有茎（舌）尖頭器,掻器削器,彫器,砥石,叩石,台石,礫器,その他の石器,草創期土器,ブロック･ユニット,礫群配石,炭化物集中,その他の遺構,特記事項,文献,調査歴,作成年月日,作成者,更新年月日,更新者
131297 ,東京都,,多摩蘭坂遺跡,第5地点,第2文化層,,Tamaranzaka,Loc.5,東京都国分寺市内藤町1-1,354133 ,35.684167 ,1392734 ,139.451111 ,世界,79 ,○,○,○,,,,,,,,,,,○,○,,楔形石器、二次加工剥片、使用痕剥片、石刃、石核、剥片、砕片、磨石,,○,,,,,国分寺市遺跡調査団編1999,発掘調査,20091006,野口　淳,,
131303 ,東京都,,多摩蘭坂遺跡,第8地点A区,第1文化層,,Tamaranzaka,Loc.8,東京都国分寺市内藤町1-2・3,354139 ,35.685833 ,1392726 ,139.451667 ,世界,80 ,,○,○,,,,,,,,○,,,○,,○,鋸歯縁石器、楔形石器、二次加工剥片、使用痕剥片、石核、剥片,,○,,,,,国分寺市遺跡調査団編2003,発掘調査,20091006,野口　淳,,
131304 ,東京都,,多摩蘭坂遺跡,第8地点B・C・D区,第1文化層,,Tamaranzaka,Loc.8,東京都国分寺市内藤町1-2・3,354137 ,35.685278 ,1392728 ,139.452222 ,世界,80 ,○,○,,,,,,,,,,,,○,,,基部加工石器、鋸歯縁石器、二次加工剥片、使用痕剥片、石刃、石核、剥片,,○,,,,,国分寺市遺跡調査団編2003,発掘調査,20091006,野口　淳,,
131397 ,東京都,,花沢東遺跡,第1地点,第7文化層,,Hanazawa-higashi,Loc.1,東京都国分寺市南町3-10,354154 ,35.684444 ,1392851 ,139.466944 ,世界,71 ,,,○,,,,,,,,,,,,,,,,,,,,,恋ヶ窪遺跡調査団編1984,発掘調査,20091006,野口　淳,,
131464 ,東京都,,西下里遺跡,第1地点,Ⅳ下層文化,,Nishi-shimozato,Loc.1,東京都東久留米市下里4-4,354525 ,35.751389 ,1392945 ,139.484722 ,世界,65 ,○,○,,,,,,,,,,,,○,,,石錐、剥片,,,○,,,,西下里遺跡調査団編1976,発掘調査,20091025,野口　淳,,
131474 ,東京都,,下里本邑遺跡,第1地点,Ⅸ層,,Shimozato-honmura,Loc.1,東京都東久留米市野火止3-3,354539 ,35.752500 ,1393031 ,139.500278 ,世界,56 ,○,,○,,,,,,,,○,○,,,,○,二次加工剥片、使用痕剥片、石核、剥片、砕片,,○,○,,,,下里本邑遺跡調査団編1982,発掘調査,20091025,野口　淳,,
131498 ,東京都,,三角山遺跡,,ハードローム,,Sankakuyama,,東京都東久留米市浅間町2-14,354536 ,35.751667 ,1393237 ,139.535278 ,世界,40 ,○,○,,,,,,,,,○,,,,,,石錐,,,○,,,,直良1954,発掘調査,20091026,野口　淳,,
131526 ,東京都,,多聞寺前遺跡,,Ⅸ層文化層,,Tamonjimae,,東京都東久留米市南沢1-15・16,354522 ,35.750556 ,1393155 ,139.518056 ,世界,44 ,○,,○,,,,,,,,○,,,○,,,石錐、二次加工剥片、使用痕剥片、石核、剥片、砕片,,○,,○,土坑2,,多聞寺前遺跡調査団編1983,発掘調査,20091026,野口　淳,,
131546 ,東京都,,鈴木遺跡,A・B地点,Ⅴ層,,Suzuki,Loc.A/B,東京都小平市鈴木町1-181,354310 ,35.716667 ,1392953 ,139.484167 ,世界,70 ,○,○,,,,,,,,,○,,,○,○,,二次加工剥片、使用痕剥片、石核、剥片、砕片、磨石,,○,○,,炉址（炭化物を多く含む掘り込み）1,,鈴木遺跡調査団編1980b,発掘調査,20091026,野口　淳,,
131548 ,東京都,,鈴木遺跡,A・B地点,Ⅸ層,,Suzuki,Loc.A/B,東京都小平市鈴木町1-181,354310 ,35.716667 ,1392953 ,139.484167 ,世界,70 ,○,,○,,,,,,,,○,,,○,○,,のみ状石器、二次加工剥片、使用痕剥片、石核、剥片、砕片,,○,○,,ピット7,,鈴木遺跡調査団編1980b,発掘調査,20091026,野口　淳,,
131552 ,東京都,,鈴木遺跡,D地点,Ⅶ層,,Suzuki,Loc.D,東京都小平市鈴木町1-181,354306 ,35.718333 ,1392951 ,139.483611 ,世界,70 ,○,,○,,,,,,,,○,○,,○,○,,二次加工剥片、使用痕剥片、石核、剥片、砕片,,○,○,,,,鈴木遺跡調査団編1980b,発掘調査,20091026,野口　淳,,
131553 ,東京都,,鈴木遺跡,D地点,Ⅸ層,,Suzuki,Loc.D,東京都小平市鈴木町1-181,354306 ,35.718333 ,1392951 ,139.483611 ,世界,70 ,○,,○,,,,,,,,○,,,○,,,二次加工剥片、使用痕剥片、石核、剥片、砕片,,○,○,,炉址1、ピット3,※範囲確認調査ではⅩ層出土資料を含む,鈴木遺跡調査団編1980b,発掘調査,20091026,野口　淳,,
131561 ,東京都,,鈴木遺跡,C地点,Ⅹ層,,Suzuki,Loc.C,東京都小平市鈴木町1-481,354308 ,35.718889 ,1392949 ,139.485833 ,世界,73 ,○,,○,,,,,,,,,,,○,,,使用痕剥片、剥片、原石,,○,,,,,鈴木遺跡調査団編1980a,発掘調査,20091026,野口　淳,,
131562 ,東京都,,鈴木遺跡,流域下水道2,Ⅳ上層,,Suzuki,Loc.Sewerage 2,東京都小平市鈴木町1-481,354311 ,35.716944 ,1392949 ,139.485833 ,世界,73 ,○,○,,,,,,,,,,,,,,,剥片、砕片,,○,,,,,鈴木遺跡調査団編1976,発掘調査,20091026,野口　淳,,
131563 ,東京都,,鈴木遺跡,流域下水道2,Ⅳ下層,,Suzuki,Loc.Sewerage 2,東京都小平市鈴木町1-481,354311 ,35.716944 ,1392949 ,139.485833 ,世界,73 ,○,○,,,,,,,,,○,,,,,○,石錐、石核、剥片、砕片,,○,○,○,,,鈴木遺跡調査団編1976,発掘調査,20091026,野口　淳,,
131578 ,東京都,,鈴木遺跡,都道地点,Ⅹ層,,Suzuki,Loc.Prefectural Line,東京都小平市鈴木町1-481,354306 ,35.718333 ,1392949 ,139.485833 ,世界,73 ,○,,○,,,,,,,,○,,,○,○,○,使用痕剥片、石核、剥片、砕片,,○,,,,,鈴木遺跡調査団編1981,発掘調査,20091026,野口　淳,,
131582 ,東京都,,鈴木遺跡,御幸第Ⅰ地点,第Ⅳ文化層,,Suzuki,Loc.Miyuki 1,東京都小平市御幸町,354301 ,35.716944 ,1393002 ,139.500556 ,世界,69 ,○,○,,,,,,,,,○,,,,,,石錐、楔形石器、二次加工剥片、石核、剥片、砕片,,○,,,,,小平市遺跡調査会編1982b,発掘調査,20091026,野口　淳,,
131583 ,東京都,,鈴木遺跡,住宅・都市整備公団地点,Ⅹ層,,Suzuki,Loc.Housing and Urban Development Corporation,東京都小平市鈴木町1,354313 ,35.717500 ,1392948 ,139.485556 ,世界,74 ,,,○,,,,,,,,,,,,,○,剥片,,,,,,,小平市遺跡調査会編1982a,発掘調査,20091026,野口　淳,,
131588 ,東京都,,鈴木遺跡,小学校地下通路地点,第Ⅴ文化層,,Suzuki,Loc.Primary school subway,東京都小平市鈴木町1-481,354307 ,35.718611 ,1392948 ,139.485556 ,世界,74 ,○,,○,,,,,,,,,○,,,,,使用痕剥片、石核、剥片、砕片、原石,,○,,,,,小平市遺跡調査会編1984,発掘調査,20091026,野口　淳,,
131594 ,東京都,,鈴木遺跡,三共グラウンド地点,Ⅲ～Ⅳ層,,Suzuki,Loc.Sankyo-ground,東京都小平市鈴木町1-390,354308 ,35.718889 ,1393002 ,139.500556 ,世界,70 ,,,○,,,,,,,,,,,,,,剥片,,,,,,,小平市遺跡調査会編1992,発掘調査,20091026,野口　淳,,
131603 ,東京都,,鈴木遺跡,農林中央金庫北地点,第2地点第4層,,Suzuki,Loc.Norin-chuo bank North,東京都小平市鈴木町1-390,354308 ,35.718889 ,1393002 ,139.500556 ,世界,70 ,○,○,,,,,,,,,,○,,,,,石錐、石刃、石核、剥片,,○,,,土坑1,,小平市遺跡調査会編1993b,発掘調査,20091026,野口　淳,,
131607 ,東京都,,鈴木遺跡,1993年度調査区,Ⅸ層,,Suzuki,Loc.Census 1993,東京都小平市鈴木町1-441-15,354309 ,35.719167 ,1392957 ,139.485278 ,世界,69 ,,○,○,,,,,,,,,,,,,,二次加工剥片、石核,,,,,,,小平市遺跡調査会編1994,発掘調査,20091026,野口　淳,,
131626 ,東京都,,熊ノ郷遺跡,第3次調査区,第Ⅳ文化層,,Kumanogou,Loc.third survey,東京都国分寺市西恋ヶ窪4-1-1・3・6,354219 ,35.702500 ,1392801 ,139.466944 ,世界,74 ,,,○,,,,,,,,,,,,,,二次加工剥片、石核、剥片,,○,○,,,,国分寺市遺跡調査団編2004,発掘調査,20091029,野口　淳,,
131635 ,東京都,宇津木台遺跡群,,D地区,第2文化層,Utsugidai,,Loc.D,東京都八王子市小宮町・平町・石川町・宇津木町,354117 ,35.685278 ,1392140 ,139.350000 ,世界,118 ,○,○,,,,,,,,,,,,,,,被熱礫、炭化物、石核、使用痕のある剥片、剥片,,○,,,,被熱礫と炭化物は数点でまばら,八王子市宇津木台地区遺跡調査会編1987,発掘調査,20051107,柴田亮平,20091028,野口　淳
131910 ,東京都,多摩ニュータウン遺跡群,多摩ニュータウンNo.402遺跡,第2次調査区,,Tama N.T.,No.402,Loc.second survey,東京都八王子市松木205,353720 ,35.616667 ,1392331 ,139.383611 ,世界,100 ,,○,,,,,,,,,○,,,,,,加工痕ある剥片、剥片,,○,,,,,東京都埋蔵文化財センター編2003e,発掘調査,20051228,伊藤健,20091028,野口　淳
131911 ,東京都,多摩ニュータウン遺跡群,多摩ニュータウンNo.402遺跡,第2次調査区,,Tama N.T.,No.402,Loc.second survey,東京都八王子市松木205,353720 ,35.616667 ,1392331 ,139.383611 ,世界,100 ,○,○,,,,,,,,,,○,,○,,,加工痕ある剥片、剥片,,○,,,,,東京都埋蔵文化財センター編2003e,発掘調査,20051228,伊藤健,20091028,野口　淳
131912 ,東京都,多摩ニュータウン遺跡群,多摩ニュータウンNo.402遺跡,第2次調査区,,Tama N.T.,No.402,Loc.second survey,東京都八王子市松木205,353720 ,35.616667 ,1392331 ,139.383611 ,世界,100 ,○,,○,,,,,,,,○,○,,,,,加工痕ある剥片、剥片,,○,,,,,東京都埋蔵文化財センター編2003e,発掘調査,20051228,伊藤健,20091028,野口　淳
131913 ,東京都,多摩ニュータウン遺跡群,多摩ニュータウンNo.402遺跡,第2次調査区,,Tama N.T.,No.402,Loc.second survey,東京都八王子市松木205,353720 ,35.616667 ,1392331 ,139.383611 ,世界,100 ,○,○,,,,,,,,,,,,,,○,加工痕ある剥片、石核、剥片,,○,,,,,東京都埋蔵文化財センター編2003e,発掘調査,20051228,伊藤健,20091028,野口　淳
140067 ,神奈川県,上品濃遺跡群,上品濃遺跡,,,Kamishinano,Kamishinano,,戸塚区上品濃1159他,352601 ,35.433611 ,1393310 ,139.550000 ,世界,58 ,,,○,,,,,,,,,,,,,,,,,,,,草創期初頭,麻生順司他1992,発掘調査,20091130,井関文明,,
140077 ,神奈川県,,下原遺跡,,,,Shimoppara,,川崎市多摩区長尾７-19付近,353627 ,35.601944 ,1393504 ,139.584444 ,世界,53 ,,,○,,,,,,,,,,,,,,,,,,,,,村田文夫・吉澤宏1991,廃土採集,20091130,井関文明,,
140183 ,神奈川県,,根下遺跡,,Ⅳ,,Neshita,,藤沢市大庭字根下1794番地他,352116 ,35.351667 ,1392715 ,139.451389 ,世界,16 ,○,,○,,,,,,,,,,,○,,,UF/石核/剥片/磨石,,○,○,,,,相原俊夫･麻生順司他1987,発掘調査,20090925,脇幸生,,
140413 ,神奈川県,,津久井城跡馬込地区,,Ⅵ,,Tukuijyouatomagomechiku,,相模原市小倉字馬込135-1・127-2外,353449 ,35.569167 ,1391719 ,139.285833 ,世界,150 ,○,,○,,,,,,,,○,,,○,○,,局部磨製石斧/磨石/削器/台形様石器/箆形石器/石核,,○,○,,,環状ブロック群,畠中俊明･澁谷正信他2010,発掘調査,20091203,長澤邦夫,,
140533 ,神奈川県,,大和（仮）配水池内遺跡,,,,Yamatosihaisuichinai,,大和市上草柳1846他,352851 ,35.466944 ,1392626 ,139.435000 ,世界,67 ,○,,○,,,,,,,,○,,,,,,楔形石器,,○,○,,,,戸田哲也・麻生順司1998,発掘調査,20091005,長澤邦夫,,
140780 ,神奈川県,,柏ヶ谷長ヲサ遺跡,,Ⅶ,,Kasiwagaya-nagawosa,,海老名市柏ヶ谷710付近一帯,352804 ,35.467778 ,1392443 ,139.400833 ,世界,50 ,○,,○,,,,,,,,○,,,,,,錐器/RF/UF/剥片/砕片/石核,,○,○,,,,諏訪間・堤1997,発掘調査,20100223,畠中俊明,,
140814 ,神奈川県,,栗原中丸遺跡,,Ⅸ,,kuriharanakamaru,,座間市栗原2487　県立座間総合高校,352917 ,35.485278 ,1392503 ,139.417500 ,世界,70 ,,,○,,,,,,,,○,,,,○,,磨石/剥片,,,,,,,大上周三・鈴木次郎1984,発掘調査,20100217,畠中俊明,,
140841 ,神奈川県,玉峰遺跡群,,,,Gyokuhou,,,南足柄市塚原字玉峰,351803 ,35.300833 ,1390627 ,139.101944 ,世界,320 ,,,○,,,,,,,,,,,,,,剥片,,,,,,,南足柄市1989,表採資料,20090525,大塚健一,,
140901 ,神奈川県,吉岡遺跡群,,Ｃ区,B3L,Yoshioka,,Loc.C,綾瀬市吉岡字蟹ヶ谷857他,352522 ,35.417222 ,1392513 ,139.417500 ,世界,43 ,○,○,○,,,,,,,,,○,,,,,楔/ＲＦ/石核/磨石/剥片/砕片,,○,○,,,,白石浩之・加藤千恵子1996,発掘調査,20091029,吉田政行,,
140902 ,神奈川県,吉岡遺跡群,,Ｃ区,B4MU,Yoshioka,,Loc.C,綾瀬市吉岡字蟹ヶ谷857他,352521 ,35.416944 ,1392513 ,139.417500 ,世界,41 ,,○,,,,,,,,,○,,,,,,剥片/磨石,,○,,,,,白石浩之・加藤千恵子1996,発掘調査,20091029,吉田政行,,
140903 ,神奈川県,吉岡遺跡群,,Ｃ区,B4M,Yoshioka,,Loc.C,綾瀬市吉岡字蟹ヶ谷857他,352524 ,35.417778 ,1392512 ,139.417222 ,世界,40 ,,○,,,,,,,,,○,○,,○,,,ﾅｲﾌ状/尖頭状/RF/UF/剥片/砕片/石核,,○,,,,,白石浩之・加藤千恵子1996,発掘調査,20091029,吉田政行,,
140912 ,神奈川県,吉岡遺跡群,,Ｄ区,B5,Yoshioka,,Loc.D,綾瀬市吉岡字下ノ原665-1,352517 ,35.418611 ,1392522 ,139.417222 ,世界,40 ,,○,,,,,,,,,○,○,,,,,ﾅｲﾌ状/UF/RF/剥片/砕片/石核,,○,,○,,,白石浩之・加藤千恵子1996,発掘調査,20091029,吉田政行,,
140924 ,神奈川県,吉岡遺跡群,,Ｂ区（２次）,Ⅶｂ,Yoshioka,,Loc.B second surbey,綾瀬市吉岡８９４番地他,352518 ,35.418889 ,1392510 ,139.416667 ,世界,40 ,,○,,,,,,,,,,,,○,○,,楔形石器/RF/UF/石核/剥片,,○,,,,,吉田政行他2003,発掘調査,20091029,吉田政行,,
150016 ,新潟県,,樽口遺跡,上段・A地点,A-KATD文化層,,Tarukuti,upper terrace/Loc.A,村上市大字三面字樽口向,381436 ,38.235000 ,1394321 ,139.716944 ,世界,208 ,○,○,,,,,,,,,○,,,,,,剥片/石核,,○,,,,新潟県指定有形文化財,新潟県朝日村教育委員会1996,発掘調査,20060121,吉井雅勇,,
150060 ,新潟県,上車野・上ノ山遺跡群,上車野A遺跡,,,Kamikurumano-uenoyama,Kamikurumano-A,,新発田市小戸字鮫面3323～3325,375304 ,37.884444 ,1392421 ,139.400278 ,世界,95 ,,△,,,,,,,,,,,,,,,○,,,,,,,高橋春栄1988/阿部朝衛1993b,採集資料,20060123,鈴木暁・高橋春栄,,
150067 ,新潟県,,前山遺跡,,,,Maeyama,,新発田市上石川字前山甲5-5ほか,375724 ,37.951111 ,1392512 ,139.417222 ,世界,78 ,○,○,○,,,,,,,,,,,○,,,○,,○,,,,,鈴木・田中ほか1996,発掘調査,20060123,鈴木暁・高橋春栄,,
150078 ,新潟県,,陣場山A遺跡,,,,Jinbayama-A,,新発田市下楠川字長峯564～570,375533 ,37.917500 ,1392429 ,139.402500 ,世界,57 ,,△,,,,,,,,,,,,,,,○,,,,,,,,採集資料,20060123,鈴木暁・高橋春栄,,
150086 ,新潟県,,坂ノ沢C遺跡,,,,Sakanosawa-C,,新発田市虎丸字坂ノ沢1323～1327ほか,375555 ,37.918056 ,1392456 ,139.401667 ,世界,40 ,○,○,○,,,,,,,,,,○,○,,○,○,,○,,,,,新潟県考古学会1999/鈴木1999,発掘調査,20060123,鈴木暁・高橋春栄,,
150112 ,新潟県,,御手洗山遺跡,,,,mitarashiyama,,新潟市大字峰岡字堤ノ上,374527 ,37.751944 ,1385051 ,138.833611 ,世界,16 ,,,○,,,,,,,,,,,,,,,,,,,,,小野1994c,採集資料,20060331,沢田敦,,
150117 ,新潟県,,円山遺跡,,,,maruyama,,阿賀野市大字六野瀬字円山2102番地ほか,374523 ,37.750833 ,1391537 ,139.251944 ,世界,38 ,○,○,,,,,,,,,○,○,,,,,錐器・抉入石器・鋸歯縁石器・石刃,,3,,,,,土橋2003,発掘調査,20060120,加藤学,,
150146 ,新潟県,,川船河遺跡,,,,kawahunagawa,,南蒲原郡田上町大字川船河字離山,374026 ,37.668333 ,1390348 ,139.052222 ,世界,35 ,,,○,,,,,,,,,,,,,,,,,,,,,立木宏明2003a,採集資料,20060331,沢田敦,,
150160 ,新潟県,,江口A遺跡,,,,Eguchi-A,,三条市大字江口字黒沢,373356 ,37.551667 ,1390343 ,139.050833 ,世界,73 ,,,○,,,,,,,,,,,,,,○,,,,,,,新潟県立三条商業高等学校社会科クラブ考古班1980/佐藤雅一1981,採集資料,20050718,勝山百合,,
150173 ,新潟県,,棚鱗B遺跡,,,,Tanahire-B,,三条市大字棚鱗字棚鱗,373236 ,37.535000 ,1390450 ,139.066667 ,世界,70 ,,,○,,,,,,,,○,,,,,,○,,,,,,斧形石器は局部磨製石斧。沢田1999で紹介されている資料は棚鱗Bの可能性が高い。三条商業考古班では棚鱗Bを棚鱗Bと棚鱗Cに細分していた。これらのうち棚鱗Bを三条考古学研究会では棚鱗下遺跡と呼称している。,沢田敦1999,採集資料,20050718,勝山百合,,
150177 ,新潟県,,立山遺跡,,,,Tateyama,,三条市大字長沢字立山,373238 ,37.535556 ,1390101 ,139.016944 ,世界,85 ,,,○,,,,,,,,,,,,,,○,,,,,,,新潟県立三条商業高等学校社会科クラブ考古班1971/1980,採集資料,20050720,勝山百合,,
150190 ,新潟県,,乳母袋遺跡,,ナイフ,,Ubabukuro,,三条市大字南中,373412 ,37.567222 ,1390315 ,139.051389 ,世界,60 ,○,,○,,,,,,,,,,,,,,,,,,,,斧形石器は局部磨製石斧、県の遺跡地図・遺跡カードでは本遺跡を含め、南中五輪峠遺跡とされている。,新潟県立三条商業高等学校社会科クラブ考古班1980,採集資料,20050718,勝山百合,,
150194 ,新潟県,,有馬崎遺跡,,,,arimazaki,,燕市大字国上7569番地1,373947 ,37.651944 ,1384925 ,138.818056 ,世界,17 ,○,,○,,,,,,,,,,,,,,○,,,,,,,前山1997,採集資料,20060331,沢田敦,,
150211 ,新潟県,,山屋遺跡,,,,yamaya,,長岡市大字岩田2127ほか,372312 ,37.383889 ,1384331 ,138.716944 ,世界,140 ,,,○,,,,,,,,,,,,,,,,,,,,,佐藤1993/富樫・小熊・徳澤1997,採集資料,20060331,沢田敦,,
150231 ,新潟県,,松ヶ城遺跡,,,,matsugajo,,魚沼市小平尾字曲淵3010ほか,371832 ,37.300556 ,1385753 ,138.950833 ,世界,221 ,,,○,,,,○,,,,,,,,,,石鏃・石核,,,,,,広神村教育委員会確認調査で出土,鈴木1992,発掘調査,20091107,沢田敦,,
150274 ,新潟県,,原遺跡,,,,hara,,十日町市大字犬伏字外山,370723 ,37.117500 ,1383918 ,138.652222 ,世界,290 ,,,○,,,,,,,,,,,,,,,,,,,,,岡本ほか1989,採集資料,20050930,沢田敦,,
150288 ,新潟県,胴抜原遺跡群,胴抜原A遺跡,,,,Dounukihara-A,,中魚沼郡津南町大字上郷大井平6858番地ほか,365906 ,36.985000 ,1383602 ,138.600556 ,世界,431 ,○,,○,,,,,,,,○,○,,,,,○,,5,,,,,宮田・原2000b,採集資料,20060120,山本　克,,
150326 ,新潟県,,前畑遺跡,,,,Maehata,,中魚沼郡津南町大字下船渡甲（駒返り）1675番地,370210 ,37.033333 ,1384023 ,138.667500 ,世界,243 ,,,○,,,,,,,,○,,,,,,○,,,,,,,津南町町史編纂委員会1984l,採集資料,20051113,山本　克,,
150338 ,新潟県,,正面ヶ原D遺跡,,斧形石器,,Shoumengahara-D,,中魚沼郡津南町大字下船渡甲7072番地-2ほか,370127 ,37.018611 ,1383943 ,138.650833 ,世界,251 ,○,,○,,,,,,,,,○,,,,○,○,,1,,,,,佐藤・古谷・山本1998/佐藤・古谷・中村2001,採集資料,20060120,山本　克,,
150363 ,新潟県,,上段道下遺跡,,,,Uwadannmitisita,,中魚沼郡津南町大字下船渡,370120 ,37.016667 ,1383954 ,138.651111 ,世界,265 ,,,○,,,,,,,,,,,,,,,,,,,,,広田・中沢1994,採集資料,20060120,山本　克,,
150374 ,新潟県,,萩原B遺跡,,,,Hagippara-B,,南魚沼郡湯沢町大字土樽字大幅437-1,365523 ,36.917500 ,1385039 ,138.835833 ,世界,420 ,,○,,,,,,,,,,,,,,,,,,,,,,佐藤1987b/八木・佐藤1988,採集資料,20060120,山本　克,,
150380 ,新潟県,,山屋敷Ⅰ遺跡,,,,yamayashiki-ichi,,上越市山屋敷町１番地,370801 ,37.133611 ,1381328 ,138.218889 ,世界,20 ,,,○,,,,,,,,,,,,,,,,,,,,,立木2003c,採集資料,20050930,沢田敦,,
160011 ,富山県,,古沢遺跡,,,,Furusawa,,富山市古沢,364126 ,36.685000 ,1370849 ,137.135833 ,世界,28 ,○,,○,,,,,,,,,,,,,,,,,,,,,麻柄一志1985/富山市1987/河西健二1989,発掘調査/採集資料,,古川知明,,
160016 ,富山県,,呉羽町大谷Ⅱ遺跡,,,,Kurehamachi-Ootani II,,富山市呉羽町字大谷,364214 ,36.701111 ,1371006 ,137.168333 ,世界,55 ,,○,,,,,,,,,,,,,,,,,,,,,,古川知明1983/奥村吉信1986a,分布調査,,古川知明,,
160017 ,富山県,,金屋嘉平田遺跡,,,,Kanaya-Kaheida,,富山市金屋字嘉平田,364143 ,36.684167 ,1370956 ,137.151667 ,世界,30 ,,,○,,,,,,,,,,,,,,,,,,,,,麻柄一志1992,採集資料,,古川知明,,
160037 ,富山県,,細谷No.3遺跡,A地点,,,Hosodani-No.3,Loc.A,富山市婦中町東谷字細谷,363803 ,36.634167 ,1370503 ,137.084167 ,世界,145 ,○,○,,,,,,,,,○,,,○,,○,石核/錐状石器,,3,,,,,富山県教委1978a/婦中町1997/奥村吉信1986a/1988a/1988b/麻柄一志1984/1985/1986/大沢野町教委1982,発掘調査/採集資料,,古川知明,,
160038 ,富山県,,細谷No.3遺跡,B地点,,,Hosodani-No.3,Loc.B,富山市婦中町東谷字細谷,363803 ,36.634167 ,1370503 ,137.084167 ,世界,145 ,○,○,○,,,,,,,,○,○,,,,,石核,,,,,,,西井龍儀1981/奥村吉信1986a/1988a/1988b/麻柄一志1985/1986/河西健二1989/婦中町1996/1997,採集資料,,古川知明,,
160050 ,富山県,,直坂Ⅰ遺跡,第２地点PR-2,,,Sugusaka I,Loc.2-PR2,富山市舟倉字谷内割、寺家,363334 ,36.551111 ,1371310 ,137.216667 ,世界,170 ,○,○,○,,,,,,,,,○,,,,○,,,1,,,,,富山県1972・1976/富山県教委1973a/西井龍儀1974/橋本正1975a/1975b/奥村吉信1985b/1988a/奥村吉信・麻柄一志1991/麻柄一志1985/1986/平口哲夫1986/河西健二1989/古川知明1989/大沢野町2005,発掘調査/採集資料,,古川知明,,
160056 ,富山県,,直坂Ⅱ遺跡,,"U-1,9",,Sugusaka II,,富山市直坂,363345 ,36.551389 ,1371315 ,137.218056 ,世界,170 ,,○,,,,,,,,,,○,,,,,,,2,,,,,富山県教委1976a/西井龍儀1974/橋本正1977a/1977b/奥村吉信1988a/奥村吉信・麻柄一志1991/麻柄一志1984/1986/1994/古川知明1989/大沢野町2005,発掘調査,,古川知明,,
160059 ,富山県,,野沢遺跡,A地区,,,Nozawa,Loc.A,富山市野沢字馬鞍谷割,363523 ,36.584167 ,1371309 ,137.219167 ,世界,110 ,○,,○,,,,,,,,○,,,○,,○,石核/石錐,,3,,,,石器接合資料（技法2）,大沢野町教委1979/1980/1982/奥村吉信1984/1985b/1988a/麻柄一志1985/平口哲夫1986/河西健二1989,発掘調査/採集資料,,古川知明,,
160060 ,富山県,,野沢遺跡,B地区,,,Nozawa,Loc.B,富山市野沢字馬鞍谷割,363523 ,36.584167 ,1371309 ,137.219167 ,世界,112 ,,○,○,,,,,,,,,,,,,,剥片,,,,,,,大沢野町教委1979,発掘調査,,古川知明,,
160072 ,富山県,,長山遺跡,,,,Nagayama,,富山市八尾町深谷字長山,363526 ,36.585000 ,1371012 ,137.167222 ,世界,117 ,○,○,○,,,,,,,,○,,○,,,,石核,,3,,,,,八尾町教委1985a/1985b/1988/亀田正夫・西井龍儀1984/奥村吉信1986a/1988a/1988b/奥村吉信・麻柄一志1991/麻柄一志1985・2001/河西健二1989,発掘調査,,古川知明,,
160091 ,富山県,,白岩藪ノ上遺跡,,,,shiraiwayabunoue,,中新川郡白岩字藪ノ上,363836 ,36.635000 ,1372111 ,137.350278 ,世界,135 ,○,○,○,,,,,,,,,,,,,,,,4,,,,,立山町教委1982,発掘調査,,麻柄一志,,
160096 ,富山県,,三谷遺跡,,,,mitsuya,,射水市黒河新,364232 ,36.700556 ,1370604 ,137.101111 ,世界,5 ,,,○,,,,,,,,,,,,,,石刃,,,,,,,富山県埋文センター1989,発掘調査,,麻柄一志,,
160103 ,富山県,,新造池A遺跡,,,,shinnzouike A,,射水市黒河,364138 ,36.685556 ,1370610 ,137.100000 ,世界,40 ,○,,○,,,,,,,,,,,,,,石刃,,3,,,,,富山県教委1983a/麻柄一志1993,発掘調査,,麻柄一志,,
160110 ,富山県,,中山中遺跡,,,,nakayamanaka,,射水市黒河,364233 ,36.700833 ,1370546 ,137.085000 ,世界,30 ,,,○,,,,,,,,,,,,,,,,,,,,,富山県1972/砂田佳弘1985,採集資料,,麻柄一志,,
160116 ,富山県,,小杉流団No.19遺跡,,,,kosugiryuudan No.19,,射水市青井谷字丸山,364143 ,36.684167 ,1370415 ,137.068056 ,世界,15 ,○,○,,,,,,,,,○,,,,,,,,2,,,,,富山県教委1986ｂ,発掘調査,,麻柄一志,,
160170 ,富山県,立野ヶ原遺跡群,鉄砲谷遺跡,A地点,,tatenogahara,teppoudani,Loc.A,南砺市立野脇,362950 ,36.483333 ,1365133 ,136.850833 ,世界,254 ,,○,,,,,,,,,,,,,,,,,1,,,,,富山県教委1973ｂ,発掘調査,,麻柄一志,,
160171 ,富山県,立野ヶ原遺跡群,鉄砲谷遺跡,Ｂ地点,,tatenogahara,teppoudani,Loc.B,南砺市立野脇,362950 ,36.483333 ,1365133 ,136.850833 ,世界,254 ,○,,○,,,,,,,,,,,,,○,石刃,,1,,,,,富山県教委1973ｂ,発掘調査,,麻柄一志,,
