scheme,group_id,group_label,watersystem_code,watersystem_label,unit_basin_code,landform_code,landform_class,available_area_m2,study_area_fraction,availability_source,availability_version
landform,LF_CLASS::凹地・浅い谷,凹地・浅い谷,NA,NA,NA,NA,凹地・浅い谷,NA,NA,NA,NA
landform,LF_CLASS::台地・段丘,台地・段丘,NA,NA,NA,NA,台地・段丘,NA,NA,NA,NA
landform,LF_CLASS::山地斜面等,山地斜面等,NA,NA,NA,NA,山地斜面等,NA,NA,NA,NA
landform,LF_CLASS::山麓堆積地形,山麓堆積地形,NA,NA,NA,NA,山麓堆積地形,NA,NA,NA,NA
landform,LF_CLASS::崖・段丘崖,崖・段丘崖,NA,NA,NA,NA,崖・段丘崖,NA,NA,NA,NA
landform,LF_CLASS::後背低地・湿地,後背低地・湿地,NA,NA,NA,NA,後背低地・湿地,NA,NA,NA,NA
landform,LF_CLASS::扇状地,扇状地,NA,NA,NA,NA,扇状地,NA,NA,NA,NA
landform,LF_CLASS::旧水部,旧水部,NA,NA,NA,NA,旧水部,NA,NA,NA,NA
landform,LF_CLASS::旧河道,旧河道,NA,NA,NA,NA,旧河道,NA,NA,NA,NA
landform,LF_CLASS::水部,水部,NA,NA,NA,NA,水部,NA,NA,NA,NA
landform,LF_CLASS::氾濫平野・海岸平野,氾濫平野・海岸平野,NA,NA,NA,NA,氾濫平野・海岸平野,NA,NA,NA,NA
landform,LF_CLASS::砂州・砂丘,砂州・砂丘,NA,NA,NA,NA,砂州・砂丘,NA,NA,NA,NA
landform,LF_CLASS::自然堤防,自然堤防,NA,NA,NA,NA,自然堤防,NA,NA,NA,NA
unit_basin,B_130000_8,名称不明 / basin 8,130000,名称不明,8,NA,NA,NA,NA,NA,NA
unit_basin,B_140013_16,境川 / basin 16,140013,境川,16,NA,NA,NA,NA,NA,NA
unit_basin,B_140013_17,境川 / basin 17,140013,境川,17,NA,NA,NA,NA,NA,NA
unit_basin,B_140013_19,境川 / basin 19,140013,境川,19,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_345,利根川 / basin 345,830303,利根川,345,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_347,利根川 / basin 347,830303,利根川,347,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_388,利根川 / basin 388,830303,利根川,388,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_389,利根川 / basin 389,830303,利根川,389,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_390,利根川 / basin 390,830303,利根川,390,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_393,利根川 / basin 393,830303,利根川,393,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_425,利根川 / basin 425,830303,利根川,425,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_426,利根川 / basin 426,830303,利根川,426,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_427,利根川 / basin 427,830303,利根川,427,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_432,利根川 / basin 432,830303,利根川,432,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_470,利根川 / basin 470,830303,利根川,470,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_478,利根川 / basin 478,830303,利根川,478,NA,NA,NA,NA,NA,NA
unit_basin,B_830303_517,利根川 / basin 517,830303,利根川,517,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_105,荒川 / basin 105,830304,荒川,105,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_11,荒川 / basin 11,830304,荒川,11,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_120,荒川 / basin 120,830304,荒川,120,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_139,荒川 / basin 139,830304,荒川,139,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_14,荒川 / basin 14,830304,荒川,14,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_15,荒川 / basin 15,830304,荒川,15,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_158,荒川 / basin 158,830304,荒川,158,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_16,荒川 / basin 16,830304,荒川,16,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_161,荒川 / basin 161,830304,荒川,161,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_167,荒川 / basin 167,830304,荒川,167,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_18,荒川 / basin 18,830304,荒川,18,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_194,荒川 / basin 194,830304,荒川,194,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_25,荒川 / basin 25,830304,荒川,25,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_26,荒川 / basin 26,830304,荒川,26,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_27,荒川 / basin 27,830304,荒川,27,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_36,荒川 / basin 36,830304,荒川,36,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_37,荒川 / basin 37,830304,荒川,37,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_38,荒川 / basin 38,830304,荒川,38,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_39,荒川 / basin 39,830304,荒川,39,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_40,荒川 / basin 40,830304,荒川,40,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_42,荒川 / basin 42,830304,荒川,42,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_44,荒川 / basin 44,830304,荒川,44,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_47,荒川 / basin 47,830304,荒川,47,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_51,荒川 / basin 51,830304,荒川,51,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_52,荒川 / basin 52,830304,荒川,52,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_53,荒川 / basin 53,830304,荒川,53,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_54,荒川 / basin 54,830304,荒川,54,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_55,荒川 / basin 55,830304,荒川,55,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_56,荒川 / basin 56,830304,荒川,56,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_57,荒川 / basin 57,830304,荒川,57,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_61,荒川 / basin 61,830304,荒川,61,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_63,荒川 / basin 63,830304,荒川,63,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_67,荒川 / basin 67,830304,荒川,67,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_68,荒川 / basin 68,830304,荒川,68,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_69,荒川 / basin 69,830304,荒川,69,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_70,荒川 / basin 70,830304,荒川,70,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_77,荒川 / basin 77,830304,荒川,77,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_79,荒川 / basin 79,830304,荒川,79,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_80,荒川 / basin 80,830304,荒川,80,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_82,荒川 / basin 82,830304,荒川,82,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_83,荒川 / basin 83,830304,荒川,83,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_86,荒川 / basin 86,830304,荒川,86,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_87,荒川 / basin 87,830304,荒川,87,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_88,荒川 / basin 88,830304,荒川,88,NA,NA,NA,NA,NA,NA
unit_basin,B_830304_98,荒川 / basin 98,830304,荒川,98,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_1,多摩川 / basin 1,830305,多摩川,1,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_10,多摩川 / basin 10,830305,多摩川,10,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_101,多摩川 / basin 101,830305,多摩川,101,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_12,多摩川 / basin 12,830305,多摩川,12,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_13,多摩川 / basin 13,830305,多摩川,13,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_14,多摩川 / basin 14,830305,多摩川,14,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_16,多摩川 / basin 16,830305,多摩川,16,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_17,多摩川 / basin 17,830305,多摩川,17,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_18,多摩川 / basin 18,830305,多摩川,18,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_19,多摩川 / basin 19,830305,多摩川,19,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_2,多摩川 / basin 2,830305,多摩川,2,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_20,多摩川 / basin 20,830305,多摩川,20,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_21,多摩川 / basin 21,830305,多摩川,21,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_22,多摩川 / basin 22,830305,多摩川,22,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_23,多摩川 / basin 23,830305,多摩川,23,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_24,多摩川 / basin 24,830305,多摩川,24,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_25,多摩川 / basin 25,830305,多摩川,25,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_26,多摩川 / basin 26,830305,多摩川,26,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_27,多摩川 / basin 27,830305,多摩川,27,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_28,多摩川 / basin 28,830305,多摩川,28,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_29,多摩川 / basin 29,830305,多摩川,29,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_3,多摩川 / basin 3,830305,多摩川,3,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_30,多摩川 / basin 30,830305,多摩川,30,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_31,多摩川 / basin 31,830305,多摩川,31,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_32,多摩川 / basin 32,830305,多摩川,32,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_33,多摩川 / basin 33,830305,多摩川,33,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_34,多摩川 / basin 34,830305,多摩川,34,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_35,多摩川 / basin 35,830305,多摩川,35,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_36,多摩川 / basin 36,830305,多摩川,36,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_37,多摩川 / basin 37,830305,多摩川,37,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_38,多摩川 / basin 38,830305,多摩川,38,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_39,多摩川 / basin 39,830305,多摩川,39,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_40,多摩川 / basin 40,830305,多摩川,40,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_41,多摩川 / basin 41,830305,多摩川,41,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_42,多摩川 / basin 42,830305,多摩川,42,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_43,多摩川 / basin 43,830305,多摩川,43,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_44,多摩川 / basin 44,830305,多摩川,44,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_45,多摩川 / basin 45,830305,多摩川,45,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_46,多摩川 / basin 46,830305,多摩川,46,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_47,多摩川 / basin 47,830305,多摩川,47,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_48,多摩川 / basin 48,830305,多摩川,48,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_49,多摩川 / basin 49,830305,多摩川,49,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_5,多摩川 / basin 5,830305,多摩川,5,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_50,多摩川 / basin 50,830305,多摩川,50,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_51,多摩川 / basin 51,830305,多摩川,51,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_52,多摩川 / basin 52,830305,多摩川,52,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_54,多摩川 / basin 54,830305,多摩川,54,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_55,多摩川 / basin 55,830305,多摩川,55,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_56,多摩川 / basin 56,830305,多摩川,56,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_57,多摩川 / basin 57,830305,多摩川,57,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_58,多摩川 / basin 58,830305,多摩川,58,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_59,多摩川 / basin 59,830305,多摩川,59,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_60,多摩川 / basin 60,830305,多摩川,60,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_62,多摩川 / basin 62,830305,多摩川,62,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_63,多摩川 / basin 63,830305,多摩川,63,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_64,多摩川 / basin 64,830305,多摩川,64,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_66,多摩川 / basin 66,830305,多摩川,66,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_67,多摩川 / basin 67,830305,多摩川,67,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_68,多摩川 / basin 68,830305,多摩川,68,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_69,多摩川 / basin 69,830305,多摩川,69,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_70,多摩川 / basin 70,830305,多摩川,70,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_71,多摩川 / basin 71,830305,多摩川,71,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_72,多摩川 / basin 72,830305,多摩川,72,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_73,多摩川 / basin 73,830305,多摩川,73,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_74,多摩川 / basin 74,830305,多摩川,74,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_75,多摩川 / basin 75,830305,多摩川,75,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_76,多摩川 / basin 76,830305,多摩川,76,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_77,多摩川 / basin 77,830305,多摩川,77,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_78,多摩川 / basin 78,830305,多摩川,78,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_79,多摩川 / basin 79,830305,多摩川,79,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_8,多摩川 / basin 8,830305,多摩川,8,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_80,多摩川 / basin 80,830305,多摩川,80,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_81,多摩川 / basin 81,830305,多摩川,81,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_82,多摩川 / basin 82,830305,多摩川,82,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_83,多摩川 / basin 83,830305,多摩川,83,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_84,多摩川 / basin 84,830305,多摩川,84,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_87,多摩川 / basin 87,830305,多摩川,87,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_88,多摩川 / basin 88,830305,多摩川,88,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_89,多摩川 / basin 89,830305,多摩川,89,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_9,多摩川 / basin 9,830305,多摩川,9,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_90,多摩川 / basin 90,830305,多摩川,90,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_91,多摩川 / basin 91,830305,多摩川,91,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_92,多摩川 / basin 92,830305,多摩川,92,NA,NA,NA,NA,NA,NA
unit_basin,B_830305_98,多摩川 / basin 98,830305,多摩川,98,NA,NA,NA,NA,NA,NA
unit_basin,B_830306_16,鶴見川 / basin 16,830306,鶴見川,16,NA,NA,NA,NA,NA,NA
unit_basin,B_830306_17,鶴見川 / basin 17,830306,鶴見川,17,NA,NA,NA,NA,NA,NA
unit_basin,B_830306_19,鶴見川 / basin 19,830306,鶴見川,19,NA,NA,NA,NA,NA,NA
unit_basin,B_830306_20,鶴見川 / basin 20,830306,鶴見川,20,NA,NA,NA,NA,NA,NA
unit_basin,B_830306_21,鶴見川 / basin 21,830306,鶴見川,21,NA,NA,NA,NA,NA,NA
unit_basin,B_unknown_0,古川・目黒川・立会川・呑川 / basin 0,unknown,古川・目黒川・立会川・呑川,0,NA,NA,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_120000_6_LF_CLASS::台地・段丘,名称不明 / basin 6 / 台地・段丘,120000,名称不明,6,NA,台地・段丘,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_1_LF_CLASS::凹地・浅い谷,名称不明 / basin 1 / 凹地・浅い谷,130000,名称不明,1,NA,凹地・浅い谷,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_1_LF_CLASS::台地・段丘,名称不明 / basin 1 / 台地・段丘,130000,名称不明,1,NA,台地・段丘,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_1_LF_CLASS::山麓堆積地形,名称不明 / basin 1 / 山麓堆積地形,130000,名称不明,1,NA,山麓堆積地形,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_1_LF_CLASS::崖・段丘崖,名称不明 / basin 1 / 崖・段丘崖,130000,名称不明,1,NA,崖・段丘崖,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_1_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 1 / 氾濫平野・海岸平野,130000,名称不明,1,NA,氾濫平野・海岸平野,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_2_LF_CLASS::凹地・浅い谷,名称不明 / basin 2 / 凹地・浅い谷,130000,名称不明,2,NA,凹地・浅い谷,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_2_LF_CLASS::台地・段丘,名称不明 / basin 2 / 台地・段丘,130000,名称不明,2,NA,台地・段丘,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_2_LF_CLASS::山地斜面等,名称不明 / basin 2 / 山地斜面等,130000,名称不明,2,NA,山地斜面等,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_2_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 2 / 氾濫平野・海岸平野,130000,名称不明,2,NA,氾濫平野・海岸平野,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_3_LF_CLASS::凹地・浅い谷,名称不明 / basin 3 / 凹地・浅い谷,130000,名称不明,3,NA,凹地・浅い谷,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_3_LF_CLASS::台地・段丘,名称不明 / basin 3 / 台地・段丘,130000,名称不明,3,NA,台地・段丘,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_4_LF_CLASS::台地・段丘,名称不明 / basin 4 / 台地・段丘,130000,名称不明,4,NA,台地・段丘,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_4_LF_CLASS::山地斜面等,名称不明 / basin 4 / 山地斜面等,130000,名称不明,4,NA,山地斜面等,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_4_LF_CLASS::後背低地・湿地,名称不明 / basin 4 / 後背低地・湿地,130000,名称不明,4,NA,後背低地・湿地,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_4_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 4 / 氾濫平野・海岸平野,130000,名称不明,4,NA,氾濫平野・海岸平野,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::台地・段丘,名称不明 / basin 5 / 台地・段丘,130000,名称不明,5,NA,台地・段丘,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::山地斜面等,名称不明 / basin 5 / 山地斜面等,130000,名称不明,5,NA,山地斜面等,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::崖・段丘崖,名称不明 / basin 5 / 崖・段丘崖,130000,名称不明,5,NA,崖・段丘崖,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::後背低地・湿地,名称不明 / basin 5 / 後背低地・湿地,130000,名称不明,5,NA,後背低地・湿地,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::水部,名称不明 / basin 5 / 水部,130000,名称不明,5,NA,水部,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 5 / 氾濫平野・海岸平野,130000,名称不明,5,NA,氾濫平野・海岸平野,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_6_LF_CLASS::台地・段丘,名称不明 / basin 6 / 台地・段丘,130000,名称不明,6,NA,台地・段丘,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_6_LF_CLASS::山地斜面等,名称不明 / basin 6 / 山地斜面等,130000,名称不明,6,NA,山地斜面等,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_6_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 6 / 氾濫平野・海岸平野,130000,名称不明,6,NA,氾濫平野・海岸平野,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_130000_8_LF_CLASS::旧水部,名称不明 / basin 8 / 旧水部,130000,名称不明,8,NA,旧水部,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_140013_16_LF_CLASS::台地・段丘,境川 / basin 16 / 台地・段丘,140013,境川,16,NA,台地・段丘,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::台地・段丘,境川 / basin 17 / 台地・段丘,140013,境川,17,NA,台地・段丘,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::山地斜面等,境川 / basin 17 / 山地斜面等,140013,境川,17,NA,山地斜面等,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::山麓堆積地形,境川 / basin 17 / 山麓堆積地形,140013,境川,17,NA,山麓堆積地形,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::崖・段丘崖,境川 / basin 17 / 崖・段丘崖,140013,境川,17,NA,崖・段丘崖,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::水部,境川 / basin 17 / 水部,140013,境川,17,NA,水部,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::氾濫平野・海岸平野,境川 / basin 17 / 氾濫平野・海岸平野,140013,境川,17,NA,氾濫平野・海岸平野,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_140013_19_LF_CLASS::台地・段丘,境川 / basin 19 / 台地・段丘,140013,境川,19,NA,台地・段丘,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_140013_19_LF_CLASS::山地斜面等,境川 / basin 19 / 山地斜面等,140013,境川,19,NA,山地斜面等,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_140013_19_LF_CLASS::氾濫平野・海岸平野,境川 / basin 19 / 氾濫平野・海岸平野,140013,境川,19,NA,氾濫平野・海岸平野,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_830303_345_LF_CLASS::自然堤防,利根川 / basin 345 / 自然堤防,830303,利根川,345,NA,自然堤防,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_830303_347_LF_CLASS::水部,利根川 / basin 347 / 水部,830303,利根川,347,NA,水部,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_830303_347_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 347 / 氾濫平野・海岸平野,830303,利根川,347,NA,氾濫平野・海岸平野,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_830303_347_LF_CLASS::自然堤防,利根川 / basin 347 / 自然堤防,830303,利根川,347,NA,自然堤防,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_830303_388_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 388 / 氾濫平野・海岸平野,830303,利根川,388,NA,氾濫平野・海岸平野,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_830303_389_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 389 / 氾濫平野・海岸平野,830303,利根川,389,NA,氾濫平野・海岸平野,NA,NA,NA,NA
watersystem_x_unit_basin_x_landform,B_830303_389_LF_CLASS::自然堤防,利根川 / basin 389 / 自然堤防,830303,利根川,389,NA,自然堤防,NA,NA,NA,NA
