"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","遺構","主な出土品","経度","緯度","旧石器時代","縄文時代","弥生時代","古墳時代","奈良時代","平安時代","中世","近世","時代不明","色"
13112001900,13112,"19","かみのしんめいいせき","上神明遺跡","世田谷区 成城四丁目　 成城五丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][中世][近世]","集落","[縄文時代]住居　土坑　[弥生時代][古墳時代]住居　ピット群　方形周溝墓","石器　縄文土器　弥生土器　土師器　須恵器　鉄製品　土製品",139.5923661,35.6414265,"旧石器","縄文","弥生","古墳","0","平安","中世","近世","0","orange"
13112010700,13112,"107","しもやまいせき","下山遺跡","世田谷区 瀬田四丁目 瀬田五丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]住居 集石 炉穴 土坑 ピット [弥生時代]環濠 住居 方形周溝墓 墓壙 甕棺 溝状遺構 [古墳時代]住居 円形周溝墓 [奈良時代][平安時代]住居","ナイフ形石器 尖頭器 礫器 縄文土器 打斧 石鏃 土錘 けつ状耳飾 弥生土器 抉入石斧 石包丁 石皿 土師器 須恵器 土製紡錘車 土製勾玉 ソロバン玉状土製品 石櫃 陶磁器 カワラケ 瓦質土器 煙管 銭貨",139.6244,35.62158,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13112015900,13112,"159","きたみじんやいせき","喜多見陣屋遺跡","世田谷区 喜多見一丁目 喜多見三丁目 喜多見四丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 炉穴 土坑 [弥生時代]住居 溝 [古墳時代]住居 竪穴 方形周溝墓 周溝 棺 墓壙 [奈良～平安時代]住居 地下式土坑 [中世～近世]掘立柱建物 ピット 礎石 土坑 井戸 溝 堀 池","石器 縄文土器 弥生土器 土師器 須恵器 埴輪 臼玉 ガラス玉 灰釉 緑釉 陶磁器 土師質土器 鉄製品 鉄鏃 釘 茶臼 羽口 瓦 板碑 銭貨 胞衣容器 人骨 灰釉陶器 円筒埴輪 土製品 鉱滓",139.5966,35.6261,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13115005400,13115,"54","おおみや（わだぼり）いせき","大宮(和田堀)遺跡","杉並区 大宮二丁目","[旧石器時代][縄文時代（草創期～後期）][弥生時代]","集落（方形周溝墓）","[弥生時代]方形周溝墓　都指定史跡-大宮遺跡　（昭和54.3.31）","縄文土器　礫器　石鏃　石匙　弥生土器　勾玉　ガラス小玉　土師器",139.6395824,35.68339886,"旧石器","縄文","弥生","0","0","0","0","0","0","orange"
13115006200,13115,"62","せいびだいいせき","済美台遺跡","杉並区 大宮一丁目　 堀ノ内一丁目","[旧石器時代][縄文時代（草創期～後期）][弥生時代][古墳時代][奈良時代]","集落","[旧石器時代]礫群　[縄文時代]住居　[弥生時代]周溝(方形周溝墓?)　杉並125参照","剥片　縄文土器　打斧　石鏃　石槍　石匙　土錘　土偶　弥生土器　滑石製勾玉　土師器　須恵器　炭化物",139.6471873,35.68778392,"旧石器","縄文","弥生","古墳","奈良","0","0","0","0","orange"
13115008100,13115,"81","どうのしたいせき","堂の下遺跡","杉並区 高井戸東一丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][近世]","包蔵地・集落","[旧石器時代]礫群　ブロック　[縄文時代]竪穴式遺構　炉穴　ピット　焼土跡　集石　集石土坑　陥し穴　土坑　[弥生時代]方形周溝墓　[近世]溝　炭焼窯　地下室","ナイフ型石器　角錐状石器　スクレイパー　彫器　楔形石器　石斧　敲石　石核　剥片　削石　縄文土器　石鏃　有舌尖頭器　打製石斧　磨製石斧　　礫斧　磨石　スタンプ型石器　石皿　弥生土器　陶磁器",139.6235149,35.67968988,"旧石器","縄文","弥生","0","0","0","0","近世","0","orange"
13116000500,13116,"5","そめいいせき","染井遺跡","豊島区 巣鴨一丁目　 巣鴨二丁目　 巣鴨三丁目　 巣鴨四丁目　 巣鴨五丁目　 駒込一丁目　 駒込二丁目　 駒込三丁目　 駒込四丁目　 駒込五丁目　 駒込六丁目　 駒込七丁目","[縄文時代（早期～後期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地・集落・貝塚・屋敷（大名屋敷）・その他（町屋）","[縄]住居　陥し穴　[弥生時代]方形周溝墓　[中世]道路　[近世]掘立柱建物　方形竪穴　土坑　地下室　門　井戸　畝　溝　柵列　地鎮址　ピット　畝状遺構","縄文土器　石器　弥生土器　土師器　須恵器　陶磁器　舶載磁器　土製品　石製品　硝子製品　金属製品",139.7413728,35.73716819,"0","縄文","弥生","古墳","0","0","中世","近世","0","orange"
13117000500,13117,"5","あかばねだいいせき","赤羽台遺跡","北区 赤羽台四丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]石器ブロック　[縄文時代]住居址　集石　炉穴　土坑　[弥生時代]環濠　方形周溝墓　土坑　住居址　[古墳時代]住居址　溝状遺構　[奈良時代][平安時代]住居址　掘立柱建物址　特殊遺構　[平安時代]住居　[中世]土坑　地下式土坑溝　[中世][近世]地下式壙　溝址　[近世]地下室　溝　[近代]近衛工兵隊関連施設","旧石器　石器　縄文土器　石斧　礫器　有舌尖頭器　石鏃　敲石　弥生土器　ガラス玉　土師器　須恵器　鉄器　蔵骨器　板碑　陶磁器類",139.712228,35.7839379,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13117001900,13117,"19","じゅうじょうだいいせきぐん","十条台遺跡群","北区 中十条一丁目　 中十条二丁目　 中十条三丁目　 王子本町一丁目　 王子本町二丁目　 王子本町三丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落・その他の墓","[縄文時代]住居　[弥生時代][古墳時代]住居址　方形周溝墓　[弥生時代]環濠　方形周溝墓　[古墳時代]周溝　溝址　[奈良時代]住居址　[近世]溝","縄文土器　石斧　弥生土器　土師器　須恵器　人骨　鉄製品　土製品",139.7293239,35.7586086,"旧石器","縄文","弥生","古墳","奈良","平安","0","近世","0","orange"
13117002700,13117,"27","にしがはらいせきぐん","西ヶ原遺跡群","北区 西ヶ原一丁目　 西ヶ原二丁目　 西ヶ原三丁目　 上中里一丁目　 王子一丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・その他の墓・城館","[縄文時代]住居址　土坑　ピット群　土壙墓　墓壙　貝塚　[弥生時代]住居址　土坑　溝址　方形周溝墓　環濠　[弥生時代][古墳時代]方形周溝墓　[古墳時代]住居址　土坑　溝址　古墳　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　土坑　溝　正倉大溝　溝址　[中世][近世]溝址　土坑　[近世]建物　ピット土坑　地下式土坑　井戸　溝　区画溝　道路　土壙墓群　柵列　集石　特殊埋葬遺構","掻器　彫器　縄文土器　打斧　磨斧　石鏃　抉入石器　石器　ヤス状鹿角製品　耳飾　土板　埋葬人骨　動物遺存体　石皿　磨石　凹石　敲石　石核　大珠　骨角器　弥生土器　石皿　磨石　敲石　滑石製玉　土師器　須恵器　支脚　砥石　紡錘車　土錘　羽口　土玉　鉄製品　陶磁器類　土製品　鉄製品　銭貨　鳥獣魚骨　貝　剥片石器",139.7428408,35.74611874,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13117003200,13117,"32","たばたふどうさかいせき","田端不動坂遺跡","北区 田端一丁目","[縄文時代（前期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世][近世][近代]","集落","[縄文時代]住居址　[弥生時代][古墳時代]住居址　方形周溝墓　掘立柱建物址　土坑　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　道路状遺構　溝址　[平安時代]住居址　柵列　[中世][近世]道路址　溝址　[近代]胞衣埋納遺構　[時代不明]住居　土坑　溝","縄文土器　弥生土器　土師器　須恵器　陶器（灰釉）　支脚　石皿　鉄器　帯金具　青銅鏡　銅鏃　玉類",139.7624359,35.73559222,"0","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13117003500,13117,"35","しもいせき","志茂遺跡","北区 志茂三丁目　 志茂四丁目","[弥生時代][古墳時代][奈良時代][平安時代]","集落","[弥生時代][古墳時代]方形周溝墓　土坑　溝址　[奈良時代][平安時代]溝址","弥生土器　土師器 須恵器",139.7345606,35.7798977,"0","0","弥生","古墳","奈良","平安","0","0","0","orange"
13117004100,13117,"41","たばたにしだいどおりいせき","田端西台通遺跡","北区 田端二丁目　 田端三丁目　 田端四丁目　 田端五丁目　 田端六丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・古墳","[縄文時代]堅穴建物址　土坑　[弥生時代]堅穴建物址　方形周溝墓　[古墳時代]堅穴建物址　円墳　住居址　[奈良時代][平安時代]堅穴建物址　掘立柱建物址　住居址　[平安時代]土坑　溝　畝[中世]溝址","縄文土器　弥生土器　土師器　須恵器　灰釉陶器　金属製品　石製品　土製器　銭貨　陶磁器　ガラス製品　石器　鉄製品　帯金具　ガラス小玉　鉄釧",139.7576637,35.73804458,"0","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13117004200,13117,"42","としまばんばいせき","豊島馬場遺跡","北区 豊島八丁目　 王子五丁目","[弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[弥生時代][古墳時代]住居　掘立柱建物　土坑　溝　方形周溝墓　ピット　[古墳時代]井戸","弥生土器　土師器　須恵器　土製品　管玉　勾玉　ガラス小玉鋳型　陶磁器　木製品　石臼",139.7394357,35.76833798,"0","0","弥生","古墳","奈良","平安","中世","近世","0","orange"
13119000700,13119,"7","すがわらじんじゃだいちうえいせき","菅原神社台地上遺跡","板橋区 成増四丁目　 成増五丁目","[旧石器時代][縄文時代（前期）][弥生時代（後期）][古墳時代][平安時代][近世]","集落・古墳","[旧石器時代]ブロック　礫群　[縄文時代]住居　炉穴　焼土　土坑　墓壙　[弥生時代]住居　掘立柱建物　ピット　焼土　土坑　[古墳時代]円墳　方形周溝墓　[平安時代]住居　[近世]土坑　溝状遺構","ナイフ形石器　台形様石器　剥片　礫　縄文土器　磨斧　石鏃　石皿　台石　弥生土器　土師器　須恵器　土製玉類　ガラス小玉　けつ状耳飾　陶磁器　鉄製品　ガラス製品",139.6316049,35.78356942,"旧石器","縄文","弥生","古墳","0","平安","0","近世","0","orange"
13119003300,13119,"33","しょうげついんけいだい・だいもん・あかつかしもじけばんじょうめんいせき","松月院境内・大門・赤塚下寺家番匠免遺跡","板橋区 赤塚五丁目　 赤塚六丁目　 赤塚七丁目　 赤塚八丁目　 大門","[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[旧石器時代]ブロック　礫群　[縄文時代]住居　炉穴　[弥生時代]住居　方形周溝墓　[古墳時代]住居　方形周溝墓　[奈良時代][平安時代]住居　[中世]土坑　地下式土壙　ピット　[近世]土坑","ナイフ形石器　石刃　角錐状石器　掻器　縄文土器　石器　弥生土器　土師器　須恵器　紡錘車　青銅環　陶磁器　カワラケ　板碑　五輪塔",139.6476467,35.78156758,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13119004200,13119,"42","よつばちくいせき","四葉地区遺跡","板橋区 四葉二丁目　 徳丸八丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[旧石器時代]ブロック　炭化物集中　[縄文時代]住居　陥し穴　[弥生時代][古墳時代]環濠　住居　方形周溝墓　円形周溝墓　[古墳時代]土坑　[奈良時代][平安時代]住居　土坑　地下式土坑　[中世][近世]段切り　溝　[近世]地下室　ゴミ穴　溝　[時代不明]井戸　火葬墓","ナイフ形石器　細石刃　掻器　抉入石器　敲石　石核　縄文土器　打斧　磨斧　局部磨斧　有舌尖頭器　石鏃　楔形石器　石皿　磨石　スタンプ形石器　敲石　土製品　弥生土器　磨斧　石包丁　石皿　台石　土師器　須恵器　鉄鏃　陶磁器　銭貨　獣骨",139.6548046,35.7812362,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13119005100,13119,"51","とくまるもりのきいせき","徳丸森木遺跡","板橋区 徳丸五丁目　 四葉一丁目","[旧石器時代][縄文時代（早期～中期・晩期）][弥生時代（後期）][古墳時代]","包蔵地・集落","[旧石器時代]ブロック　[縄文時代]土坑　[弥生時代]住居　[古墳時代]方形周溝墓　[時代不明]土坑　溝","剥片　縄文土器　石鏃　弥生土器　石器　土師器",139.6539016,35.77900372,"旧石器","縄文","弥生","古墳","0","0","0","0","0","orange"
13119005400,13119,"54","とくまるひがし／とくまるきたのじんじゃいせき","徳丸東／徳丸北野神社遺跡","板橋区 徳丸六丁目","[縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落","[縄文時代]土坑　埋甕　[弥生時代]住居　方形周溝墓　壺棺　[古墳時代]住居　[奈良時代]住居　[時代不明]住居　掘立柱建物　ピット","ナイフ形石器　楔形石器　彫器　石核　縄文土器　打斧　磨斧　礫器　石鏃　削器　磨石　抉入石器　凹石　敲石　土製品　弥生土器　砥石　土師器　須恵器　土錘　土玉　支脚　鞴口　土製鏡　青銅環　石製品",139.6597037,35.77872518,"0","縄文","弥生","古墳","奈良","平安","0","近世","0","orange"
13119006300,13119,"63","ごたんだいせき","五段田遺跡","板橋区 西台三丁目","[旧石器時代][縄文時代（中期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・墳墓","[旧石器時代]ブロック　[縄文時代]住居　炉穴　土坑　[弥生時代]住居　方形周溝墓　土坑　溝　[奈良時代][平安時代]溝　[中世]掘立柱建物　竪穴状遺構　地下式土壙　段切状遺構　[近世]土坑　井戸　畝状遺構　道路状遺構","ナイフ形石器　石刃　剥片　縄文土器　石器　弥生土器　土師器　埴輪　陶磁器　土師質土器　金属製品　銭貨",139.6682525,35.77443569,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13119010100,13119,"101","しむらしろやまいせき・しむらじょうし","志村城山遺跡・志村城址","板橋区 志村二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・城館","[弥生時代]環濠　[古墳時代]方形周溝墓　[奈良時代][平安時代]住居　掘立柱建物　柵列　[中世]土壙　溝　堀","縄文土器　打斧　磨斧　石鏃　掻器　磨石　弥生土器　土師器　須恵器　支脚　羽口　鉄針　陶磁器",139.6877743,35.7758087,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13119010400,13119,"104","あずさわかいづか／あずさわみやのまえみなみいせき","小豆沢貝塚／小豆沢宮ノ前南遺跡","板橋区 小豆沢二丁目　 小豆沢四丁目","[縄文時代（中期～晩期）][弥生時代（中期～後期）]","集落・貝塚","[弥生時代]方形周溝墓","縄文土器　弥生土器　ガラス小玉",139.7000938,35.77888896,"0","縄文","弥生","0","0","0","0","0","0","orange"
13119013300,13119,"133","はやせまえ／とくまるがはらおおはしいせき","早瀬前／徳丸原大橋遺跡","板橋区 高島平六丁目　 新河岸三丁目","[縄文時代（早期・中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[弥生時代]溝　[古墳時代]方形周溝墓　[平安時代]掘立柱建物　井戸　水田　[平安時代][中世][近世]溝","弥生土器　土師器　須恵器　石器　勾玉　石製模造品　木製品　木材　柱根　植物遺体　動物遺体　陶磁器　銭貨",139.6506256,35.79304784,"0","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13119013400,13119,"134","ふなどいせき","舟渡遺跡","板橋区 舟渡一丁目　 舟渡二丁目　 舟渡三丁目","[縄文時代（前期～中期）][弥生時代（後期）][古墳時代][平安時代][中世][近世]","包蔵地・集落","[平安時代]住居　溝　[中世]柱穴　井戸　大溝　掘立柱建物跡　[古墳時代]方形周溝墓　溝","縄文土器（縄文前～中期）　弥生土器（弥生後期）　土師器　須恵器　木製品　陶磁器　根碑　石製品　木製品　土製品　石器　鉄製品　　土器　古銭　金属製品",139.6876999,35.79456869,"0","縄文","弥生","古墳","0","平安","中世","近世","0","orange"
13120001000,13120,"10","がいかんどうろかんれん","外かん道路関連遺跡","練馬区 大泉町三丁目　 大泉町四丁目","[旧石器時代][縄文時代（草創期～後期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・その他（低湿地）","[縄文時代]石器製作址（石鏃）　[弥生時代]方形周溝墓　[古墳時代]竪穴住居跡","（旧石器）尖頭器　ナイフ型石器　（縄文）縄文土器　打製石斧　石鏃　垂飾り　（弥生～古墳）土器　木器（段梯子　農耕具）　ガラス玉　（奈良・平安）土師器　須恵器",139.5996239,35.76386297,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","orange"
13120001100,13120,"11","えちごやまいせき","越後山遺跡","練馬区 大泉町一丁目","[縄文時代（早期～後期）][弥生時代（後期）][古墳時代]","集落","[弥生時代]住居　方形周溝墓","縄文土器　弥生土器　土師器",139.6099236,35.76971265,"0","縄文","弥生","古墳","0","0","0","0","0","orange"
13120014300,13120,"143","ひがしはやぶちいせき","東早淵遺跡","練馬区 早宮一丁目","[旧石器時代][縄文時代（早期～前期）][弥生時代][古墳時代][平安時代]","集落","[縄文時代]住居　炉穴　土坑　ピット　[弥生時代]方形周溝墓　[古墳時代]住居","縄文土器　石器　弥生土器",139.6597437,35.75106414,"旧石器","縄文","弥生","古墳","0","平安","0","0","0","orange"
13201003400,13201,"34","いぬめこうのはらいせき","犬目甲の原遺跡","八王子市 犬目町　 中野町","[縄文時代（早期?中期）][弥生時代（後期）][古墳時代][平安時代]","集落","[弥生時代]住居　方形周溝墓　[古墳時代]住居　[平安時代]住居","縄文土器　弥生土器　鏃形石製品　鉄製有孔円板　ガラス小玉　土師器　須恵器　鉄釘　鉄鏃　鉄製工具　土錘　火打金　鉄滓　炭化種子",139.314106,35.68406912,"0","縄文","弥生","古墳","0","平安","0","0","0","orange"
13201007000,13201,"70","うつぎむこうはらいせき","宇津木向原遺跡","八王子市 宇津木町　 尾崎町","[縄文時代（前期?中期）][弥生時代][古墳時代]","集落","[縄文時代]住居　土坑　配石　[弥生時代]住居　方形周溝墓　円形周溝　[古墳時代]住居","縄文土器　打斧　弥生土器　土師器　炭化米籾　炭化物",139.3455499,35.67810322,"0","縄文","弥生","古墳","0","0","0","0","0","orange"
13201009700,13201,"97","てらまえいせき","寺前遺跡","八王子市 谷野町","[縄文時代（早期?後期）][弥生時代（後期）][古墳時代][平安時代]","集落","[旧石器時代]]礫群　[縄文時代]住居　集石　焼土　陥し穴　土坑　ピット　[弥生時代]溝　方形周溝墓　[平安時代]住居　土坑","石刃　掻器　剥片　縄文土器　打斧　磨斧　磨石　敲石　砥石　垂飾　弥生土器　土師器　磨石　敲石　砥石　垂飾　弥生土器　土師器　須恵器",139.3275056,35.68472386,"0","縄文","弥生","古墳","0","平安","0","0","0","orange"
13201012600,13201,"126","ふなだいせき","船田遺跡","八王子市 長房町","[縄文時代（前期?晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","集落・墳墓","[縄文時代]住居　敷石住居　土坑　埋甕　[弥生時代]住居　方形周溝墓　[古墳時代]住居　[奈良時代]住居　[平安時代]住居　[時代不明]住居　貯蔵穴　柱穴　土坑　溝　火葬墓","縄文土器　石鏃　石皿　磨石　弥生土器　土師器　須恵器　鋤先　鎌　鉄斧　鉄鏃　刀子　砥石　編み石　紡錘車　陶器　土製模造品　瓦　銭貨　鉄滓　木皿　炭化物",139.297369,35.65563282,"0","縄文","弥生","古墳","奈良","平安","0","0","0","orange"
13201013900,13201,"139","かみやはら（くぬぎだだいに）いせき","神谷原(椚田第II）遺跡","八王子市 椚田町　 小比企町","[旧石器時代][縄文時代（早期?中期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","[縄文時代]住居　集石　小竪穴　炉穴　陥し穴　土坑　ピット　[弥生時代][古墳時代]住居　方形周溝墓　円形周溝墓","",139.314497,35.6365017,"旧石器","縄文","弥生","古墳","奈良","平安","0","0","0","orange"
